FeatureCode,DateCode,Measurement,Units,Value,Cancer Type,Gender
S08000028,2006,Count,Cases,23,Prostate Cancer,Male
S08000028,2016,Count,Cases,19,Colorectal Cancer,All
S08000028,2009,Count,Cases,38,Colorectal Cancer,All
S08000028,2006,Count,Cases,100,Malignant Neoplasms,Male
S08000028,2010,Count,Cases,28,Lung Cancer,All
S08000028,2016,Count,Cases,25,Prostate Cancer,Male
S08000028,1999,Count,Cases,14,Prostate Cancer,Male
S08000028,2009,Count,Cases,22,Prostate Cancer,Male
S08000028,2015,Count,Cases,27,Prostate Cancer,Male
S08000028,2015,Count,Cases,23,Colorectal Cancer,All
S08000028,2002,Count,Cases,30,Breast Cancer,Female
S08000028,2012,Count,Cases,26,Lung Cancer,All
S08000028,2007,Count,Cases,37,Lung Cancer,All
S08000028,2013,Count,Cases,27,Prostate Cancer,Male
S08000028,2011,Count,Cases,21,Lung Cancer,All
S08000028,2016,Count,Cases,25,Lung Cancer,All
S08000028,2011,Count,Cases,27,Prostate Cancer,Male
S08000028,1998,Count,Cases,19,Prostate Cancer,Male
S08000028,2005,Count,Cases,102,Malignant Neoplasms,Female
S08000028,2013,Count,Cases,121,Malignant Neoplasms,Male
S08000028,2005,Count,Cases,30,Breast Cancer,Female
S08000028,2012,Count,Cases,102,Malignant Neoplasms,Male
S08000028,2001,Count,Cases,14,Prostate Cancer,Male
S08000028,2009,Count,Cases,17,Breast Cancer,Female
S08000028,2017,Count,Cases,26,Lung Cancer,All
S08000028,2011,Count,Cases,105,Malignant Neoplasms,Male
S08000028,2004,Count,Cases,26,Colorectal Cancer,All
S08000028,2007,Count,Cases,15,Breast Cancer,Female
S08000028,2006,Count,Cases,14,Breast Cancer,Female
S08000028,2008,Count,Cases,52,Breast Cancer,Female
S08000028,2007,Count,Cases,34,Colorectal Cancer,All
S08000028,1998,Count,Cases,14,Breast Cancer,Female
S08000028,2003,Count,Cases,25,Prostate Cancer,Male
S08000028,1997,Count,Cases,28,Colorectal Cancer,All
S08000028,2001,Count,Cases,24,Colorectal Cancer,All
S08000028,1998,Count,Cases,31,Colorectal Cancer,All
S08000028,2010,Count,Cases,28,Prostate Cancer,Male
S08000028,2008,Count,Cases,25,Colorectal Cancer,All
S08000028,2004,Count,Cases,11,Prostate Cancer,Male
S08000028,2015,Count,Cases,17,Breast Cancer,Female
S08000028,2005,Count,Cases,19,Prostate Cancer,Male
S08000028,2014,Count,Cases,80,Malignant Neoplasms,Male
S08000028,2011,Count,Cases,107,Malignant Neoplasms,Female
S08000028,2010,Count,Cases,87,Malignant Neoplasms,Female
S08000028,2008,Count,Cases,130,Malignant Neoplasms,Female
S08000028,2002,Count,Cases,95,Malignant Neoplasms,Female
S08000028,2012,Count,Cases,69,Malignant Neoplasms,Female
S08000028,2013,Count,Cases,94,Malignant Neoplasms,Female
S08000028,2009,Count,Cases,106,Malignant Neoplasms,Male
S08000028,2010,Count,Cases,18,Breast Cancer,Female
S08000028,2005,Count,Cases,28,Lung Cancer,All
S08000028,2011,Count,Cases,46,Breast Cancer,Female
S08000028,2008,Count,Cases,25,Lung Cancer,All
S08000028,2006,Count,Cases,16,Lung Cancer,All
S08000028,2012,Count,Cases,19,Breast Cancer,Female
S08000028,2017,Count,Cases,182,Malignant Neoplasms,All
S08000028,2016,Count,Cases,82,Malignant Neoplasms,Female
S08000028,1997,Count,Cases,24,Lung Cancer,All
S08000028,2003,Count,Cases,10,Breast Cancer,Female
S08000028,2007,Count,Cases,88,Malignant Neoplasms,Female
S08000028,2017,Count,Cases,92,Malignant Neoplasms,Male
S08000028,2002,Count,Cases,23,Lung Cancer,All
S08000028,1997,Count,Cases,161,Malignant Neoplasms,All
S08000028,2004,Count,Cases,77,Malignant Neoplasms,Male
S08000028,2014,Count,Cases,23,Colorectal Cancer,All
S08000028,2003,Count,Cases,95,Malignant Neoplasms,Male
S08000028,2014,Count,Cases,109,Malignant Neoplasms,Female
S08000028,2016,Count,Cases,186,Malignant Neoplasms,All
S08000028,2015,Count,Cases,93,Malignant Neoplasms,Male
S08000028,1997,Count,Cases,79,Malignant Neoplasms,Female
S08000028,2014,Count,Cases,37,Breast Cancer,Female
S08000028,2003,Count,Cases,69,Malignant Neoplasms,Female
S08000028,2008,Count,Cases,108,Malignant Neoplasms,Male
S08000028,2014,Count,Cases,14,Prostate Cancer,Male
S08000028,2017,Count,Cases,23,Colorectal Cancer,All
S08000028,2017,Count,Cases,90,Malignant Neoplasms,Female
S08000028,2001,Count,Cases,87,Malignant Neoplasms,Male
S08000028,2002,Count,Cases,100,Malignant Neoplasms,Male
S08000028,2009,Count,Cases,87,Malignant Neoplasms,Female
S08000028,2012,Count,Cases,23,Prostate Cancer,Male
S08000028,2017,Count,Cases,27,Prostate Cancer,Male
S08000028,1997,Count,Cases,15,Prostate Cancer,Male
S08000028,1998,Count,Cases,100,Malignant Neoplasms,Male
S08000028,2015,Count,Cases,26,Lung Cancer,All
S08000028,2016,Count,Cases,16,Breast Cancer,Female
S08000028,2009,Count,Cases,26,Lung Cancer,All
S08000028,2004,Count,Cases,67,Malignant Neoplasms,Female
S08000028,2001,Count,Cases,75,Malignant Neoplasms,Female
S08000028,2006,Count,Cases,62,Malignant Neoplasms,Female
S08000028,2015,Count,Cases,98,Malignant Neoplasms,Female
S08000028,2016,Count,Cases,104,Malignant Neoplasms,Male
S08000028,2013,Count,Cases,22,Breast Cancer,Female
S08000028,2003,Count,Cases,164,Malignant Neoplasms,All
S08000028,2002,Count,Cases,195,Malignant Neoplasms,All
S08000028,2012,Count,Cases,27,Colorectal Cancer,All
S08000028,2001,Count,Cases,162,Malignant Neoplasms,All
S08000028,2000,Count,Cases,68,Malignant Neoplasms,Male
S08000028,1998,Count,Cases,166,Malignant Neoplasms,All
S08000028,2007,Count,Cases,196,Malignant Neoplasms,All
S08000028,2015,Count,Cases,191,Malignant Neoplasms,All
S08000028,2009,Count,Cases,193,Malignant Neoplasms,All
S08000028,2008,Count,Cases,238,Malignant Neoplasms,All
S08000028,2004,Count,Cases,144,Malignant Neoplasms,All
S08000028,2006,Count,Cases,162,Malignant Neoplasms,All
S08000028,2007,Count,Cases,108,Malignant Neoplasms,Male
S08000028,1999,Count,Cases,174,Malignant Neoplasms,All
S08000028,2000,Count,Cases,20,Lung Cancer,All
S08000028,2001,Count,Cases,29,Lung Cancer,All
S08000028,2013,Count,Cases,24,Lung Cancer,All
S08000028,2001,Count,Cases,21,Breast Cancer,Female
S08000028,2000,Count,Cases,143,Malignant Neoplasms,All
S08000028,2014,Count,Cases,33,Lung Cancer,All
S08000028,1999,Count,Cases,82,Malignant Neoplasms,Male
S08000028,2005,Count,Cases,85,Malignant Neoplasms,Male
S08000028,2004,Count,Cases,20,Lung Cancer,All
S08000028,2013,Count,Cases,24,Colorectal Cancer,All
S08000028,1999,Count,Cases,27,Breast Cancer,Female
S08000028,2010,Count,Cases,36,Colorectal Cancer,All
S08000028,1998,Count,Cases,17,Lung Cancer,All
S08000028,2011,Count,Cases,28,Colorectal Cancer,All
S08000028,2000,Count,Cases,13,Breast Cancer,Female
S08000028,1999,Count,Cases,27,Colorectal Cancer,All
S08000028,1998,Count,Cases,66,Malignant Neoplasms,Female
S08000028,2003,Count,Cases,21,Colorectal Cancer,All
S08000028,2000,Count,Cases,75,Malignant Neoplasms,Female
S08000028,2005,Count,Cases,38,Colorectal Cancer,All
S08000028,2003,Count,Cases,25,Lung Cancer,All
S08000028,2004,Count,Cases,18,Breast Cancer,Female
S08000028,2006,Count,Cases,22,Colorectal Cancer,All
S08000028,1999,Count,Cases,19,Lung Cancer,All
S08000028,2002,Count,Cases,29,Colorectal Cancer,All
S08000028,1997,Count,Cases,82,Malignant Neoplasms,Male
S08000028,1997,Count,Cases,24,Breast Cancer,Female
S08000028,2000,Count,Cases,23,Colorectal Cancer,All
S08000028,1999,Count,Cases,92,Malignant Neoplasms,Female
S12000047,2000,Count,Cases,281,Colorectal Cancer,All
S12000047,2012,Count,Cases,231,Prostate Cancer,Male
S12000047,2012,Count,Cases,391,Lung Cancer,All
S12000047,2003,Count,Cases,185,Prostate Cancer,Male
S12000047,2010,Count,Cases,240,Prostate Cancer,Male
S12000047,2011,Count,Cases,2210,Malignant Neoplasms,All
S12000047,2011,Count,Cases,250,Prostate Cancer,Male
S12000047,2012,Count,Cases,2304,Malignant Neoplasms,All
S12000047,2007,Count,Cases,1991,Malignant Neoplasms,All
S12000047,2014,Count,Cases,2267,Malignant Neoplasms,All
S12000047,2010,Count,Cases,2090,Malignant Neoplasms,All
S12000047,1998,Count,Cases,222,Colorectal Cancer,All
S12000047,2011,Count,Cases,381,Lung Cancer,All
S12000047,2012,Count,Cases,328,Breast Cancer,Female
S12000047,1999,Count,Cases,237,Colorectal Cancer,All
S12000047,2003,Count,Cases,301,Lung Cancer,All
S12000047,2010,Count,Cases,335,Lung Cancer,All
S12000047,2003,Count,Cases,237,Colorectal Cancer,All
S12000047,2014,Count,Cases,385,Lung Cancer,All
S12000047,1997,Count,Cases,221,Colorectal Cancer,All
S12000047,2013,Count,Cases,353,Lung Cancer,All
S12000047,2004,Count,Cases,1808,Malignant Neoplasms,All
S12000047,2014,Count,Cases,207,Prostate Cancer,Male
S12000047,1999,Count,Cases,803,Malignant Neoplasms,Male
S12000047,1997,Count,Cases,834,Malignant Neoplasms,Male
S12000047,1997,Count,Cases,919,Malignant Neoplasms,Female
S12000047,2008,Count,Cases,1010,Malignant Neoplasms,Female
S12000047,2006,Count,Cases,1000,Malignant Neoplasms,Male
S12000047,2000,Count,Cases,835,Malignant Neoplasms,Male
S12000047,2015,Count,Cases,1142,Malignant Neoplasms,Female
S12000047,2006,Count,Cases,1122,Malignant Neoplasms,Female
S12000047,1998,Count,Cases,853,Malignant Neoplasms,Female
S12000047,2009,Count,Cases,1120,Malignant Neoplasms,Female
S12000047,2012,Count,Cases,1133,Malignant Neoplasms,Male
S12000047,2017,Count,Cases,269,Prostate Cancer,Male
S12000047,2011,Count,Cases,1149,Malignant Neoplasms,Male
S12000047,2014,Count,Cases,1146,Malignant Neoplasms,Female
S12000047,2013,Count,Cases,1135,Malignant Neoplasms,Female
S12000047,1998,Count,Cases,815,Malignant Neoplasms,Male
S12000047,2005,Count,Cases,974,Malignant Neoplasms,Female
S12000047,2010,Count,Cases,1016,Malignant Neoplasms,Male
S12000047,2017,Count,Cases,1118,Malignant Neoplasms,Female
S12000047,2015,Count,Cases,1058,Malignant Neoplasms,Male
S12000047,2003,Count,Cases,997,Malignant Neoplasms,Female
S12000047,2008,Count,Cases,1038,Malignant Neoplasms,Male
S12000047,2016,Count,Cases,1079,Malignant Neoplasms,Male
S12000047,2005,Count,Cases,904,Malignant Neoplasms,Male
S12000047,2002,Count,Cases,909,Malignant Neoplasms,Male
S12000047,2003,Count,Cases,898,Malignant Neoplasms,Male
S12000047,2010,Count,Cases,309,Breast Cancer,Female
S12000047,2009,Count,Cases,1049,Malignant Neoplasms,Male
S12000047,2016,Count,Cases,354,Breast Cancer,Female
S12000047,2002,Count,Cases,882,Malignant Neoplasms,Female
S12000047,2001,Count,Cases,854,Malignant Neoplasms,Female
S12000047,2001,Count,Cases,858,Malignant Neoplasms,Male
S12000047,2000,Count,Cases,987,Malignant Neoplasms,Female
S12000047,1999,Count,Cases,885,Malignant Neoplasms,Female
S12000047,2000,Count,Cases,1822,Malignant Neoplasms,All
S12000047,2007,Count,Cases,1014,Malignant Neoplasms,Female
S12000047,1999,Count,Cases,1688,Malignant Neoplasms,All
S12000047,2001,Count,Cases,1712,Malignant Neoplasms,All
S12000047,2017,Count,Cases,295,Breast Cancer,Female
S12000047,2009,Count,Cases,2169,Malignant Neoplasms,All
S12000047,2014,Count,Cases,1121,Malignant Neoplasms,Male
S12000047,2009,Count,Cases,235,Prostate Cancer,Male
S12000047,1998,Count,Cases,138,Prostate Cancer,Male
S12000047,2001,Count,Cases,139,Prostate Cancer,Male
S12000047,2008,Count,Cases,355,Lung Cancer,All
S12000047,2000,Count,Cases,115,Prostate Cancer,Male
S12000047,2000,Count,Cases,274,Lung Cancer,All
S12000047,2009,Count,Cases,378,Lung Cancer,All
S12000047,2003,Count,Cases,1895,Malignant Neoplasms,All
S12000047,2013,Count,Cases,2259,Malignant Neoplasms,All
S12000047,2002,Count,Cases,1791,Malignant Neoplasms,All
S12000047,2015,Count,Cases,235,Prostate Cancer,Male
S12000047,1997,Count,Cases,286,Breast Cancer,Female
S12000047,2017,Count,Cases,2232,Malignant Neoplasms,All
S12000047,1997,Count,Cases,272,Lung Cancer,All
S12000047,2001,Count,Cases,298,Lung Cancer,All
S12000047,2013,Count,Cases,1124,Malignant Neoplasms,Male
S12000047,2010,Count,Cases,1074,Malignant Neoplasms,Female
S12000047,1997,Count,Cases,155,Prostate Cancer,Male
S12000047,2016,Count,Cases,229,Prostate Cancer,Male
S12000047,2015,Count,Cases,385,Lung Cancer,All
S12000047,1999,Count,Cases,128,Prostate Cancer,Male
S12000047,2016,Count,Cases,1150,Malignant Neoplasms,Female
S12000047,2012,Count,Cases,1171,Malignant Neoplasms,Female
S12000047,2011,Count,Cases,1061,Malignant Neoplasms,Female
S12000047,2004,Count,Cases,892,Malignant Neoplasms,Female
S12000047,2008,Count,Cases,2048,Malignant Neoplasms,All
S12000047,2008,Count,Cases,229,Prostate Cancer,Male
S12000047,2006,Count,Cases,331,Lung Cancer,All
S12000047,2002,Count,Cases,160,Prostate Cancer,Male
S12000047,2005,Count,Cases,326,Lung Cancer,All
S12000047,2015,Count,Cases,2200,Malignant Neoplasms,All
S12000047,1999,Count,Cases,280,Lung Cancer,All
S12000047,1998,Count,Cases,313,Lung Cancer,All
S12000047,2005,Count,Cases,194,Prostate Cancer,Male
S12000047,2007,Count,Cases,359,Lung Cancer,All
S12000047,2009,Count,Cases,342,Breast Cancer,Female
S12000047,2001,Count,Cases,278,Colorectal Cancer,All
S12000047,2007,Count,Cases,249,Colorectal Cancer,All
S12000047,2002,Count,Cases,212,Colorectal Cancer,All
S12000047,2011,Count,Cases,242,Colorectal Cancer,All
S12000047,2002,Count,Cases,227,Breast Cancer,Female
S12000047,2006,Count,Cases,231,Colorectal Cancer,All
S12000047,2003,Count,Cases,347,Breast Cancer,Female
S12000047,2006,Count,Cases,440,Breast Cancer,Female
S12000047,1998,Count,Cases,1668,Malignant Neoplasms,All
S12000047,2004,Count,Cases,248,Breast Cancer,Female
S12000047,2004,Count,Cases,252,Colorectal Cancer,All
S12000047,2007,Count,Cases,977,Malignant Neoplasms,Male
S12000047,2008,Count,Cases,239,Colorectal Cancer,All
S12000047,2009,Count,Cases,260,Colorectal Cancer,All
S12000047,2008,Count,Cases,237,Breast Cancer,Female
S12000047,2015,Count,Cases,233,Colorectal Cancer,All
S12000047,2014,Count,Cases,306,Breast Cancer,Female
S12000047,2006,Count,Cases,200,Prostate Cancer,Male
S12000047,2017,Count,Cases,239,Colorectal Cancer,All
S12000047,2016,Count,Cases,263,Colorectal Cancer,All
S12000047,2007,Count,Cases,178,Prostate Cancer,Male
S12000047,2004,Count,Cases,181,Prostate Cancer,Male
S12000047,2004,Count,Cases,916,Malignant Neoplasms,Male
S12000047,2001,Count,Cases,195,Breast Cancer,Female
S12000047,2005,Count,Cases,243,Breast Cancer,Female
S12000047,1997,Count,Cases,1753,Malignant Neoplasms,All
S12000047,2007,Count,Cases,244,Breast Cancer,Female
S12000047,2017,Count,Cases,400,Lung Cancer,All
S12000047,2002,Count,Cases,317,Lung Cancer,All
S12000047,2016,Count,Cases,2229,Malignant Neoplasms,All
S12000047,2005,Count,Cases,1878,Malignant Neoplasms,All
S12000047,2013,Count,Cases,329,Breast Cancer,Female
S12000047,2017,Count,Cases,1114,Malignant Neoplasms,Male
S12000047,1998,Count,Cases,199,Breast Cancer,Female
S12000047,1999,Count,Cases,215,Breast Cancer,Female
S12000047,2012,Count,Cases,269,Colorectal Cancer,All
S12000047,2013,Count,Cases,268,Prostate Cancer,Male
S12000047,2016,Count,Cases,381,Lung Cancer,All
S12000047,2010,Count,Cases,287,Colorectal Cancer,All
S12000047,2005,Count,Cases,231,Colorectal Cancer,All
S12000047,2000,Count,Cases,330,Breast Cancer,Female
S12000047,2015,Count,Cases,333,Breast Cancer,Female
S12000047,2014,Count,Cases,282,Colorectal Cancer,All
S12000047,2011,Count,Cases,319,Breast Cancer,Female
S12000047,2006,Count,Cases,2122,Malignant Neoplasms,All
S12000047,2013,Count,Cases,264,Colorectal Cancer,All
S12000047,2004,Count,Cases,298,Lung Cancer,All
S12000048,2010,Count,Cases,501,Malignant Neoplasms,Female
S12000048,2001,Count,Cases,72,Prostate Cancer,Male
S12000048,1999,Count,Cases,345,Malignant Neoplasms,Female
S12000048,2004,Count,Cases,442,Malignant Neoplasms,Female
S12000048,2006,Count,Cases,387,Malignant Neoplasms,Female
S12000048,2005,Count,Cases,353,Malignant Neoplasms,Female
S12000048,2008,Count,Cases,112,Lung Cancer,All
S12000048,2015,Count,Cases,141,Colorectal Cancer,All
S12000048,2016,Count,Cases,128,Lung Cancer,All
S12000048,1998,Count,Cases,720,Malignant Neoplasms,All
S12000048,1997,Count,Cases,689,Malignant Neoplasms,All
S12000048,2009,Count,Cases,98,Prostate Cancer,Male
S12000048,2002,Count,Cases,67,Prostate Cancer,Male
S12000048,2009,Count,Cases,141,Breast Cancer,Female
S12000048,2008,Count,Cases,91,Prostate Cancer,Male
S12000048,2014,Count,Cases,484,Malignant Neoplasms,Male
S12000048,2007,Count,Cases,460,Malignant Neoplasms,Female
S12000048,2017,Count,Cases,507,Malignant Neoplasms,Male
S12000048,2002,Count,Cases,104,Colorectal Cancer,All
S12000048,1999,Count,Cases,64,Prostate Cancer,Male
S12000048,2000,Count,Cases,63,Prostate Cancer,Male
S12000048,2007,Count,Cases,102,Lung Cancer,All
S12000048,2016,Count,Cases,1051,Malignant Neoplasms,All
S12000048,2007,Count,Cases,100,Prostate Cancer,Male
S12000048,2001,Count,Cases,106,Lung Cancer,All
S12000048,2002,Count,Cases,367,Malignant Neoplasms,Female
S12000048,2008,Count,Cases,153,Breast Cancer,Female
S12000048,1998,Count,Cases,96,Lung Cancer,All
S12000048,2008,Count,Cases,458,Malignant Neoplasms,Female
S12000048,2016,Count,Cases,571,Malignant Neoplasms,Female
S12000048,2003,Count,Cases,108,Breast Cancer,Female
S12000048,1998,Count,Cases,124,Breast Cancer,Female
S12000048,2001,Count,Cases,417,Malignant Neoplasms,Female
S12000048,2009,Count,Cases,466,Malignant Neoplasms,Female
S12000048,1997,Count,Cases,348,Malignant Neoplasms,Female
S12000048,2011,Count,Cases,452,Malignant Neoplasms,Female
S12000048,2013,Count,Cases,552,Malignant Neoplasms,Female
S12000048,1999,Count,Cases,726,Malignant Neoplasms,All
S12000048,2017,Count,Cases,992,Malignant Neoplasms,All
S12000048,2017,Count,Cases,124,Colorectal Cancer,All
S12000048,2005,Count,Cases,107,Lung Cancer,All
S12000048,2000,Count,Cases,386,Malignant Neoplasms,Female
S12000048,2012,Count,Cases,441,Malignant Neoplasms,Female
S12000048,2000,Count,Cases,106,Lung Cancer,All
S12000048,2004,Count,Cases,114,Lung Cancer,All
S12000048,2010,Count,Cases,389,Malignant Neoplasms,Male
S12000048,2003,Count,Cases,400,Malignant Neoplasms,Female
S12000048,2004,Count,Cases,832,Malignant Neoplasms,All
S12000048,2010,Count,Cases,93,Prostate Cancer,Male
S12000048,2016,Count,Cases,140,Colorectal Cancer,All
S12000048,1999,Count,Cases,112,Lung Cancer,All
S12000048,2011,Count,Cases,414,Malignant Neoplasms,Male
S12000048,2017,Count,Cases,114,Prostate Cancer,Male
S12000048,2012,Count,Cases,458,Malignant Neoplasms,Male
S12000048,2017,Count,Cases,485,Malignant Neoplasms,Female
S12000048,2015,Count,Cases,132,Breast Cancer,Female
S12000048,2014,Count,Cases,950,Malignant Neoplasms,All
S12000048,2017,Count,Cases,141,Breast Cancer,Female
S12000048,2007,Count,Cases,161,Breast Cancer,Female
S12000048,2011,Count,Cases,100,Prostate Cancer,Male
S12000048,2005,Count,Cases,87,Prostate Cancer,Male
S12000048,2004,Count,Cases,91,Prostate Cancer,Male
S12000048,1997,Count,Cases,102,Lung Cancer,All
S12000048,2010,Count,Cases,180,Breast Cancer,Female
S12000048,2003,Count,Cases,99,Lung Cancer,All
S12000048,2007,Count,Cases,886,Malignant Neoplasms,All
S12000048,2006,Count,Cases,89,Prostate Cancer,Male
S12000048,2013,Count,Cases,464,Malignant Neoplasms,Male
S12000048,2003,Count,Cases,128,Colorectal Cancer,All
S12000048,1997,Count,Cases,65,Prostate Cancer,Male
S12000048,2015,Count,Cases,515,Malignant Neoplasms,Female
S12000048,2001,Count,Cases,104,Colorectal Cancer,All
S12000048,2000,Count,Cases,135,Colorectal Cancer,All
S12000048,2004,Count,Cases,148,Breast Cancer,Female
S12000048,2000,Count,Cases,765,Malignant Neoplasms,All
S12000048,1998,Count,Cases,398,Malignant Neoplasms,Female
S12000048,2002,Count,Cases,99,Lung Cancer,All
S12000048,2017,Count,Cases,138,Lung Cancer,All
S12000048,2009,Count,Cases,862,Malignant Neoplasms,All
S12000048,2004,Count,Cases,107,Colorectal Cancer,All
S12000048,2000,Count,Cases,114,Breast Cancer,Female
S12000048,2008,Count,Cases,896,Malignant Neoplasms,All
S12000048,2003,Count,Cases,785,Malignant Neoplasms,All
S12000048,2002,Count,Cases,725,Malignant Neoplasms,All
S12000048,2006,Count,Cases,776,Malignant Neoplasms,All
S12000048,2016,Count,Cases,86,Prostate Cancer,Male
S12000048,2013,Count,Cases,111,Prostate Cancer,Male
S12000048,2015,Count,Cases,977,Malignant Neoplasms,All
S12000048,2001,Count,Cases,735,Malignant Neoplasms,All
S12000048,2012,Count,Cases,118,Prostate Cancer,Male
S12000048,1998,Count,Cases,113,Colorectal Cancer,All
S12000048,2005,Count,Cases,747,Malignant Neoplasms,All
S12000048,1997,Count,Cases,95,Colorectal Cancer,All
S12000048,1999,Count,Cases,126,Colorectal Cancer,All
S12000048,2002,Count,Cases,62,Breast Cancer,Female
S12000048,2003,Count,Cases,83,Prostate Cancer,Male
S12000048,2014,Count,Cases,104,Prostate Cancer,Male
S12000048,1997,Count,Cases,98,Breast Cancer,Female
S12000048,2011,Count,Cases,115,Lung Cancer,All
S12000048,2002,Count,Cases,358,Malignant Neoplasms,Male
S12000048,2013,Count,Cases,136,Lung Cancer,All
S12000048,2012,Count,Cases,135,Lung Cancer,All
S12000048,2016,Count,Cases,480,Malignant Neoplasms,Male
S12000048,2009,Count,Cases,119,Lung Cancer,All
S12000048,2007,Count,Cases,123,Colorectal Cancer,All
S12000048,2010,Count,Cases,106,Lung Cancer,All
S12000048,2001,Count,Cases,151,Breast Cancer,Female
S12000048,2006,Count,Cases,120,Lung Cancer,All
S12000048,2014,Count,Cases,466,Malignant Neoplasms,Female
S12000048,2015,Count,Cases,149,Lung Cancer,All
S12000048,2006,Count,Cases,389,Malignant Neoplasms,Male
S12000048,2003,Count,Cases,385,Malignant Neoplasms,Male
S12000048,1998,Count,Cases,322,Malignant Neoplasms,Male
S12000048,1999,Count,Cases,81,Breast Cancer,Female
S12000048,2005,Count,Cases,394,Malignant Neoplasms,Male
S12000048,2011,Count,Cases,866,Malignant Neoplasms,All
S12000048,2015,Count,Cases,462,Malignant Neoplasms,Male
S12000048,2009,Count,Cases,121,Colorectal Cancer,All
S12000048,2000,Count,Cases,379,Malignant Neoplasms,Male
S12000048,2006,Count,Cases,109,Breast Cancer,Female
S12000048,2007,Count,Cases,426,Malignant Neoplasms,Male
S12000048,2008,Count,Cases,438,Malignant Neoplasms,Male
S12000048,2009,Count,Cases,396,Malignant Neoplasms,Male
S12000048,1997,Count,Cases,341,Malignant Neoplasms,Male
S12000048,2012,Count,Cases,899,Malignant Neoplasms,All
S12000048,2014,Count,Cases,133,Colorectal Cancer,All
S12000048,2010,Count,Cases,125,Colorectal Cancer,All
S12000048,2013,Count,Cases,1016,Malignant Neoplasms,All
S12000048,2005,Count,Cases,103,Colorectal Cancer,All
S12000048,2001,Count,Cases,318,Malignant Neoplasms,Male
S12000048,2010,Count,Cases,890,Malignant Neoplasms,All
S12000048,2013,Count,Cases,199,Breast Cancer,Female
S12000048,2011,Count,Cases,107,Colorectal Cancer,All
S12000048,2008,Count,Cases,146,Colorectal Cancer,All
S12000048,2014,Count,Cases,121,Breast Cancer,Female
S12000048,2005,Count,Cases,109,Breast Cancer,Female
S12000048,2004,Count,Cases,390,Malignant Neoplasms,Male
S12000048,2014,Count,Cases,141,Lung Cancer,All
S12000048,2015,Count,Cases,91,Prostate Cancer,Male
S12000048,1998,Count,Cases,61,Prostate Cancer,Male
S12000048,2006,Count,Cases,100,Colorectal Cancer,All
S12000048,2011,Count,Cases,135,Breast Cancer,Female
S12000048,1999,Count,Cases,381,Malignant Neoplasms,Male
S12000048,2016,Count,Cases,224,Breast Cancer,Female
S12000048,2012,Count,Cases,101,Colorectal Cancer,All
S12000048,2013,Count,Cases,123,Colorectal Cancer,All
S12000048,2012,Count,Cases,113,Breast Cancer,Female
S08000029,1999,Count,Cases,280,Lung Cancer,All
S08000029,2006,Count,Cases,1000,Malignant Neoplasms,Male
S08000029,1997,Count,Cases,1753,Malignant Neoplasms,All
S08000029,2014,Count,Cases,282,Colorectal Cancer,All
S08000029,2017,Count,Cases,400,Lung Cancer,All
S08000029,2009,Count,Cases,378,Lung Cancer,All
S08000029,2005,Count,Cases,243,Breast Cancer,Female
S08000029,2016,Count,Cases,263,Colorectal Cancer,All
S08000029,2011,Count,Cases,2210,Malignant Neoplasms,All
S08000029,2012,Count,Cases,391,Lung Cancer,All
S08000029,2009,Count,Cases,260,Colorectal Cancer,All
S08000029,2011,Count,Cases,250,Prostate Cancer,Male
S08000029,2008,Count,Cases,239,Colorectal Cancer,All
S08000029,2010,Count,Cases,2090,Malignant Neoplasms,All
S08000029,1998,Count,Cases,199,Breast Cancer,Female
S08000029,2004,Count,Cases,252,Colorectal Cancer,All
S08000029,2015,Count,Cases,385,Lung Cancer,All
S08000029,2012,Count,Cases,231,Prostate Cancer,Male
S08000029,2002,Count,Cases,317,Lung Cancer,All
S08000029,2000,Count,Cases,835,Malignant Neoplasms,Male
S08000029,2016,Count,Cases,1150,Malignant Neoplasms,Female
S08000029,2016,Count,Cases,381,Lung Cancer,All
S08000029,2005,Count,Cases,326,Lung Cancer,All
S08000029,2004,Count,Cases,298,Lung Cancer,All
S08000029,2009,Count,Cases,1120,Malignant Neoplasms,Female
S08000029,2003,Count,Cases,301,Lung Cancer,All
S08000029,2017,Count,Cases,2232,Malignant Neoplasms,All
S08000029,2010,Count,Cases,287,Colorectal Cancer,All
S08000029,2014,Count,Cases,207,Prostate Cancer,Male
S08000029,2006,Count,Cases,200,Prostate Cancer,Male
S08000029,1997,Count,Cases,155,Prostate Cancer,Male
S08000029,2011,Count,Cases,319,Breast Cancer,Female
S08000029,2001,Count,Cases,858,Malignant Neoplasms,Male
S08000029,2009,Count,Cases,235,Prostate Cancer,Male
S08000029,2012,Count,Cases,2304,Malignant Neoplasms,All
S08000029,1998,Count,Cases,815,Malignant Neoplasms,Male
S08000029,2014,Count,Cases,2267,Malignant Neoplasms,All
S08000029,2011,Count,Cases,242,Colorectal Cancer,All
S08000029,2009,Count,Cases,1049,Malignant Neoplasms,Male
S08000029,2015,Count,Cases,235,Prostate Cancer,Male
S08000029,2008,Count,Cases,229,Prostate Cancer,Male
S08000029,2010,Count,Cases,240,Prostate Cancer,Male
S08000029,2012,Count,Cases,328,Breast Cancer,Female
S08000029,1999,Count,Cases,237,Colorectal Cancer,All
S08000029,2010,Count,Cases,335,Lung Cancer,All
S08000029,2013,Count,Cases,353,Lung Cancer,All
