area_code,reference_area,area_type,year,vaccination_uptake,measure_type,value,units
S12000018,Inverclyde,Local Authority,2012,Vaccinated by 5 Years,Ratio,97.3,Percent Of Children
S12000018,Inverclyde,Local Authority,2011,Vaccinated by 5 Years,Ratio,96.1,Percent Of Children
S12000019,Midlothian,Local Authority,2011,Vaccinated by 5 Years,Ratio,96.7,Percent Of Children
S12000019,Midlothian,Local Authority,2016,Vaccinated by 5 Years,Ratio,97.2,Percent Of Children
S12000019,Midlothian,Local Authority,2008,Vaccinated by 5 Years,Ratio,96.6,Percent Of Children
S12000019,Midlothian,Local Authority,2014,Vaccinated by 5 Years,Ratio,98.4,Percent Of Children
S12000019,Midlothian,Local Authority,2017,Vaccinated by 5 Years,Ratio,97.6,Percent Of Children
S12000019,Midlothian,Local Authority,2009,Vaccinated by 5 Years,Ratio,96.8,Percent Of Children
S12000019,Midlothian,Local Authority,2013,Vaccinated by 5 Years,Ratio,97.7,Percent Of Children
S12000019,Midlothian,Local Authority,2018,Vaccinated by 5 Years,Ratio,97.7,Percent Of Children
S12000019,Midlothian,Local Authority,2010,Vaccinated by 5 Years,Ratio,98,Percent Of Children
S12000017,Highland,Local Authority,2009,Vaccinated by 5 Years,Ratio,94.1,Percent Of Children
S12000017,Highland,Local Authority,2016,Vaccinated by 5 Years,Ratio,96,Percent Of Children
S12000017,Highland,Local Authority,2008,Vaccinated by 5 Years,Ratio,92.7,Percent Of Children
S12000014,Falkirk,Local Authority,2016,Vaccinated by 5 Years,Ratio,98,Percent Of Children
S12000017,Highland,Local Authority,2011,Vaccinated by 5 Years,Ratio,95.6,Percent Of Children
S12000017,Highland,Local Authority,2013,Vaccinated by 5 Years,Ratio,96.1,Percent Of Children
S12000017,Highland,Local Authority,2012,Vaccinated by 5 Years,Ratio,96.6,Percent Of Children
S12000017,Highland,Local Authority,2014,Vaccinated by 5 Years,Ratio,96.6,Percent Of Children
S12000018,Inverclyde,Local Authority,2016,Vaccinated by 5 Years,Ratio,97.8,Percent Of Children
S12000017,Highland,Local Authority,2017,Vaccinated by 5 Years,Ratio,96.1,Percent Of Children
S12000017,Highland,Local Authority,2015,Vaccinated by 5 Years,Ratio,96,Percent Of Children
S12000018,Inverclyde,Local Authority,2013,Vaccinated by 5 Years,Ratio,96.9,Percent Of Children
S12000018,Inverclyde,Local Authority,2009,Vaccinated by 5 Years,Ratio,97.9,Percent Of Children
S12000017,Highland,Local Authority,2010,Vaccinated by 5 Years,Ratio,94.4,Percent Of Children
S12000017,Highland,Local Authority,2018,Vaccinated by 5 Years,Ratio,95.5,Percent Of Children
S12000021,North Ayrshire,Local Authority,2015,Vaccinated by 5 Years,Ratio,97.8,Percent Of Children
S12000021,North Ayrshire,Local Authority,2018,Vaccinated by 5 Years,Ratio,96,Percent Of Children
S12000021,North Ayrshire,Local Authority,2017,Vaccinated by 5 Years,Ratio,96.9,Percent Of Children
S12000021,North Ayrshire,Local Authority,2012,Vaccinated by 5 Years,Ratio,97.6,Percent Of Children
S12000021,North Ayrshire,Local Authority,2013,Vaccinated by 5 Years,Ratio,97.9,Percent Of Children
S12000021,North Ayrshire,Local Authority,2010,Vaccinated by 5 Years,Ratio,96.3,Percent Of Children
S12000021,North Ayrshire,Local Authority,2016,Vaccinated by 5 Years,Ratio,97.1,Percent Of Children
S12000023,Orkney Islands,Local Authority,2018,Vaccinated by 5 Years,Ratio,96.8,Percent Of Children
S12000023,Orkney Islands,Local Authority,2013,Vaccinated by 5 Years,Ratio,96.4,Percent Of Children
S12000023,Orkney Islands,Local Authority,2011,Vaccinated by 5 Years,Ratio,96.2,Percent Of Children
S12000023,Orkney Islands,Local Authority,2014,Vaccinated by 5 Years,Ratio,94.6,Percent Of Children
S12000023,Orkney Islands,Local Authority,2010,Vaccinated by 5 Years,Ratio,96.1,Percent Of Children
S12000023,Orkney Islands,Local Authority,2017,Vaccinated by 5 Years,Ratio,94.1,Percent Of Children
S12000021,North Ayrshire,Local Authority,2014,Vaccinated by 5 Years,Ratio,97.7,Percent Of Children
S12000023,Orkney Islands,Local Authority,2012,Vaccinated by 5 Years,Ratio,95.9,Percent Of Children
S12000021,North Ayrshire,Local Authority,2011,Vaccinated by 5 Years,Ratio,96.7,Percent Of Children
S12000023,Orkney Islands,Local Authority,2016,Vaccinated by 5 Years,Ratio,94.5,Percent Of Children
S12000020,Moray,Local Authority,2013,Vaccinated by 5 Years,Ratio,96.2,Percent Of Children
S12000020,Moray,Local Authority,2008,Vaccinated by 5 Years,Ratio,94.6,Percent Of Children
S12000020,Moray,Local Authority,2015,Vaccinated by 5 Years,Ratio,96.9,Percent Of Children
S12000019,Midlothian,Local Authority,2015,Vaccinated by 5 Years,Ratio,97.6,Percent Of Children
S12000019,Midlothian,Local Authority,2012,Vaccinated by 5 Years,Ratio,98.4,Percent Of Children
S12000020,Moray,Local Authority,2017,Vaccinated by 5 Years,Ratio,95.7,Percent Of Children
S12000020,Moray,Local Authority,2010,Vaccinated by 5 Years,Ratio,96.5,Percent Of Children
S12000021,North Ayrshire,Local Authority,2008,Vaccinated by 5 Years,Ratio,95.7,Percent Of Children
S12000020,Moray,Local Authority,2014,Vaccinated by 5 Years,Ratio,96.8,Percent Of Children
S12000020,Moray,Local Authority,2009,Vaccinated by 5 Years,Ratio,95.6,Percent Of Children
S12000021,North Ayrshire,Local Authority,2009,Vaccinated by 5 Years,Ratio,96.8,Percent Of Children
S12000020,Moray,Local Authority,2016,Vaccinated by 5 Years,Ratio,97.8,Percent Of Children
S12000020,Moray,Local Authority,2012,Vaccinated by 5 Years,Ratio,96.6,Percent Of Children
S12000020,Moray,Local Authority,2011,Vaccinated by 5 Years,Ratio,95.7,Percent Of Children
S12000020,Moray,Local Authority,2018,Vaccinated by 5 Years,Ratio,95.5,Percent Of Children
S08000015,Ayrshire and Arran,Health Board,2015,Vaccinated by 5 Years,Ratio,98,Percent Of Children
S12000045,East Dunbartonshire,Local Authority,2010,Vaccinated by 5 Years,Ratio,96.4,Percent Of Children
S12000045,East Dunbartonshire,Local Authority,2013,Vaccinated by 5 Years,Ratio,97.1,Percent Of Children
S08000015,Ayrshire and Arran,Health Board,2016,Vaccinated by 5 Years,Ratio,97.7,Percent Of Children
S08000015,Ayrshire and Arran,Health Board,2014,Vaccinated by 5 Years,Ratio,98.2,Percent Of Children
S12000045,East Dunbartonshire,Local Authority,2015,Vaccinated by 5 Years,Ratio,97.8,Percent Of Children
S12000045,East Dunbartonshire,Local Authority,2012,Vaccinated by 5 Years,Ratio,97,Percent Of Children
S12000045,East Dunbartonshire,Local Authority,2011,Vaccinated by 5 Years,Ratio,96.2,Percent Of Children
S12000045,East Dunbartonshire,Local Authority,2014,Vaccinated by 5 Years,Ratio,97.4,Percent Of Children
S08000016,Borders,Health Board,2014,Vaccinated by 5 Years,Ratio,97.3,Percent Of Children
S08000016,Borders,Health Board,2015,Vaccinated by 5 Years,Ratio,97.8,Percent Of Children
S08000016,Borders,Health Board,2013,Vaccinated by 5 Years,Ratio,97.7,Percent Of Children
S08000016,Borders,Health Board,2016,Vaccinated by 5 Years,Ratio,97,Percent Of Children
S08000016,Borders,Health Board,2017,Vaccinated by 5 Years,Ratio,97.8,Percent Of Children
S08000015,Ayrshire and Arran,Health Board,2013,Vaccinated by 5 Years,Ratio,98.2,Percent Of Children
S08000015,Ayrshire and Arran,Health Board,2018,Vaccinated by 5 Years,Ratio,96.9,Percent Of Children
S08000015,Ayrshire and Arran,Health Board,2017,Vaccinated by 5 Years,Ratio,97.8,Percent Of Children
S08000016,Borders,Health Board,2018,Vaccinated by 5 Years,Ratio,96.4,Percent Of Children
S12000042,Dundee City,Local Authority,2015,Vaccinated by 5 Years,Ratio,98.3,Percent Of Children
S12000042,Dundee City,Local Authority,2011,Vaccinated by 5 Years,Ratio,95.8,Percent Of Children
S12000042,Dundee City,Local Authority,2017,Vaccinated by 5 Years,Ratio,96.6,Percent Of Children
S12000042,Dundee City,Local Authority,2016,Vaccinated by 5 Years,Ratio,97.4,Percent Of Children
S12000042,Dundee City,Local Authority,2008,Vaccinated by 5 Years,Ratio,95.3,Percent Of Children
S12000042,Dundee City,Local Authority,2013,Vaccinated by 5 Years,Ratio,97.4,Percent Of Children
S12000042,Dundee City,Local Authority,2009,Vaccinated by 5 Years,Ratio,96.5,Percent Of Children
S12000045,East Dunbartonshire,Local Authority,2009,Vaccinated by 5 Years,Ratio,95.6,Percent Of Children
S12000045,East Dunbartonshire,Local Authority,2008,Vaccinated by 5 Years,Ratio,94.8,Percent Of Children
S12000045,East Dunbartonshire,Local Authority,2018,Vaccinated by 5 Years,Ratio,97.6,Percent Of Children
S12000045,East Dunbartonshire,Local Authority,2016,Vaccinated by 5 Years,Ratio,97.6,Percent Of Children
S12000042,Dundee City,Local Authority,2018,Vaccinated by 5 Years,Ratio,97.2,Percent Of Children
S12000045,East Dunbartonshire,Local Authority,2017,Vaccinated by 5 Years,Ratio,98.5,Percent Of Children
S12000042,Dundee City,Local Authority,2014,Vaccinated by 5 Years,Ratio,97.9,Percent Of Children
S08000022,Highland,Health Board,2017,Vaccinated by 5 Years,Ratio,96,Percent Of Children
S08000022,Highland,Health Board,2016,Vaccinated by 5 Years,Ratio,96.2,Percent Of Children
S08000022,Highland,Health Board,2015,Vaccinated by 5 Years,Ratio,95.7,Percent Of Children
S08000022,Highland,Health Board,2014,Vaccinated by 5 Years,Ratio,96.2,Percent Of Children
S08000022,Highland,Health Board,2013,Vaccinated by 5 Years,Ratio,96,Percent Of Children
S08000022,Highland,Health Board,2018,Vaccinated by 5 Years,Ratio,95.3,Percent Of Children
S08000020,Grampian,Health Board,2016,Vaccinated by 5 Years,Ratio,96.5,Percent Of Children
S08000020,Grampian,Health Board,2015,Vaccinated by 5 Years,Ratio,96.7,Percent Of Children
S08000020,Grampian,Health Board,2017,Vaccinated by 5 Years,Ratio,96.2,Percent Of Children
S08000024,Lothian,Health Board,2013,Vaccinated by 5 Years,Ratio,97.2,Percent Of Children
S08000024,Lothian,Health Board,2014,Vaccinated by 5 Years,Ratio,97.1,Percent Of Children
S08000024,Lothian,Health Board,2018,Vaccinated by 5 Years,Ratio,96.6,Percent Of Children
S08000024,Lothian,Health Board,2016,Vaccinated by 5 Years,Ratio,96.9,Percent Of Children
S08000025,Orkney,Health Board,2013,Vaccinated by 5 Years,Ratio,96.4,Percent Of Children
S08000024,Lothian,Health Board,2015,Vaccinated by 5 Years,Ratio,97,Percent Of Children
S08000024,Lothian,Health Board,2017,Vaccinated by 5 Years,Ratio,96.7,Percent Of Children
S08000017,Dumfries and Galloway,Health Board,2016,Vaccinated by 5 Years,Ratio,97.3,Percent Of Children
S08000017,Dumfries and Galloway,Health Board,2018,Vaccinated by 5 Years,Ratio,98.2,Percent Of Children
S08000017,Dumfries and Galloway,Health Board,2017,Vaccinated by 5 Years,Ratio,98.4,Percent Of Children
S08000017,Dumfries and Galloway,Health Board,2015,Vaccinated by 5 Years,Ratio,97,Percent Of Children
S08000017,Dumfries and Galloway,Health Board,2013,Vaccinated by 5 Years,Ratio,98,Percent Of Children
S08000017,Dumfries and Galloway,Health Board,2014,Vaccinated by 5 Years,Ratio,98,Percent Of Children
S08000020,Grampian,Health Board,2014,Vaccinated by 5 Years,Ratio,97.2,Percent Of Children
S08000019,Forth Valley,Health Board,2018,Vaccinated by 5 Years,Ratio,97.7,Percent Of Children
S08000020,Grampian,Health Board,2018,Vaccinated by 5 Years,Ratio,96,Percent Of Children
S08000020,Grampian,Health Board,2013,Vaccinated by 5 Years,Ratio,96.7,Percent Of Children
S08000019,Forth Valley,Health Board,2013,Vaccinated by 5 Years,Ratio,97.7,Percent Of Children
S08000019,Forth Valley,Health Board,2017,Vaccinated by 5 Years,Ratio,97.8,Percent Of Children
S08000019,Forth Valley,Health Board,2015,Vaccinated by 5 Years,Ratio,97.7,Percent Of Children
S08000019,Forth Valley,Health Board,2016,Vaccinated by 5 Years,Ratio,97.3,Percent Of Children
S08000019,Forth Valley,Health Board,2014,Vaccinated by 5 Years,Ratio,98.3,Percent Of Children
S12000035,Argyll and Bute,Local Authority,2015,Vaccinated by 5 Years,Ratio,94.8,Percent Of Children
S12000035,Argyll and Bute,Local Authority,2013,Vaccinated by 5 Years,Ratio,95.9,Percent Of Children
S12000035,Argyll and Bute,Local Authority,2016,Vaccinated by 5 Years,Ratio,96.5,Percent Of Children
S12000035,Argyll and Bute,Local Authority,2018,Vaccinated by 5 Years,Ratio,94.6,Percent Of Children
S12000034,Aberdeenshire,Local Authority,2011,Vaccinated by 5 Years,Ratio,96.8,Percent Of Children
S12000035,Argyll and Bute,Local Authority,2012,Vaccinated by 5 Years,Ratio,96.3,Percent Of Children
S12000034,Aberdeenshire,Local Authority,2014,Vaccinated by 5 Years,Ratio,97.8,Percent Of Children
S12000035,Argyll and Bute,Local Authority,2008,Vaccinated by 5 Years,Ratio,94.5,Percent Of Children
S12000036,City of Edinburgh,Local Authority,2012,Vaccinated by 5 Years,Ratio,96.5,Percent Of Children
S12000036,City of Edinburgh,Local Authority,2013,Vaccinated by 5 Years,Ratio,96.5,Percent Of Children
S12000035,Argyll and Bute,Local Authority,2011,Vaccinated by 5 Years,Ratio,96.2,Percent Of Children
S12000036,City of Edinburgh,Local Authority,2011,Vaccinated by 5 Years,Ratio,95.8,Percent Of Children
S12000036,City of Edinburgh,Local Authority,2017,Vaccinated by 5 Years,Ratio,96,Percent Of Children
S12000035,Argyll and Bute,Local Authority,2010,Vaccinated by 5 Years,Ratio,94.6,Percent Of Children
S12000035,Argyll and Bute,Local Authority,2017,Vaccinated by 5 Years,Ratio,95.7,Percent Of Children
S12000035,Argyll and Bute,Local Authority,2014,Vaccinated by 5 Years,Ratio,95,Percent Of Children
S12000035,Argyll and Bute,Local Authority,2009,Vaccinated by 5 Years,Ratio,94.5,Percent Of Children
S12000033,Aberdeen City,Local Authority,2012,Vaccinated by 5 Years,Ratio,96.7,Percent Of Children
S12000033,Aberdeen City,Local Authority,2018,Vaccinated by 5 Years,Ratio,94.3,Percent Of Children
S12000034,Aberdeenshire,Local Authority,2012,Vaccinated by 5 Years,Ratio,97.7,Percent Of Children
S12000033,Aberdeen City,Local Authority,2009,Vaccinated by 5 Years,Ratio,96,Percent Of Children
S12000033,Aberdeen City,Local Authority,2008,Vaccinated by 5 Years,Ratio,94.7,Percent Of Children
S12000033,Aberdeen City,Local Authority,2016,Vaccinated by 5 Years,Ratio,95.1,Percent Of Children
S12000033,Aberdeen City,Local Authority,2015,Vaccinated by 5 Years,Ratio,95.6,Percent Of Children
S12000033,Aberdeen City,Local Authority,2017,Vaccinated by 5 Years,Ratio,95.2,Percent Of Children
S12000033,Aberdeen City,Local Authority,2011,Vaccinated by 5 Years,Ratio,96.1,Percent Of Children
S12000034,Aberdeenshire,Local Authority,2017,Vaccinated by 5 Years,Ratio,97.2,Percent Of Children
S12000034,Aberdeenshire,Local Authority,2013,Vaccinated by 5 Years,Ratio,97.8,Percent Of Children
S12000034,Aberdeenshire,Local Authority,2015,Vaccinated by 5 Years,Ratio,97.5,Percent Of Children
S12000034,Aberdeenshire,Local Authority,2009,Vaccinated by 5 Years,Ratio,96.3,Percent Of Children
S12000034,Aberdeenshire,Local Authority,2016,Vaccinated by 5 Years,Ratio,97.2,Percent Of Children
S12000034,Aberdeenshire,Local Authority,2010,Vaccinated by 5 Years,Ratio,96.1,Percent Of Children
S12000034,Aberdeenshire,Local Authority,2008,Vaccinated by 5 Years,Ratio,96,Percent Of Children
S12000034,Aberdeenshire,Local Authority,2018,Vaccinated by 5 Years,Ratio,97.5,Percent Of Children
S12000041,Angus,Local Authority,2015,Vaccinated by 5 Years,Ratio,98.8,Percent Of Children
S12000041,Angus,Local Authority,2016,Vaccinated by 5 Years,Ratio,97.8,Percent Of Children
S12000041,Angus,Local Authority,2013,Vaccinated by 5 Years,Ratio,97.7,Percent Of Children
S12000041,Angus,Local Authority,2010,Vaccinated by 5 Years,Ratio,96.8,Percent Of Children
S12000038,Renfrewshire,Local Authority,2016,Vaccinated by 5 Years,Ratio,97.5,Percent Of Children
S12000038,Renfrewshire,Local Authority,2014,Vaccinated by 5 Years,Ratio,97.8,Percent Of Children
S12000038,Renfrewshire,Local Authority,2008,Vaccinated by 5 Years,Ratio,94.6,Percent Of Children
S12000038,Renfrewshire,Local Authority,2010,Vaccinated by 5 Years,Ratio,96,Percent Of Children
S12000041,Angus,Local Authority,2012,Vaccinated by 5 Years,Ratio,96.6,Percent Of Children
S12000041,Angus,Local Authority,2011,Vaccinated by 5 Years,Ratio,97.2,Percent Of Children
S12000041,Angus,Local Authority,2014,Vaccinated by 5 Years,Ratio,97.9,Percent Of Children
S12000042,Dundee City,Local Authority,2010,Vaccinated by 5 Years,Ratio,96.7,Percent Of Children
S12000042,Dundee City,Local Authority,2012,Vaccinated by 5 Years,Ratio,97.6,Percent Of Children
S12000041,Angus,Local Authority,2018,Vaccinated by 5 Years,Ratio,98.4,Percent Of Children
S12000041,Angus,Local Authority,2017,Vaccinated by 5 Years,Ratio,97.5,Percent Of Children
S12000041,Angus,Local Authority,2009,Vaccinated by 5 Years,Ratio,96.9,Percent Of Children
S12000041,Angus,Local Authority,2008,Vaccinated by 5 Years,Ratio,95.5,Percent Of Children
S12000036,City of Edinburgh,Local Authority,2015,Vaccinated by 5 Years,Ratio,96.2,Percent Of Children
S12000036,City of Edinburgh,Local Authority,2009,Vaccinated by 5 Years,Ratio,95.5,Percent Of Children
S12000036,City of Edinburgh,Local Authority,2016,Vaccinated by 5 Years,Ratio,96,Percent Of Children
S12000036,City of Edinburgh,Local Authority,2018,Vaccinated by 5 Years,Ratio,95.8,Percent Of Children
S12000036,City of Edinburgh,Local Authority,2008,Vaccinated by 5 Years,Ratio,93.6,Percent Of Children
S12000036,City of Edinburgh,Local Authority,2014,Vaccinated by 5 Years,Ratio,96.5,Percent Of Children
S12000036,City of Edinburgh,Local Authority,2010,Vaccinated by 5 Years,Ratio,94.8,Percent Of Children
S12000038,Renfrewshire,Local Authority,2013,Vaccinated by 5 Years,Ratio,98.3,Percent Of Children
S12000038,Renfrewshire,Local Authority,2018,Vaccinated by 5 Years,Ratio,97.2,Percent Of Children
S12000038,Renfrewshire,Local Authority,2011,Vaccinated by 5 Years,Ratio,96.7,Percent Of Children
S12000038,Renfrewshire,Local Authority,2009,Vaccinated by 5 Years,Ratio,96.6,Percent Of Children
S12000038,Renfrewshire,Local Authority,2017,Vaccinated by 5 Years,Ratio,97,Percent Of Children
S12000038,Renfrewshire,Local Authority,2015,Vaccinated by 5 Years,Ratio,98,Percent Of Children
S12000038,Renfrewshire,Local Authority,2012,Vaccinated by 5 Years,Ratio,96.9,Percent Of Children
S08000030,Tayside,Health Board,2014,Vaccinated by 5 Years,Ratio,97.3,Percent Of Children
S08000031,Greater Glasgow and Clyde,Health Board,2015,Vaccinated by 5 Years,Ratio,96.9,Percent Of Children
S08000031,Greater Glasgow and Clyde,Health Board,2014,Vaccinated by 5 Years,Ratio,97,Percent Of Children
S08000031,Greater Glasgow and Clyde,Health Board,2013,Vaccinated by 5 Years,Ratio,97,Percent Of Children
S12000048,Perth and Kinross,Local Authority,2009,Vaccinated by 5 Years,Ratio,95.1,Percent Of Children
S12000048,Perth and Kinross,Local Authority,2008,Vaccinated by 5 Years,Ratio,93.8,Percent Of Children
S12000048,Perth and Kinross,Local Authority,2017,Vaccinated by 5 Years,Ratio,96.2,Percent Of Children
S12000048,Perth and Kinross,Local Authority,2010,Vaccinated by 5 Years,Ratio,94.5,Percent Of Children
S08000029,Fife,Health Board,2016,Vaccinated by 5 Years,Ratio,97.2,Percent Of Children
S08000029,Fife,Health Board,2017,Vaccinated by 5 Years,Ratio,96.8,Percent Of Children
S12000048,Perth and Kinross,Local Authority,2015,Vaccinated by 5 Years,Ratio,97.2,Percent Of Children
S12000048,Perth and Kinross,Local Authority,2013,Vaccinated by 5 Years,Ratio,96.4,Percent Of Children
S12000048,Perth and Kinross,Local Authority,2012,Vaccinated by 5 Years,Ratio,95.9,Percent Of Children
S12000048,Perth and Kinross,Local Authority,2018,Vaccinated by 5 Years,Ratio,97,Percent Of Children
S12000048,Perth and Kinross,Local Authority,2011,Vaccinated by 5 Years,Ratio,95.1,Percent Of Children
S08000030,Tayside,Health Board,2017,Vaccinated by 5 Years,Ratio,96.8,Percent Of Children
S08000030,Tayside,Health Board,2015,Vaccinated by 5 Years,Ratio,98.1,Percent Of Children
S08000029,Fife,Health Board,2018,Vaccinated by 5 Years,Ratio,96.3,Percent Of Children
S08000030,Tayside,Health Board,2013,Vaccinated by 5 Years,Ratio,97.1,Percent Of Children
S08000030,Tayside,Health Board,2018,Vaccinated by 5 Years,Ratio,97.5,Percent Of Children
S08000030,Tayside,Health Board,2016,Vaccinated by 5 Years,Ratio,97.2,Percent Of Children
S08000029,Fife,Health Board,2014,Vaccinated by 5 Years,Ratio,97.5,Percent Of Children
S08000029,Fife,Health Board,2013,Vaccinated by 5 Years,Ratio,97.1,Percent Of Children
S08000029,Fife,Health Board,2015,Vaccinated by 5 Years,Ratio,96.5,Percent Of Children
S12000049,Glasgow City,Local Authority,2010,Vaccinated by 5 Years,Ratio,95.6,Percent Of Children
S12000049,Glasgow City,Local Authority,2016,Vaccinated by 5 Years,Ratio,95,Percent Of Children
S12000050,North Lanarkshire,Local Authority,2018,Vaccinated by 5 Years,Ratio,97.2,Percent Of Children
S12000049,Glasgow City,Local Authority,2012,Vaccinated by 5 Years,Ratio,96.4,Percent Of Children
S12000049,Glasgow City,Local Authority,2008,Vaccinated by 5 Years,Ratio,94.9,Percent Of Children
S12000049,Glasgow City,Local Authority,2011,Vaccinated by 5 Years,Ratio,96.2,Percent Of Children
S12000050,North Lanarkshire,Local Authority,2009,Vaccinated by 5 Years,Ratio,95.5,Percent Of Children
S12000050,North Lanarkshire,Local Authority,2015,Vaccinated by 5 Years,Ratio,96.7,Percent Of Children
S12000050,North Lanarkshire,Local Authority,2008,Vaccinated by 5 Years,Ratio,94,Percent Of Children
S12000050,North Lanarkshire,Local Authority,2010,Vaccinated by 5 Years,Ratio,95.9,Percent Of Children
S12000050,North Lanarkshire,Local Authority,2011,Vaccinated by 5 Years,Ratio,96.3,Percent Of Children
S12000050,North Lanarkshire,Local Authority,2017,Vaccinated by 5 Years,Ratio,97.5,Percent Of Children
S12000050,North Lanarkshire,Local Authority,2014,Vaccinated by 5 Years,Ratio,97.5,Percent Of Children
S12000050,North Lanarkshire,Local Authority,2012,Vaccinated by 5 Years,Ratio,96.8,Percent Of Children
S12000050,North Lanarkshire,Local Authority,2013,Vaccinated by 5 Years,Ratio,96.7,Percent Of Children
S12000050,North Lanarkshire,Local Authority,2016,Vaccinated by 5 Years,Ratio,97.4,Percent Of Children
S08000032,Lanarkshire,Health Board,2018,Vaccinated by 5 Years,Ratio,97.2,Percent Of Children
S08000032,Lanarkshire,Health Board,2014,Vaccinated by 5 Years,Ratio,97.4,Percent Of Children
S08000032,Lanarkshire,Health Board,2013,Vaccinated by 5 Years,Ratio,96.9,Percent Of Children
S08000032,Lanarkshire,Health Board,2015,Vaccinated by 5 Years,Ratio,96.6,Percent Of Children
S08000032,Lanarkshire,Health Board,2016,Vaccinated by 5 Years,Ratio,97.2,Percent Of Children
S08000031,Greater Glasgow and Clyde,Health Board,2018,Vaccinated by 5 Years,Ratio,96.3,Percent Of Children
S08000031,Greater Glasgow and Clyde,Health Board,2017,Vaccinated by 5 Years,Ratio,96.4,Percent Of Children
S08000031,Greater Glasgow and Clyde,Health Board,2016,Vaccinated by 5 Years,Ratio,96.2,Percent Of Children
S12000049,Glasgow City,Local Authority,2014,Vaccinated by 5 Years,Ratio,96.4,Percent Of Children
S12000049,Glasgow City,Local Authority,2009,Vaccinated by 5 Years,Ratio,95.6,Percent Of Children
S12000049,Glasgow City,Local Authority,2018,Vaccinated by 5 Years,Ratio,95.1,Percent Of Children
S12000049,Glasgow City,Local Authority,2013,Vaccinated by 5 Years,Ratio,96.5,Percent Of Children
S12000049,Glasgow City,Local Authority,2015,Vaccinated by 5 Years,Ratio,96.1,Percent Of Children
S08000032,Lanarkshire,Health Board,2017,Vaccinated by 5 Years,Ratio,97.1,Percent Of Children
S12000049,Glasgow City,Local Authority,2017,Vaccinated by 5 Years,Ratio,95.1,Percent Of Children
S12000047,Fife,Local Authority,2014,Vaccinated by 5 Years,Ratio,97.5,Percent Of Children
S12000047,Fife,Local Authority,2018,Vaccinated by 5 Years,Ratio,96.3,Percent Of Children
S12000047,Fife,Local Authority,2011,Vaccinated by 5 Years,Ratio,96.5,Percent Of Children
S12000047,Fife,Local Authority,2008,Vaccinated by 5 Years,Ratio,95,Percent Of Children
S12000047,Fife,Local Authority,2012,Vaccinated by 5 Years,Ratio,96.7,Percent Of Children
S12000047,Fife,Local Authority,2016,Vaccinated by 5 Years,Ratio,97.2,Percent Of Children
S12000047,Fife,Local Authority,2015,Vaccinated by 5 Years,Ratio,96.5,Percent Of Children
S12000047,Fife,Local Authority,2017,Vaccinated by 5 Years,Ratio,96.8,Percent Of Children
S12000048,Perth and Kinross,Local Authority,2014,Vaccinated by 5 Years,Ratio,96.3,Percent Of Children
S12000047,Fife,Local Authority,2009,Vaccinated by 5 Years,Ratio,96.6,Percent Of Children
S12000047,Fife,Local Authority,2010,Vaccinated by 5 Years,Ratio,96.2,Percent Of Children
S12000048,Perth and Kinross,Local Authority,2016,Vaccinated by 5 Years,Ratio,96.7,Percent Of Children
S12000047,Fife,Local Authority,2013,Vaccinated by 5 Years,Ratio,97.1,Percent Of Children
S12000010,East Lothian,Local Authority,2016,Vaccinated by 5 Years,Ratio,97.1,Percent Of Children
S12000008,East Ayrshire,Local Authority,2010,Vaccinated by 5 Years,Ratio,97.5,Percent Of Children
S12000008,East Ayrshire,Local Authority,2008,Vaccinated by 5 Years,Ratio,96.1,Percent Of Children
S12000010,East Lothian,Local Authority,2017,Vaccinated by 5 Years,Ratio,96.7,Percent Of Children
S12000008,East Ayrshire,Local Authority,2017,Vaccinated by 5 Years,Ratio,98.8,Percent Of Children
S12000008,East Ayrshire,Local Authority,2011,Vaccinated by 5 Years,Ratio,97.7,Percent Of Children
S12000008,East Ayrshire,Local Authority,2016,Vaccinated by 5 Years,Ratio,98.9,Percent Of Children
S12000008,East Ayrshire,Local Authority,2009,Vaccinated by 5 Years,Ratio,96.6,Percent Of Children
S12000008,East Ayrshire,Local Authority,2012,Vaccinated by 5 Years,Ratio,97.5,Percent Of Children
S12000010,East Lothian,Local Authority,2008,Vaccinated by 5 Years,Ratio,96,Percent Of Children
S12000010,East Lothian,Local Authority,2011,Vaccinated by 5 Years,Ratio,96.6,Percent Of Children
S12000010,East Lothian,Local Authority,2018,Vaccinated by 5 Years,Ratio,96.3,Percent Of Children
S12000010,East Lothian,Local Authority,2009,Vaccinated by 5 Years,Ratio,97.1,Percent Of Children
S12000010,East Lothian,Local Authority,2015,Vaccinated by 5 Years,Ratio,97.4,Percent Of Children
S12000010,East Lothian,Local Authority,2010,Vaccinated by 5 Years,Ratio,96.7,Percent Of Children
S12000010,East Lothian,Local Authority,2012,Vaccinated by 5 Years,Ratio,96.3,Percent Of Children
S12000010,East Lothian,Local Authority,2014,Vaccinated by 5 Years,Ratio,96.6,Percent Of Children
S12000010,East Lothian,Local Authority,2013,Vaccinated by 5 Years,Ratio,97.6,Percent Of Children
S12000006,Dumfries and Galloway,Local Authority,2017,Vaccinated by 5 Years,Ratio,98.4,Percent Of Children
S12000006,Dumfries and Galloway,Local Authority,2016,Vaccinated by 5 Years,Ratio,97.3,Percent Of Children
S12000006,Dumfries and Galloway,Local Authority,2011,Vaccinated by 5 Years,Ratio,97.6,Percent Of Children
