area_code,reference_area,area_type,year,gender,cancer_type,value,units
S12000048,Perth and Kinross,Local Authority,2016,All,Malignant Neoplasms,1051,Cases
S12000048,Perth and Kinross,Local Authority,2007,Male,Prostate Cancer,100,Cases
S12000048,Perth and Kinross,Local Authority,2001,All,Lung Cancer,106,Cases
S12000048,Perth and Kinross,Local Authority,2002,Female,Malignant Neoplasms,367,Cases
S12000048,Perth and Kinross,Local Authority,2008,Female,Breast Cancer,153,Cases
S12000048,Perth and Kinross,Local Authority,1998,All,Lung Cancer,96,Cases
S12000048,Perth and Kinross,Local Authority,2008,Female,Malignant Neoplasms,458,Cases
S12000048,Perth and Kinross,Local Authority,2016,Female,Malignant Neoplasms,571,Cases
S12000048,Perth and Kinross,Local Authority,2003,Female,Breast Cancer,108,Cases
S12000048,Perth and Kinross,Local Authority,1998,Female,Breast Cancer,124,Cases
S12000048,Perth and Kinross,Local Authority,2001,Female,Malignant Neoplasms,417,Cases
S12000048,Perth and Kinross,Local Authority,2009,Female,Malignant Neoplasms,466,Cases
S12000048,Perth and Kinross,Local Authority,1997,Female,Malignant Neoplasms,348,Cases
S12000048,Perth and Kinross,Local Authority,2011,Female,Malignant Neoplasms,452,Cases
S12000048,Perth and Kinross,Local Authority,2013,Female,Malignant Neoplasms,552,Cases
S12000048,Perth and Kinross,Local Authority,1999,All,Malignant Neoplasms,726,Cases
S12000048,Perth and Kinross,Local Authority,2017,All,Malignant Neoplasms,992,Cases
S12000048,Perth and Kinross,Local Authority,2017,All,Colorectal Cancer,124,Cases
S12000048,Perth and Kinross,Local Authority,2005,All,Lung Cancer,107,Cases
S12000048,Perth and Kinross,Local Authority,2000,Female,Malignant Neoplasms,386,Cases
S12000048,Perth and Kinross,Local Authority,2012,Female,Malignant Neoplasms,441,Cases
S12000048,Perth and Kinross,Local Authority,2000,All,Lung Cancer,106,Cases
S12000048,Perth and Kinross,Local Authority,2004,All,Lung Cancer,114,Cases
S12000048,Perth and Kinross,Local Authority,2010,Male,Malignant Neoplasms,389,Cases
S12000048,Perth and Kinross,Local Authority,2003,Female,Malignant Neoplasms,400,Cases
S12000048,Perth and Kinross,Local Authority,2004,All,Malignant Neoplasms,832,Cases
S12000048,Perth and Kinross,Local Authority,2010,Male,Prostate Cancer,93,Cases
S12000048,Perth and Kinross,Local Authority,2016,All,Colorectal Cancer,140,Cases
S12000048,Perth and Kinross,Local Authority,1999,All,Lung Cancer,112,Cases
S12000048,Perth and Kinross,Local Authority,2011,Male,Malignant Neoplasms,414,Cases
S12000048,Perth and Kinross,Local Authority,2017,Male,Prostate Cancer,114,Cases
S12000048,Perth and Kinross,Local Authority,2012,Male,Malignant Neoplasms,458,Cases
S12000048,Perth and Kinross,Local Authority,2017,Female,Malignant Neoplasms,485,Cases
S12000048,Perth and Kinross,Local Authority,2015,Female,Breast Cancer,132,Cases
S12000048,Perth and Kinross,Local Authority,2014,All,Malignant Neoplasms,950,Cases
S12000048,Perth and Kinross,Local Authority,2017,Female,Breast Cancer,141,Cases
S12000048,Perth and Kinross,Local Authority,2007,Female,Breast Cancer,161,Cases
S12000048,Perth and Kinross,Local Authority,2011,Male,Prostate Cancer,100,Cases
S12000048,Perth and Kinross,Local Authority,2005,Male,Prostate Cancer,87,Cases
S12000048,Perth and Kinross,Local Authority,2004,Male,Prostate Cancer,91,Cases
S12000048,Perth and Kinross,Local Authority,1997,All,Lung Cancer,102,Cases
S12000048,Perth and Kinross,Local Authority,2010,Female,Breast Cancer,180,Cases
S12000048,Perth and Kinross,Local Authority,2003,All,Lung Cancer,99,Cases
S12000048,Perth and Kinross,Local Authority,2007,All,Malignant Neoplasms,886,Cases
S12000048,Perth and Kinross,Local Authority,2006,Male,Prostate Cancer,89,Cases
S12000048,Perth and Kinross,Local Authority,2013,Male,Malignant Neoplasms,464,Cases
S12000048,Perth and Kinross,Local Authority,2003,All,Colorectal Cancer,128,Cases
S12000048,Perth and Kinross,Local Authority,1997,Male,Prostate Cancer,65,Cases
S12000048,Perth and Kinross,Local Authority,2015,Female,Malignant Neoplasms,515,Cases
S12000048,Perth and Kinross,Local Authority,2001,All,Colorectal Cancer,104,Cases
S12000048,Perth and Kinross,Local Authority,2000,All,Colorectal Cancer,135,Cases
S12000048,Perth and Kinross,Local Authority,2004,Female,Breast Cancer,148,Cases
S12000048,Perth and Kinross,Local Authority,2000,All,Malignant Neoplasms,765,Cases
S12000048,Perth and Kinross,Local Authority,1998,Female,Malignant Neoplasms,398,Cases
S12000048,Perth and Kinross,Local Authority,2002,All,Lung Cancer,99,Cases
S12000048,Perth and Kinross,Local Authority,2017,All,Lung Cancer,138,Cases
S12000048,Perth and Kinross,Local Authority,2009,All,Malignant Neoplasms,862,Cases
S12000048,Perth and Kinross,Local Authority,2004,All,Colorectal Cancer,107,Cases
S12000048,Perth and Kinross,Local Authority,2000,Female,Breast Cancer,114,Cases
S12000048,Perth and Kinross,Local Authority,2008,All,Malignant Neoplasms,896,Cases
S12000048,Perth and Kinross,Local Authority,2003,All,Malignant Neoplasms,785,Cases
S12000048,Perth and Kinross,Local Authority,2002,All,Malignant Neoplasms,725,Cases
S12000048,Perth and Kinross,Local Authority,2006,All,Malignant Neoplasms,776,Cases
S12000048,Perth and Kinross,Local Authority,2016,Male,Prostate Cancer,86,Cases
S12000048,Perth and Kinross,Local Authority,2013,Male,Prostate Cancer,111,Cases
S12000048,Perth and Kinross,Local Authority,2015,All,Malignant Neoplasms,977,Cases
S12000048,Perth and Kinross,Local Authority,2001,All,Malignant Neoplasms,735,Cases
S12000048,Perth and Kinross,Local Authority,2012,Male,Prostate Cancer,118,Cases
S12000048,Perth and Kinross,Local Authority,1998,All,Colorectal Cancer,113,Cases
S12000048,Perth and Kinross,Local Authority,2005,All,Malignant Neoplasms,747,Cases
S12000048,Perth and Kinross,Local Authority,1997,All,Colorectal Cancer,95,Cases
S12000048,Perth and Kinross,Local Authority,1999,All,Colorectal Cancer,126,Cases
S12000048,Perth and Kinross,Local Authority,2002,Female,Breast Cancer,62,Cases
S12000048,Perth and Kinross,Local Authority,2003,Male,Prostate Cancer,83,Cases
S12000048,Perth and Kinross,Local Authority,2014,Male,Prostate Cancer,104,Cases
S12000048,Perth and Kinross,Local Authority,1997,Female,Breast Cancer,98,Cases
S12000048,Perth and Kinross,Local Authority,2011,All,Lung Cancer,115,Cases
S12000048,Perth and Kinross,Local Authority,2002,Male,Malignant Neoplasms,358,Cases
S12000048,Perth and Kinross,Local Authority,2013,All,Lung Cancer,136,Cases
S12000048,Perth and Kinross,Local Authority,2012,All,Lung Cancer,135,Cases
S12000048,Perth and Kinross,Local Authority,2016,Male,Malignant Neoplasms,480,Cases
S12000048,Perth and Kinross,Local Authority,2009,All,Lung Cancer,119,Cases
S12000048,Perth and Kinross,Local Authority,2007,All,Colorectal Cancer,123,Cases
S12000048,Perth and Kinross,Local Authority,2010,All,Lung Cancer,106,Cases
S12000048,Perth and Kinross,Local Authority,2001,Female,Breast Cancer,151,Cases
S12000048,Perth and Kinross,Local Authority,2006,All,Lung Cancer,120,Cases
S12000048,Perth and Kinross,Local Authority,2014,Female,Malignant Neoplasms,466,Cases
S12000048,Perth and Kinross,Local Authority,2015,All,Lung Cancer,149,Cases
S12000048,Perth and Kinross,Local Authority,2006,Male,Malignant Neoplasms,389,Cases
S12000048,Perth and Kinross,Local Authority,2003,Male,Malignant Neoplasms,385,Cases
S12000048,Perth and Kinross,Local Authority,1998,Male,Malignant Neoplasms,322,Cases
S12000048,Perth and Kinross,Local Authority,1999,Female,Breast Cancer,81,Cases
S12000048,Perth and Kinross,Local Authority,2005,Male,Malignant Neoplasms,394,Cases
S12000048,Perth and Kinross,Local Authority,2011,All,Malignant Neoplasms,866,Cases
S12000048,Perth and Kinross,Local Authority,2015,Male,Malignant Neoplasms,462,Cases
S12000048,Perth and Kinross,Local Authority,2009,All,Colorectal Cancer,121,Cases
S12000048,Perth and Kinross,Local Authority,2000,Male,Malignant Neoplasms,379,Cases
S12000048,Perth and Kinross,Local Authority,2006,Female,Breast Cancer,109,Cases
S12000048,Perth and Kinross,Local Authority,2007,Male,Malignant Neoplasms,426,Cases
S12000048,Perth and Kinross,Local Authority,2008,Male,Malignant Neoplasms,438,Cases
S12000048,Perth and Kinross,Local Authority,2009,Male,Malignant Neoplasms,396,Cases
S12000048,Perth and Kinross,Local Authority,1997,Male,Malignant Neoplasms,341,Cases
S12000048,Perth and Kinross,Local Authority,2012,All,Malignant Neoplasms,899,Cases
S12000048,Perth and Kinross,Local Authority,2014,All,Colorectal Cancer,133,Cases
S12000048,Perth and Kinross,Local Authority,2010,All,Colorectal Cancer,125,Cases
S12000048,Perth and Kinross,Local Authority,2013,All,Malignant Neoplasms,1016,Cases
S12000048,Perth and Kinross,Local Authority,2005,All,Colorectal Cancer,103,Cases
S12000048,Perth and Kinross,Local Authority,2001,Male,Malignant Neoplasms,318,Cases
S12000048,Perth and Kinross,Local Authority,2010,All,Malignant Neoplasms,890,Cases
S12000048,Perth and Kinross,Local Authority,2013,Female,Breast Cancer,199,Cases
S12000048,Perth and Kinross,Local Authority,2011,All,Colorectal Cancer,107,Cases
S12000048,Perth and Kinross,Local Authority,2008,All,Colorectal Cancer,146,Cases
S12000048,Perth and Kinross,Local Authority,2014,Female,Breast Cancer,121,Cases
S12000048,Perth and Kinross,Local Authority,2005,Female,Breast Cancer,109,Cases
S12000048,Perth and Kinross,Local Authority,2004,Male,Malignant Neoplasms,390,Cases
S12000048,Perth and Kinross,Local Authority,2014,All,Lung Cancer,141,Cases
S12000048,Perth and Kinross,Local Authority,2015,Male,Prostate Cancer,91,Cases
S12000048,Perth and Kinross,Local Authority,1998,Male,Prostate Cancer,61,Cases
S12000048,Perth and Kinross,Local Authority,2006,All,Colorectal Cancer,100,Cases
S12000048,Perth and Kinross,Local Authority,2011,Female,Breast Cancer,135,Cases
S12000048,Perth and Kinross,Local Authority,1999,Male,Malignant Neoplasms,381,Cases
S12000048,Perth and Kinross,Local Authority,2016,Female,Breast Cancer,224,Cases
S12000048,Perth and Kinross,Local Authority,2012,All,Colorectal Cancer,101,Cases
S12000048,Perth and Kinross,Local Authority,2013,All,Colorectal Cancer,123,Cases
S12000048,Perth and Kinross,Local Authority,2012,Female,Breast Cancer,113,Cases
S08000029,Fife,Health Board,1999,All,Lung Cancer,280,Cases
S08000029,Fife,Health Board,2006,Male,Malignant Neoplasms,1000,Cases
S08000029,Fife,Health Board,1997,All,Malignant Neoplasms,1753,Cases
S08000029,Fife,Health Board,2014,All,Colorectal Cancer,282,Cases
S08000029,Fife,Health Board,2017,All,Lung Cancer,400,Cases
S08000029,Fife,Health Board,2009,All,Lung Cancer,378,Cases
S08000029,Fife,Health Board,2005,Female,Breast Cancer,243,Cases
S08000029,Fife,Health Board,2016,All,Colorectal Cancer,263,Cases
S08000029,Fife,Health Board,2011,All,Malignant Neoplasms,2210,Cases
S08000029,Fife,Health Board,2012,All,Lung Cancer,391,Cases
S08000029,Fife,Health Board,2009,All,Colorectal Cancer,260,Cases
S08000029,Fife,Health Board,2011,Male,Prostate Cancer,250,Cases
S08000029,Fife,Health Board,2008,All,Colorectal Cancer,239,Cases
S08000029,Fife,Health Board,2010,All,Malignant Neoplasms,2090,Cases
S08000029,Fife,Health Board,1998,Female,Breast Cancer,199,Cases
S08000029,Fife,Health Board,2004,All,Colorectal Cancer,252,Cases
S08000029,Fife,Health Board,2015,All,Lung Cancer,385,Cases
S08000029,Fife,Health Board,2012,Male,Prostate Cancer,231,Cases
S08000029,Fife,Health Board,2002,All,Lung Cancer,317,Cases
S08000029,Fife,Health Board,2000,Male,Malignant Neoplasms,835,Cases
S08000029,Fife,Health Board,2016,Female,Malignant Neoplasms,1150,Cases
S08000029,Fife,Health Board,2016,All,Lung Cancer,381,Cases
S08000029,Fife,Health Board,2005,All,Lung Cancer,326,Cases
S08000029,Fife,Health Board,2004,All,Lung Cancer,298,Cases
S08000029,Fife,Health Board,2009,Female,Malignant Neoplasms,1120,Cases
S08000029,Fife,Health Board,2003,All,Lung Cancer,301,Cases
S08000029,Fife,Health Board,2017,All,Malignant Neoplasms,2232,Cases
S08000029,Fife,Health Board,2010,All,Colorectal Cancer,287,Cases
S08000029,Fife,Health Board,2014,Male,Prostate Cancer,207,Cases
S08000029,Fife,Health Board,2006,Male,Prostate Cancer,200,Cases
S08000029,Fife,Health Board,1997,Male,Prostate Cancer,155,Cases
S08000029,Fife,Health Board,2011,Female,Breast Cancer,319,Cases
S08000029,Fife,Health Board,2001,Male,Malignant Neoplasms,858,Cases
S08000029,Fife,Health Board,2009,Male,Prostate Cancer,235,Cases
S08000029,Fife,Health Board,2012,All,Malignant Neoplasms,2304,Cases
S08000029,Fife,Health Board,1998,Male,Malignant Neoplasms,815,Cases
S08000029,Fife,Health Board,2014,All,Malignant Neoplasms,2267,Cases
S08000029,Fife,Health Board,2011,All,Colorectal Cancer,242,Cases
S08000029,Fife,Health Board,2009,Male,Malignant Neoplasms,1049,Cases
S08000029,Fife,Health Board,2015,Male,Prostate Cancer,235,Cases
S08000029,Fife,Health Board,2008,Male,Prostate Cancer,229,Cases
S08000029,Fife,Health Board,2010,Male,Prostate Cancer,240,Cases
S08000029,Fife,Health Board,2012,Female,Breast Cancer,328,Cases
S08000029,Fife,Health Board,1999,All,Colorectal Cancer,237,Cases
S08000029,Fife,Health Board,2010,All,Lung Cancer,335,Cases
S08000029,Fife,Health Board,2013,All,Lung Cancer,353,Cases
S08000029,Fife,Health Board,2014,Male,Malignant Neoplasms,1121,Cases
S08000029,Fife,Health Board,1999,Male,Malignant Neoplasms,803,Cases
S08000029,Fife,Health Board,1998,Male,Prostate Cancer,138,Cases
S08000029,Fife,Health Board,2013,All,Malignant Neoplasms,2259,Cases
S08000029,Fife,Health Board,2007,Male,Malignant Neoplasms,977,Cases
S08000029,Fife,Health Board,2013,Male,Prostate Cancer,268,Cases
S08000029,Fife,Health Board,2007,Male,Prostate Cancer,178,Cases
S08000029,Fife,Health Board,2015,All,Malignant Neoplasms,2200,Cases
S08000029,Fife,Health Board,2013,Female,Breast Cancer,329,Cases
S08000029,Fife,Health Board,2011,All,Lung Cancer,381,Cases
S08000029,Fife,Health Board,2000,Female,Breast Cancer,330,Cases
S08000029,Fife,Health Board,2003,All,Malignant Neoplasms,1895,Cases
S08000029,Fife,Health Board,2016,Male,Prostate Cancer,229,Cases
S08000029,Fife,Health Board,2007,Female,Malignant Neoplasms,1014,Cases
S08000029,Fife,Health Board,2013,All,Colorectal Cancer,264,Cases
S08000029,Fife,Health Board,1997,All,Lung Cancer,272,Cases
S08000029,Fife,Health Board,2008,Female,Malignant Neoplasms,1010,Cases
S08000029,Fife,Health Board,2013,Male,Malignant Neoplasms,1124,Cases
S08000029,Fife,Health Board,2003,All,Colorectal Cancer,237,Cases
S08000029,Fife,Health Board,2015,All,Colorectal Cancer,233,Cases
S08000029,Fife,Health Board,2002,All,Malignant Neoplasms,1791,Cases
S08000029,Fife,Health Board,2014,All,Lung Cancer,385,Cases
S08000029,Fife,Health Board,1998,Female,Malignant Neoplasms,853,Cases
S08000029,Fife,Health Board,2001,Male,Prostate Cancer,139,Cases
S08000029,Fife,Health Board,2001,All,Malignant Neoplasms,1712,Cases
S08000029,Fife,Health Board,2005,Female,Malignant Neoplasms,974,Cases
S08000029,Fife,Health Board,2005,All,Malignant Neoplasms,1878,Cases
S08000029,Fife,Health Board,2006,Female,Malignant Neoplasms,1122,Cases
S08000029,Fife,Health Board,2001,All,Colorectal Cancer,278,Cases
S08000029,Fife,Health Board,2015,Female,Malignant Neoplasms,1142,Cases
S08000029,Fife,Health Board,2016,Male,Malignant Neoplasms,1079,Cases
S08000029,Fife,Health Board,2005,Male,Malignant Neoplasms,904,Cases
S08000029,Fife,Health Board,2000,All,Colorectal Cancer,281,Cases
S08000029,Fife,Health Board,2001,All,Lung Cancer,298,Cases
S08000029,Fife,Health Board,2002,Female,Breast Cancer,227,Cases
S08000029,Fife,Health Board,2000,Male,Prostate Cancer,115,Cases
S08000029,Fife,Health Board,2002,Male,Prostate Cancer,160,Cases
S08000029,Fife,Health Board,1998,All,Lung Cancer,313,Cases
S08000029,Fife,Health Board,2006,All,Colorectal Cancer,231,Cases
S08000029,Fife,Health Board,2015,Female,Breast Cancer,333,Cases
S08000029,Fife,Health Board,2006,Female,Breast Cancer,440,Cases
S08000029,Fife,Health Board,2007,All,Malignant Neoplasms,1991,Cases
S08000029,Fife,Health Board,2012,Female,Malignant Neoplasms,1171,Cases
S08000029,Fife,Health Board,2013,Female,Malignant Neoplasms,1135,Cases
S08000029,Fife,Health Board,1999,All,Malignant Neoplasms,1688,Cases
S08000029,Fife,Health Board,2016,All,Malignant Neoplasms,2229,Cases
S08000029,Fife,Health Board,2010,Female,Malignant Neoplasms,1074,Cases
S08000029,Fife,Health Board,2004,All,Malignant Neoplasms,1808,Cases
S08000029,Fife,Health Board,2017,Female,Malignant Neoplasms,1118,Cases
S08000029,Fife,Health Board,2004,Female,Malignant Neoplasms,892,Cases
S08000029,Fife,Health Board,2002,All,Colorectal Cancer,212,Cases
S08000029,Fife,Health Board,2017,Male,Prostate Cancer,269,Cases
S08000029,Fife,Health Board,2003,Female,Malignant Neoplasms,997,Cases
S08000029,Fife,Health Board,2016,Female,Breast Cancer,354,Cases
S08000029,Fife,Health Board,2014,Female,Malignant Neoplasms,1146,Cases
S08000029,Fife,Health Board,2011,Female,Malignant Neoplasms,1061,Cases
S08000029,Fife,Health Board,1997,All,Colorectal Cancer,221,Cases
S08000029,Fife,Health Board,1997,Female,Malignant Neoplasms,919,Cases
S08000029,Fife,Health Board,2017,All,Colorectal Cancer,239,Cases
S08000029,Fife,Health Board,2000,All,Malignant Neoplasms,1822,Cases
S08000029,Fife,Health Board,2004,Female,Breast Cancer,248,Cases
S08000029,Fife,Health Board,1999,Female,Malignant Neoplasms,885,Cases
S08000029,Fife,Health Board,2010,Female,Breast Cancer,309,Cases
S08000029,Fife,Health Board,2007,Female,Breast Cancer,244,Cases
S08000029,Fife,Health Board,1999,Male,Prostate Cancer,128,Cases
S08000029,Fife,Health Board,2012,Male,Malignant Neoplasms,1133,Cases
S08000029,Fife,Health Board,2003,Female,Breast Cancer,347,Cases
S08000029,Fife,Health Board,2009,Female,Breast Cancer,342,Cases
S08000029,Fife,Health Board,1999,Female,Breast Cancer,215,Cases
S08000029,Fife,Health Board,2009,All,Malignant Neoplasms,2169,Cases
S08000029,Fife,Health Board,2003,Male,Prostate Cancer,185,Cases
S08000029,Fife,Health Board,2006,All,Lung Cancer,331,Cases
S08000029,Fife,Health Board,2002,Female,Malignant Neoplasms,882,Cases
S08000029,Fife,Health Board,2010,Male,Malignant Neoplasms,1016,Cases
S08000029,Fife,Health Board,2000,Female,Malignant Neoplasms,987,Cases
S08000029,Fife,Health Board,1997,Female,Breast Cancer,286,Cases
S08000029,Fife,Health Board,1997,Male,Malignant Neoplasms,834,Cases
S08000029,Fife,Health Board,1998,All,Malignant Neoplasms,1668,Cases
S08000029,Fife,Health Board,2002,Male,Malignant Neoplasms,909,Cases
S08000029,Fife,Health Board,1998,All,Colorectal Cancer,222,Cases
S08000029,Fife,Health Board,2003,Male,Malignant Neoplasms,898,Cases
S08000029,Fife,Health Board,2017,Female,Breast Cancer,295,Cases
S08000029,Fife,Health Board,2008,Female,Breast Cancer,237,Cases
S08000029,Fife,Health Board,2007,All,Colorectal Cancer,249,Cases
S08000029,Fife,Health Board,2008,All,Lung Cancer,355,Cases
S08000029,Fife,Health Board,2008,Male,Malignant Neoplasms,1038,Cases
S08000029,Fife,Health Board,2012,All,Colorectal Cancer,269,Cases
S08000029,Fife,Health Board,2001,Female,Breast Cancer,195,Cases
S08000029,Fife,Health Board,2017,Male,Malignant Neoplasms,1114,Cases
S08000029,Fife,Health Board,2011,Male,Malignant Neoplasms,1149,Cases
S08000029,Fife,Health Board,2004,Male,Malignant Neoplasms,916,Cases
S08000029,Fife,Health Board,2001,Female,Malignant Neoplasms,854,Cases
S08000029,Fife,Health Board,2007,All,Lung Cancer,359,Cases
S08000029,Fife,Health Board,2005,Male,Prostate Cancer,194,Cases
S08000029,Fife,Health Board,2014,Female,Breast Cancer,306,Cases
S08000029,Fife,Health Board,2000,All,Lung Cancer,274,Cases
S08000029,Fife,Health Board,2008,All,Malignant Neoplasms,2048,Cases
S08000029,Fife,Health Board,2015,Male,Malignant Neoplasms,1058,Cases
S08000029,Fife,Health Board,2006,All,Malignant Neoplasms,2122,Cases
S08000029,Fife,Health Board,2004,Male,Prostate Cancer,181,Cases
S08000029,Fife,Health Board,2005,All,Colorectal Cancer,231,Cases
S08000030,Tayside,Health Board,2005,Female,Malignant Neoplasms,1114,Cases
S08000030,Tayside,Health Board,2005,All,Malignant Neoplasms,2147,Cases
S08000030,Tayside,Health Board,2010,Male,Malignant Neoplasms,1112,Cases
S08000030,Tayside,Health Board,2007,All,Malignant Neoplasms,2380,Cases
S08000030,Tayside,Health Board,2008,Male,Malignant Neoplasms,1196,Cases
S08000030,Tayside,Health Board,2006,All,Malignant Neoplasms,2132,Cases
S08000030,Tayside,Health Board,2015,Male,Prostate Cancer,234,Cases
S08000030,Tayside,Health Board,2007,Male,Malignant Neoplasms,1121,Cases
S08000030,Tayside,Health Board,2017,All,Malignant Neoplasms,2691,Cases
S08000030,Tayside,Health Board,2002,Male,Malignant Neoplasms,1037,Cases
S08000030,Tayside,Health Board,2006,Male,Malignant Neoplasms,1066,Cases
S08000030,Tayside,Health Board,2000,All,Malignant Neoplasms,2184,Cases
S08000030,Tayside,Health Board,2005,Male,Malignant Neoplasms,1033,Cases
S08000030,Tayside,Health Board,2008,Male,Prostate Cancer,219,Cases
S08000030,Tayside,Health Board,2001,Female,Malignant Neoplasms,1131,Cases
S08000030,Tayside,Health Board,2014,All,Colorectal Cancer,324,Cases
S08000030,Tayside,Health Board,2011,All,Colorectal Cancer,317,Cases
S08000030,Tayside,Health Board,2009,Male,Prostate Cancer,228,Cases
S08000030,Tayside,Health Board,2004,All,Colorectal Cancer,328,Cases
S08000030,Tayside,Health Board,2015,Female,Malignant Neoplasms,1356,Cases
S08000030,Tayside,Health Board,2007,All,Colorectal Cancer,329,Cases
S08000030,Tayside,Health Board,2016,Male,Malignant Neoplasms,1288,Cases
S08000030,Tayside,Health Board,1999,Female,Breast Cancer,286,Cases
S08000030,Tayside,Health Board,2010,All,Colorectal Cancer,344,Cases
S08000030,Tayside,Health Board,2011,Female,Breast Cancer,403,Cases
S08000030,Tayside,Health Board,2016,Female,Breast Cancer,429,Cases
S08000030,Tayside,Health Board,2002,Female,Malignant Neoplasms,1078,Cases
S08000030,Tayside,Health Board,1998,All,Malignant Neoplasms,2071,Cases
S08000030,Tayside,Health Board,2008,All,Colorectal Cancer,360,Cases
S08000030,Tayside,Health Board,2017,All,Colorectal Cancer,321,Cases
S08000030,Tayside,Health Board,2013,Female,Malignant Neoplasms,1351,Cases
S08000030,Tayside,Health Board,1999,All,Malignant Neoplasms,2144,Cases
S08000030,Tayside,Health Board,2014,Female,Malignant Neoplasms,1326,Cases
S08000030,Tayside,Health Board,2012,Female,Malignant Neoplasms,1171,Cases
S08000030,Tayside,Health Board,2003,Male,Prostate Cancer,188,Cases
S08000030,Tayside,Health Board,2015,Male,Malignant Neoplasms,1227,Cases
S08000030,Tayside,Health Board,2017,Female,Malignant Neoplasms,1393,Cases
S08000030,Tayside,Health Board,2009,All,Colorectal Cancer,306,Cases
S08000030,Tayside,Health Board,2012,All,Colorectal Cancer,305,Cases
S08000030,Tayside,Health Board,2003,All,Malignant Neoplasms,2138,Cases
S08000030,Tayside,Health Board,2013,All,Colorectal Cancer,333,Cases
S08000030,Tayside,Health Board,2006,All,Colorectal Cancer,288,Cases
S08000030,Tayside,Health Board,2011,Female,Malignant Neoplasms,1329,Cases
S08000030,Tayside,Health Board,2010,Female,Malignant Neoplasms,1260,Cases
S08000030,Tayside,Health Board,2007,Female,Malignant Neoplasms,1259,Cases
S08000030,Tayside,Health Board,2016,All,Malignant Neoplasms,2697,Cases
S08000030,Tayside,Health Board,2009,Female,Malignant Neoplasms,1222,Cases
S08000030,Tayside,Health Board,2010,Female,Breast Cancer,349,Cases
S08000030,Tayside,Health Board,1998,Female,Malignant Neoplasms,1113,Cases
S08000030,Tayside,Health Board,2000,Female,Malignant Neoplasms,1114,Cases
S08000030,Tayside,Health Board,2002,All,Malignant Neoplasms,2115,Cases
S08000030,Tayside,Health Board,2013,Male,Prostate Cancer,260,Cases
S08000030,Tayside,Health Board,2016,Female,Malignant Neoplasms,1409,Cases
S08000030,Tayside,Health Board,2000,All,Colorectal Cancer,368,Cases
S08000030,Tayside,Health Board,1997,All,Malignant Neoplasms,2098,Cases
S08000030,Tayside,Health Board,2009,Male,Malignant Neoplasms,1086,Cases
S08000030,Tayside,Health Board,2004,All,Malignant Neoplasms,2332,Cases
S08000030,Tayside,Health Board,1997,Female,Malignant Neoplasms,1047,Cases
S08000030,Tayside,Health Board,1998,All,Colorectal Cancer,309,Cases
S08000030,Tayside,Health Board,2011,Male,Malignant Neoplasms,1140,Cases
S08000030,Tayside,Health Board,2013,Male,Malignant Neoplasms,1235,Cases
S08000030,Tayside,Health Board,1999,All,Colorectal Cancer,339,Cases
S08000030,Tayside,Health Board,2005,All,Colorectal Cancer,282,Cases
S08000030,Tayside,Health Board,2012,Male,Malignant Neoplasms,1236,Cases
S08000030,Tayside,Health Board,2002,Male,Prostate Cancer,174,Cases
S08000030,Tayside,Health Board,2004,Female,Malignant Neoplasms,1199,Cases
S08000030,Tayside,Health Board,2014,Male,Malignant Neoplasms,1281,Cases
S08000030,Tayside,Health Board,1999,Female,Malignant Neoplasms,1089,Cases
S08000030,Tayside,Health Board,2006,Female,Malignant Neoplasms,1066,Cases
S08000030,Tayside,Health Board,2008,Female,Malignant Neoplasms,1303,Cases
S08000030,Tayside,Health Board,2003,Female,Malignant Neoplasms,1108,Cases
S08000030,Tayside,Health Board,2016,Male,Prostate Cancer,245,Cases
S08000030,Tayside,Health Board,2006,Male,Prostate Cancer,196,Cases
S08000030,Tayside,Health Board,2017,Male,Malignant Neoplasms,1298,Cases
S08000030,Tayside,Health Board,1999,Male,Malignant Neoplasms,1055,Cases
S08000030,Tayside,Health Board,2001,All,Lung Cancer,319,Cases
S08000030,Tayside,Health Board,2016,All,Lung Cancer,387,Cases
S08000030,Tayside,Health Board,2016,All,Colorectal Cancer,364,Cases
S08000030,Tayside,Health Board,2012,All,Malignant Neoplasms,2407,Cases
S08000030,Tayside,Health Board,2004,All,Lung Cancer,388,Cases
S08000030,Tayside,Health Board,2015,All,Colorectal Cancer,349,Cases
S08000030,Tayside,Health Board,2011,All,Malignant Neoplasms,2469,Cases
S08000030,Tayside,Health Board,2010,All,Malignant Neoplasms,2372,Cases
S08000030,Tayside,Health Board,2003,All,Lung Cancer,348,Cases
S08000030,Tayside,Health Board,2012,Male,Prostate Cancer,250,Cases
S08000030,Tayside,Health Board,2001,Male,Prostate Cancer,181,Cases
S08000030,Tayside,Health Board,2013,Female,Breast Cancer,406,Cases
S08000030,Tayside,Health Board,2011,Male,Prostate Cancer,245,Cases
S08000030,Tayside,Health Board,1999,Male,Prostate Cancer,175,Cases
S08000030,Tayside,Health Board,2002,All,Colorectal Cancer,274,Cases
S08000030,Tayside,Health Board,1997,Female,Breast Cancer,251,Cases
S08000030,Tayside,Health Board,2000,All,Lung Cancer,311,Cases
S08000030,Tayside,Health Board,2008,Female,Breast Cancer,396,Cases
S08000030,Tayside,Health Board,2000,Male,Prostate Cancer,166,Cases
S08000030,Tayside,Health Board,1998,All,Lung Cancer,339,Cases
S08000030,Tayside,Health Board,2005,Female,Breast Cancer,345,Cases
