area_code,reference_area,area_type,date_code,gender,age,measure_type,value,units
S12000023,Orkney Islands,Local Authority,2014/2015,All,All,Mean,0.2,Average reconvictions per offender
S12000023,Orkney Islands,Local Authority,2013/2014,All,26-30 years,Ratio,17.6,Percent reconvicted
S12000023,Orkney Islands,Local Authority,2013/2014,All,Over 40 years,Ratio,7.1,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2014/2015,All,Under 21 years,Mean,0.7,Average reconvictions per offender
S12000023,Orkney Islands,Local Authority,2012/2013,All,Over 40 years,Ratio,4.5,Percent reconvicted
S12000023,Orkney Islands,Local Authority,2016/2017,All,26-30 years,Mean,0.14,Average reconvictions per offender
S12000023,Orkney Islands,Local Authority,2015/2016,All,31-40 years,Ratio,17.6,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2014/2015,All,All,Ratio,30.9,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2016/2017,All,26-30 years,Ratio,29,Percent reconvicted
S12000023,Orkney Islands,Local Authority,2014/2015,All,Under 21 years,Ratio,36.4,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2017/2018,All,26-30 years,Ratio,29.6,Percent reconvicted
S12000023,Orkney Islands,Local Authority,2017/2018,All,All,Mean,0.28,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2015/2016,All,26-30 years,Ratio,32.2,Percent reconvicted
S12000023,Orkney Islands,Local Authority,2015/2016,All,21-25 years,Ratio,22.2,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2012/2013,All,26-30 years,Ratio,31.4,Percent reconvicted
S12000023,Orkney Islands,Local Authority,2015/2016,All,Over 40 years,Ratio,12.9,Percent reconvicted
S12000023,Orkney Islands,Local Authority,2014/2015,All,31-40 years,Ratio,23.1,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2012/2013,All,Under 21 years,Mean,0.57,Average reconvictions per offender
S12000023,Orkney Islands,Local Authority,2014/2015,All,Over 40 years,Mean,0.22,Average reconvictions per offender
S12000023,Orkney Islands,Local Authority,2013/2014,All,Under 21 years,Ratio,13.3,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2014/2015,All,Over 40 years,Mean,0.06,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2016/2017,All,31-40 years,Mean,0.62,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2017/2018,All,All,Mean,0.47,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2017/2018,All,Over 40 years,Mean,0.32,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2012/2013,All,21-25 years,Ratio,29.8,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2015/2016,All,31-40 years,Ratio,29.2,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2012/2013,All,21-25 years,Mean,0.4,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2017/2018,All,Over 40 years,Ratio,19.9,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2016/2017,All,Over 40 years,Ratio,19.8,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2013/2014,All,All,Ratio,19.6,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2013/2014,All,31-40 years,Mean,0.17,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2014/2015,All,Over 40 years,Ratio,22.6,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2013/2014,All,Under 21 years,Mean,0.47,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2016/2017,All,26-30 years,Mean,0.46,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2013/2014,All,All,Mean,0.44,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2013/2014,All,21-25 years,Ratio,18.2,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2014/2015,All,21-25 years,Mean,0.55,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2015/2016,All,Over 40 years,Ratio,8.3,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2015/2016,All,21-25 years,Ratio,18.5,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2016/2017,All,Over 40 years,Mean,0.34,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2013/2014,All,Over 40 years,Ratio,22.8,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2016/2017,All,All,Ratio,17,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2012/2013,All,Over 40 years,Ratio,9.5,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2016/2017,All,All,Mean,0.21,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2015/2016,All,26-30 years,Ratio,27.1,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2012/2013,All,26-30 years,Ratio,33,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2012/2013,All,Over 40 years,Mean,0.42,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2015/2016,All,Under 21 years,Mean,0.5,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2014/2015,All,26-30 years,Ratio,32.7,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2014/2015,All,All,Mean,0.34,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2016/2017,All,21-25 years,Ratio,6.7,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2014/2015,All,26-30 years,Ratio,22.2,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2016/2017,All,31-40 years,Mean,0.25,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2017/2018,All,Under 21 years,Mean,1.13,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2015/2016,All,21-25 years,Ratio,27.5,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2012/2013,All,Under 21 years,Mean,0.84,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2013/2014,All,26-30 years,Ratio,20,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2012/2013,All,Under 21 years,Ratio,47.4,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2012/2013,All,All,Mean,0.38,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2012/2013,All,21-25 years,Ratio,30,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2015/2016,All,31-40 years,Mean,0.17,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2017/2018,All,Over 40 years,Ratio,16.1,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2012/2013,All,Over 40 years,Ratio,19.8,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2013/2014,All,All,Mean,0.26,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2013/2014,All,Over 40 years,Mean,0.28,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2017/2018,All,26-30 years,Mean,0.11,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2017/2018,All,All,Ratio,17,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2014/2015,All,Under 21 years,Ratio,50,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2013/2014,All,26-30 years,Mean,0.2,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2014/2015,All,21-25 years,Mean,0.25,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2012/2013,All,26-30 years,Mean,0.64,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2017/2018,All,All,Mean,0.43,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2015/2016,All,Over 40 years,Mean,0.08,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2014/2015,All,31-40 years,Ratio,34.7,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2017/2018,All,26-30 years,Mean,0.35,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2013/2014,All,Over 40 years,Ratio,18.8,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2016/2017,All,Under 21 years,Mean,0.69,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2014/2015,All,Over 40 years,Ratio,6.1,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2016/2017,All,All,Mean,0.46,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2015/2016,All,Under 21 years,Ratio,25,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2015/2016,All,All,Ratio,26.7,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2014/2015,All,All,Mean,0.5,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2014/2015,All,31-40 years,Ratio,22.2,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2015/2016,All,26-30 years,Mean,0.42,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2012/2013,All,All,Ratio,22.8,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2012/2013,All,26-30 years,Ratio,35.7,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2017/2018,All,Over 40 years,Mean,0.39,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2012/2013,All,Under 21 years,Mean,0.58,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2017/2018,All,Under 21 years,Ratio,32.7,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2012/2013,All,21-25 years,Ratio,30.9,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2013/2014,All,26-30 years,Ratio,27.7,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2014/2015,All,Over 40 years,Ratio,20.6,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2017/2018,All,All,Mean,0.33,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2015/2016,All,Under 21 years,Mean,0.69,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2017/2018,All,Under 21 years,Mean,0.7,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2016/2017,All,26-30 years,Ratio,38.5,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2016/2017,All,Over 40 years,Mean,0.11,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2016/2017,All,26-30 years,Ratio,29.9,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2012/2013,All,31-40 years,Mean,0.14,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2016/2017,All,Under 21 years,Mean,0.31,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2012/2013,All,26-30 years,Mean,0.55,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2016/2017,All,21-25 years,Mean,0.07,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2014/2015,All,Under 21 years,Mean,0.94,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2012/2013,All,26-30 years,Ratio,31.3,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2015/2016,All,All,Mean,0.2,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2016/2017,All,31-40 years,Mean,0.51,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2013/2014,All,Over 40 years,Ratio,20.7,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2014/2015,All,26-30 years,Mean,0.56,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2013/2014,All,All,Ratio,29,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2016/2017,All,26-30 years,Mean,0.56,Average reconvictions per offender
S12000014,Falkirk,Local Authority,2017/2018,All,31-40 years,Mean,0.56,Average reconvictions per offender
S12000014,Falkirk,Local Authority,2013/2014,All,Over 40 years,Ratio,18.3,Percent reconvicted
S12000014,Falkirk,Local Authority,2013/2014,All,All,Ratio,28.5,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2014/2015,All,31-40 years,Ratio,30.5,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2016/2017,All,31-40 years,Ratio,30.6,Percent reconvicted
S12000014,Falkirk,Local Authority,2013/2014,All,26-30 years,Mean,0.69,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2012/2013,All,All,Ratio,28.4,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2017/2018,All,31-40 years,Ratio,29.5,Percent reconvicted
S12000014,Falkirk,Local Authority,2013/2014,All,26-30 years,Ratio,37.7,Percent reconvicted
S12000014,Falkirk,Local Authority,2012/2013,All,Under 21 years,Ratio,33.3,Percent reconvicted
S12000014,Falkirk,Local Authority,2014/2015,All,21-25 years,Ratio,29.1,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2012/2013,All,All,Mean,0.56,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2012/2013,All,31-40 years,Ratio,29,Percent reconvicted
S12000014,Falkirk,Local Authority,2014/2015,All,26-30 years,Ratio,29.3,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2015/2016,All,21-25 years,Mean,0.46,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2015/2016,All,31-40 years,Mean,0.57,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2014/2015,All,21-25 years,Ratio,30.5,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2013/2014,All,31-40 years,Ratio,31.4,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2013/2014,All,31-40 years,Mean,0.7,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2013/2014,All,21-25 years,Ratio,28.4,Percent reconvicted
S12000014,Falkirk,Local Authority,2014/2015,All,Under 21 years,Mean,0.64,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2013/2014,All,Under 21 years,Ratio,31.5,Percent reconvicted
S12000014,Falkirk,Local Authority,2016/2017,All,Over 40 years,Ratio,20.4,Percent reconvicted
S12000014,Falkirk,Local Authority,2013/2014,All,Over 40 years,Mean,0.33,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2013/2014,All,Under 21 years,Mean,0.65,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2017/2018,All,Under 21 years,Mean,0.53,Average reconvictions per offender
S12000014,Falkirk,Local Authority,2012/2013,All,Under 21 years,Mean,0.55,Average reconvictions per offender
S12000014,Falkirk,Local Authority,2012/2013,All,26-30 years,Ratio,34.2,Percent reconvicted
S12000014,Falkirk,Local Authority,2016/2017,All,31-40 years,Mean,0.54,Average reconvictions per offender
S12000014,Falkirk,Local Authority,2016/2017,All,All,Ratio,27.7,Percent reconvicted
S12000014,Falkirk,Local Authority,2013/2014,All,31-40 years,Ratio,28.9,Percent reconvicted
S12000014,Falkirk,Local Authority,2017/2018,All,Under 21 years,Mean,0.67,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2014/2015,All,31-40 years,Mean,0.65,Average reconvictions per offender
S12000014,Falkirk,Local Authority,2013/2014,All,Under 21 years,Ratio,34.8,Percent reconvicted
S12000014,Falkirk,Local Authority,2014/2015,All,All,Ratio,26.3,Percent reconvicted
S12000014,Falkirk,Local Authority,2014/2015,All,Over 40 years,Mean,0.3,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2017/2018,All,21-25 years,Mean,0.38,Average reconvictions per offender
S12000014,Falkirk,Local Authority,2013/2014,All,21-25 years,Mean,0.58,Average reconvictions per offender
S12000014,Falkirk,Local Authority,2015/2016,All,Over 40 years,Ratio,18.3,Percent reconvicted
S12000014,Falkirk,Local Authority,2014/2015,All,All,Mean,0.49,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2016/2017,All,All,Mean,0.5,Average reconvictions per offender
S12000014,Falkirk,Local Authority,2012/2013,All,31-40 years,Ratio,30.7,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2014/2015,All,All,Ratio,29.3,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2017/2018,All,26-30 years,Ratio,5.6,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2013/2014,All,26-30 years,Mean,0.75,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2016/2017,All,Under 21 years,Ratio,15.4,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2013/2014,All,All,Mean,0.62,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2014/2015,All,All,Mean,0.57,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2017/2018,All,26-30 years,Mean,0.54,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2012/2013,All,26-30 years,Mean,0.69,Average reconvictions per offender
S12000014,Falkirk,Local Authority,2015/2016,All,26-30 years,Ratio,38.3,Percent reconvicted
S12000014,Falkirk,Local Authority,2016/2017,All,All,Mean,0.5,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2014/2015,All,26-30 years,Mean,0.59,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2016/2017,All,26-30 years,Ratio,29.4,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2017/2018,All,31-40 years,Mean,0.26,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2013/2014,All,31-40 years,Ratio,16.7,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2012/2013,All,Over 40 years,Mean,0.19,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2015/2016,All,All,Ratio,14,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2014/2015,All,All,Ratio,20,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2015/2016,All,26-30 years,Mean,0.47,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2017/2018,All,31-40 years,Mean,0.59,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2013/2014,All,26-30 years,Ratio,32.7,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2012/2013,All,31-40 years,Ratio,9.1,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2013/2014,All,Under 21 years,Ratio,26.7,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2015/2016,All,Over 40 years,Ratio,21.2,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2017/2018,All,21-25 years,Ratio,23.7,Percent reconvicted
S12000014,Falkirk,Local Authority,2015/2016,All,21-25 years,Mean,0.49,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2016/2017,All,21-25 years,Mean,0.43,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2012/2013,All,21-25 years,Mean,0.51,Average reconvictions per offender
S12000014,Falkirk,Local Authority,2012/2013,All,21-25 years,Ratio,33.4,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2015/2016,All,All,Mean,0.49,Average reconvictions per offender
S12000014,Falkirk,Local Authority,2014/2015,All,Under 21 years,Ratio,32.2,Percent reconvicted
S12000014,Falkirk,Local Authority,2017/2018,All,31-40 years,Ratio,29.2,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2013/2014,All,Over 40 years,Mean,0.51,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2016/2017,All,21-25 years,Ratio,26.9,Percent reconvicted
S12000014,Falkirk,Local Authority,2012/2013,All,31-40 years,Mean,0.52,Average reconvictions per offender
S12000014,Falkirk,Local Authority,2013/2014,All,31-40 years,Mean,0.48,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2017/2018,All,26-30 years,Ratio,29,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2015/2016,All,All,Ratio,26.8,Percent reconvicted
S12000014,Falkirk,Local Authority,2016/2017,All,31-40 years,Ratio,28.3,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2016/2017,All,All,Ratio,27.1,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2012/2013,All,31-40 years,Mean,0.62,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2014/2015,All,Over 40 years,Mean,0.43,Average reconvictions per offender
S12000036,City of Edinburgh,Local Authority,2013/2014,All,21-25 years,Mean,0.49,Average reconvictions per offender
S12000014,Falkirk,Local Authority,2014/2015,All,Over 40 years,Ratio,17.2,Percent reconvicted
S12000036,City of Edinburgh,Local Authority,2015/2016,All,Over 40 years,Mean,0.36,Average reconvictions per offender
S12000041,Angus,Local Authority,2016/2017,All,31-40 years,Ratio,30.9,Percent reconvicted
S12000041,Angus,Local Authority,2014/2015,All,31-40 years,Ratio,28.2,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2017/2018,All,26-30 years,Mean,0.35,Average reconvictions per offender
S12000041,Angus,Local Authority,2013/2014,All,31-40 years,Ratio,27.6,Percent reconvicted
S12000041,Angus,Local Authority,2015/2016,All,31-40 years,Ratio,29.1,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2016/2017,All,31-40 years,Mean,0.51,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2012/2013,All,26-30 years,Mean,0.55,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2016/2017,All,26-30 years,Ratio,29.9,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2013/2014,All,26-30 years,Mean,0.47,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2016/2017,All,Under 21 years,Mean,0.69,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2015/2016,All,All,Ratio,26.7,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2017/2018,All,Over 40 years,Ratio,18.4,Percent reconvicted
S12000041,Angus,Local Authority,2012/2013,All,26-30 years,Mean,0.6,Average reconvictions per offender
S12000041,Angus,Local Authority,2016/2017,All,31-40 years,Mean,0.5,Average reconvictions per offender
S12000041,Angus,Local Authority,2012/2013,All,31-40 years,Mean,0.58,Average reconvictions per offender
S12000041,Angus,Local Authority,2017/2018,All,All,Mean,0.43,Average reconvictions per offender
S12000041,Angus,Local Authority,2012/2013,All,31-40 years,Ratio,29.4,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2015/2016,All,Under 21 years,Ratio,39.1,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2016/2017,All,Over 40 years,Ratio,16.8,Percent reconvicted
S12000041,Angus,Local Authority,2013/2014,All,31-40 years,Mean,0.55,Average reconvictions per offender
S12000041,Angus,Local Authority,2015/2016,All,All,Ratio,26.8,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2016/2017,All,21-25 years,Mean,0.5,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2014/2015,All,All,Mean,0.5,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2015/2016,All,31-40 years,Mean,0.45,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2012/2013,All,All,Mean,0.48,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2013/2014,All,All,Mean,0.44,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2017/2018,All,31-40 years,Mean,0.49,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2013/2014,All,Under 21 years,Ratio,36.7,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2017/2018,All,All,Mean,0.43,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2017/2018,All,26-30 years,Ratio,21.1,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2012/2013,All,All,Ratio,29.3,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2015/2016,All,All,Mean,0.42,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2012/2013,All,Under 21 years,Ratio,36.1,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2016/2017,All,Under 21 years,Ratio,37.5,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2017/2018,All,All,Ratio,24.8,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2012/2013,All,Under 21 years,Mean,0.58,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2017/2018,All,21-25 years,Mean,0.43,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2012/2013,All,All,Ratio,29.3,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2013/2014,All,All,Ratio,27.4,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2013/2014,All,All,Ratio,27.4,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2013/2014,All,Over 40 years,Mean,0.34,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2016/2017,All,26-30 years,Mean,0.51,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2017/2018,All,31-40 years,Ratio,28,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2016/2017,All,26-30 years,Mean,0.51,Average reconvictions per offender
S12000010,East Lothian,Local Authority,2012/2013,All,All,Ratio,28.8,Percent reconvicted
S12000010,East Lothian,Local Authority,2015/2016,All,All,Mean,0.31,Average reconvictions per offender
S12000010,East Lothian,Local Authority,2012/2013,All,Under 21 years,Ratio,34,Percent reconvicted
S12000010,East Lothian,Local Authority,2013/2014,All,31-40 years,Ratio,33.6,Percent reconvicted
S12000010,East Lothian,Local Authority,2014/2015,All,All,Ratio,23.5,Percent reconvicted
S12000010,East Lothian,Local Authority,2012/2013,All,Under 21 years,Mean,0.58,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2014/2015,All,Over 40 years,Ratio,20.6,Percent reconvicted
S12000010,East Lothian,Local Authority,2012/2013,All,26-30 years,Mean,0.5,Average reconvictions per offender
S12000041,Angus,Local Authority,2014/2015,All,Under 21 years,Ratio,34.6,Percent reconvicted
S12000041,Angus,Local Authority,2015/2016,All,21-25 years,Ratio,26.7,Percent reconvicted
S12000041,Angus,Local Authority,2012/2013,All,21-25 years,Ratio,38.1,Percent reconvicted
S12000010,East Lothian,Local Authority,2015/2016,All,Under 21 years,Ratio,57.1,Percent reconvicted
S12000041,Angus,Local Authority,2014/2015,All,26-30 years,Ratio,33.8,Percent reconvicted
S12000010,East Lothian,Local Authority,2014/2015,All,31-40 years,Ratio,25.2,Percent reconvicted
S12000041,Angus,Local Authority,2013/2014,All,26-30 years,Ratio,28.5,Percent reconvicted
S12000010,East Lothian,Local Authority,2015/2016,All,26-30 years,Mean,0.29,Average reconvictions per offender
S12000041,Angus,Local Authority,2012/2013,All,Under 21 years,Mean,0.55,Average reconvictions per offender
S12000010,East Lothian,Local Authority,2012/2013,All,31-40 years,Mean,0.64,Average reconvictions per offender
S12000041,Angus,Local Authority,2016/2017,All,Under 21 years,Ratio,21.3,Percent reconvicted
S12000010,East Lothian,Local Authority,2014/2015,All,Over 40 years,Ratio,9.4,Percent reconvicted
S12000041,Angus,Local Authority,2013/2014,All,21-25 years,Ratio,29.7,Percent reconvicted
S12000041,Angus,Local Authority,2014/2015,All,21-25 years,Ratio,24.2,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2013/2014,All,Under 21 years,Ratio,36.7,Percent reconvicted
S12000041,Angus,Local Authority,2017/2018,All,21-25 years,Ratio,32.4,Percent reconvicted
S12000041,Angus,Local Authority,2015/2016,All,21-25 years,Mean,0.49,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2012/2013,All,21-25 years,Ratio,30.9,Percent reconvicted
S12000041,Angus,Local Authority,2016/2017,All,21-25 years,Ratio,27.1,Percent reconvicted
S12000041,Angus,Local Authority,2014/2015,All,21-25 years,Mean,0.36,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2012/2013,All,Under 21 years,Ratio,36.1,Percent reconvicted
S12000041,Angus,Local Authority,2017/2018,All,Under 21 years,Mean,0.55,Average reconvictions per offender
