FeatureCode,DateCode,Measurement,Units,Value,Gender,Age
S12000028,2012/2013,Mean,Average reconvictions per offender,0.57,All,Under 21 years
S12000023,2014/2015,Mean,Average reconvictions per offender,0.22,All,Over 40 years
S12000023,2013/2014,Ratio,Percent reconvicted,13.3,All,Under 21 years
S12000013,2014/2015,Mean,Average reconvictions per offender,0.06,All,Over 40 years
S12000036,2016/2017,Mean,Average reconvictions per offender,0.62,All,31-40 years
S12000036,2017/2018,Mean,Average reconvictions per offender,0.47,All,All
S12000036,2017/2018,Mean,Average reconvictions per offender,0.32,All,Over 40 years
S12000036,2012/2013,Ratio,Percent reconvicted,29.8,All,21-25 years
S12000036,2015/2016,Ratio,Percent reconvicted,29.2,All,31-40 years
S12000013,2012/2013,Mean,Average reconvictions per offender,0.4,All,21-25 years
S12000036,2017/2018,Ratio,Percent reconvicted,19.9,All,Over 40 years
S12000036,2016/2017,Ratio,Percent reconvicted,19.8,All,Over 40 years
S12000013,2013/2014,Ratio,Percent reconvicted,19.6,All,All
S12000013,2013/2014,Mean,Average reconvictions per offender,0.17,All,31-40 years
S12000036,2014/2015,Ratio,Percent reconvicted,22.6,All,Over 40 years
S12000013,2013/2014,Mean,Average reconvictions per offender,0.47,All,Under 21 years
S12000013,2016/2017,Mean,Average reconvictions per offender,0.46,All,26-30 years
S12000038,2013/2014,Mean,Average reconvictions per offender,0.44,All,All
S12000013,2013/2014,Ratio,Percent reconvicted,18.2,All,21-25 years
S12000036,2014/2015,Mean,Average reconvictions per offender,0.55,All,21-25 years
S12000013,2015/2016,Ratio,Percent reconvicted,8.3,All,Over 40 years
S12000013,2015/2016,Ratio,Percent reconvicted,18.5,All,21-25 years
S12000036,2016/2017,Mean,Average reconvictions per offender,0.34,All,Over 40 years
S12000036,2013/2014,Ratio,Percent reconvicted,22.8,All,Over 40 years
S12000013,2016/2017,Ratio,Percent reconvicted,17,All,All
S12000013,2012/2013,Ratio,Percent reconvicted,9.5,All,Over 40 years
S12000013,2016/2017,Mean,Average reconvictions per offender,0.21,All,All
S12000036,2015/2016,Ratio,Percent reconvicted,27.1,All,26-30 years
S12000036,2012/2013,Ratio,Percent reconvicted,33,All,26-30 years
S12000036,2012/2013,Mean,Average reconvictions per offender,0.42,All,Over 40 years
S12000013,2015/2016,Mean,Average reconvictions per offender,0.5,All,Under 21 years
S12000036,2014/2015,Ratio,Percent reconvicted,32.7,All,26-30 years
S12000013,2014/2015,Mean,Average reconvictions per offender,0.34,All,All
S12000013,2016/2017,Ratio,Percent reconvicted,6.7,All,21-25 years
S12000013,2014/2015,Ratio,Percent reconvicted,22.2,All,26-30 years
S12000013,2016/2017,Mean,Average reconvictions per offender,0.25,All,31-40 years
S12000013,2017/2018,Mean,Average reconvictions per offender,1.13,All,Under 21 years
S12000036,2015/2016,Ratio,Percent reconvicted,27.5,All,21-25 years
S12000013,2012/2013,Mean,Average reconvictions per offender,0.84,All,Under 21 years
S12000013,2013/2014,Ratio,Percent reconvicted,20,All,26-30 years
S12000013,2012/2013,Ratio,Percent reconvicted,47.4,All,Under 21 years
S12000013,2012/2013,Mean,Average reconvictions per offender,0.38,All,All
S12000013,2012/2013,Ratio,Percent reconvicted,30,All,21-25 years
S12000013,2015/2016,Mean,Average reconvictions per offender,0.17,All,31-40 years
S12000013,2017/2018,Ratio,Percent reconvicted,16.1,All,Over 40 years
S12000036,2012/2013,Ratio,Percent reconvicted,19.8,All,Over 40 years
S12000013,2013/2014,Mean,Average reconvictions per offender,0.26,All,All
S12000013,2013/2014,Mean,Average reconvictions per offender,0.28,All,Over 40 years
S12000013,2017/2018,Mean,Average reconvictions per offender,0.11,All,26-30 years
S12000013,2017/2018,Ratio,Percent reconvicted,17,All,All
S12000013,2014/2015,Ratio,Percent reconvicted,50,All,Under 21 years
S12000013,2013/2014,Mean,Average reconvictions per offender,0.2,All,26-30 years
S12000013,2014/2015,Mean,Average reconvictions per offender,0.25,All,21-25 years
S12000013,2012/2013,Mean,Average reconvictions per offender,0.64,All,26-30 years
S12000038,2017/2018,Mean,Average reconvictions per offender,0.43,All,All
S12000013,2015/2016,Mean,Average reconvictions per offender,0.08,All,Over 40 years
S12000038,2014/2015,Ratio,Percent reconvicted,34.7,All,31-40 years
S12000038,2017/2018,Mean,Average reconvictions per offender,0.35,All,26-30 years
S12000013,2013/2014,Ratio,Percent reconvicted,18.8,All,Over 40 years
S12000038,2016/2017,Mean,Average reconvictions per offender,0.69,All,Under 21 years
S12000013,2014/2015,Ratio,Percent reconvicted,6.1,All,Over 40 years
S12000038,2016/2017,Mean,Average reconvictions per offender,0.46,All,All
S12000013,2015/2016,Ratio,Percent reconvicted,25,All,Under 21 years
S12000038,2015/2016,Ratio,Percent reconvicted,26.7,All,All
S12000038,2014/2015,Mean,Average reconvictions per offender,0.5,All,All
S12000013,2014/2015,Ratio,Percent reconvicted,22.2,All,31-40 years
S12000038,2015/2016,Mean,Average reconvictions per offender,0.42,All,26-30 years
S12000013,2012/2013,Ratio,Percent reconvicted,22.8,All,All
S12000013,2012/2013,Ratio,Percent reconvicted,35.7,All,26-30 years
S12000013,2017/2018,Mean,Average reconvictions per offender,0.39,All,Over 40 years
S12000038,2012/2013,Mean,Average reconvictions per offender,0.58,All,Under 21 years
S12000038,2017/2018,Ratio,Percent reconvicted,32.7,All,Under 21 years
S12000038,2012/2013,Ratio,Percent reconvicted,30.9,All,21-25 years
S12000038,2013/2014,Ratio,Percent reconvicted,27.7,All,26-30 years
S12000038,2014/2015,Ratio,Percent reconvicted,20.6,All,Over 40 years
S12000013,2017/2018,Mean,Average reconvictions per offender,0.33,All,All
S12000038,2015/2016,Mean,Average reconvictions per offender,0.69,All,Under 21 years
S12000038,2017/2018,Mean,Average reconvictions per offender,0.7,All,Under 21 years
S12000013,2016/2017,Ratio,Percent reconvicted,38.5,All,26-30 years
S12000013,2016/2017,Mean,Average reconvictions per offender,0.11,All,Over 40 years
S12000038,2016/2017,Ratio,Percent reconvicted,29.9,All,26-30 years
S12000013,2012/2013,Mean,Average reconvictions per offender,0.14,All,31-40 years
S12000013,2016/2017,Mean,Average reconvictions per offender,0.31,All,Under 21 years
S12000038,2012/2013,Mean,Average reconvictions per offender,0.55,All,26-30 years
S12000013,2016/2017,Mean,Average reconvictions per offender,0.07,All,21-25 years
S12000013,2014/2015,Mean,Average reconvictions per offender,0.94,All,Under 21 years
S12000038,2012/2013,Ratio,Percent reconvicted,31.3,All,26-30 years
S12000013,2015/2016,Mean,Average reconvictions per offender,0.2,All,All
S12000038,2016/2017,Mean,Average reconvictions per offender,0.51,All,31-40 years
S12000038,2013/2014,Ratio,Percent reconvicted,20.7,All,Over 40 years
S12000013,2014/2015,Mean,Average reconvictions per offender,0.56,All,26-30 years
S12000036,2013/2014,Ratio,Percent reconvicted,29,All,All
S12000036,2016/2017,Mean,Average reconvictions per offender,0.56,All,26-30 years
S12000014,2017/2018,Mean,Average reconvictions per offender,0.56,All,31-40 years
S12000014,2013/2014,Ratio,Percent reconvicted,18.3,All,Over 40 years
S12000014,2013/2014,Ratio,Percent reconvicted,28.5,All,All
S12000036,2014/2015,Ratio,Percent reconvicted,30.5,All,31-40 years
S12000036,2016/2017,Ratio,Percent reconvicted,30.6,All,31-40 years
S12000014,2013/2014,Mean,Average reconvictions per offender,0.69,All,26-30 years
S12000036,2012/2013,Ratio,Percent reconvicted,28.4,All,All
S12000036,2017/2018,Ratio,Percent reconvicted,29.5,All,31-40 years
S12000014,2013/2014,Ratio,Percent reconvicted,37.7,All,26-30 years
S12000014,2012/2013,Ratio,Percent reconvicted,33.3,All,Under 21 years
S12000014,2014/2015,Ratio,Percent reconvicted,29.1,All,21-25 years
S12000036,2012/2013,Mean,Average reconvictions per offender,0.56,All,All
S12000036,2012/2013,Ratio,Percent reconvicted,29,All,31-40 years
S12000014,2014/2015,Ratio,Percent reconvicted,29.3,All,26-30 years
S12000036,2015/2016,Mean,Average reconvictions per offender,0.46,All,21-25 years
S12000036,2015/2016,Mean,Average reconvictions per offender,0.57,All,31-40 years
S12000036,2014/2015,Ratio,Percent reconvicted,30.5,All,21-25 years
S12000036,2013/2014,Ratio,Percent reconvicted,31.4,All,31-40 years
S12000036,2013/2014,Mean,Average reconvictions per offender,0.7,All,31-40 years
S12000036,2013/2014,Ratio,Percent reconvicted,28.4,All,21-25 years
S12000014,2014/2015,Mean,Average reconvictions per offender,0.64,All,Under 21 years
S12000036,2013/2014,Ratio,Percent reconvicted,31.5,All,Under 21 years
S12000014,2016/2017,Ratio,Percent reconvicted,20.4,All,Over 40 years
S12000014,2013/2014,Mean,Average reconvictions per offender,0.33,All,Over 40 years
S12000036,2013/2014,Mean,Average reconvictions per offender,0.65,All,Under 21 years
S12000036,2017/2018,Mean,Average reconvictions per offender,0.53,All,Under 21 years
S12000014,2012/2013,Mean,Average reconvictions per offender,0.55,All,Under 21 years
S12000014,2012/2013,Ratio,Percent reconvicted,34.2,All,26-30 years
S12000014,2016/2017,Mean,Average reconvictions per offender,0.54,All,31-40 years
S12000014,2016/2017,Ratio,Percent reconvicted,27.7,All,All
S12000014,2013/2014,Ratio,Percent reconvicted,28.9,All,31-40 years
S12000014,2017/2018,Mean,Average reconvictions per offender,0.67,All,Under 21 years
S12000036,2014/2015,Mean,Average reconvictions per offender,0.65,All,31-40 years
S12000014,2013/2014,Ratio,Percent reconvicted,34.8,All,Under 21 years
S12000014,2014/2015,Ratio,Percent reconvicted,26.3,All,All
S12000014,2014/2015,Mean,Average reconvictions per offender,0.3,All,Over 40 years
S12000036,2017/2018,Mean,Average reconvictions per offender,0.38,All,21-25 years
S12000014,2013/2014,Mean,Average reconvictions per offender,0.58,All,21-25 years
S12000014,2015/2016,Ratio,Percent reconvicted,18.3,All,Over 40 years
S12000014,2014/2015,Mean,Average reconvictions per offender,0.49,All,All
S12000036,2016/2017,Mean,Average reconvictions per offender,0.5,All,All
S12000014,2012/2013,Ratio,Percent reconvicted,30.7,All,31-40 years
S12000036,2014/2015,Ratio,Percent reconvicted,29.3,All,All
S12000013,2017/2018,Ratio,Percent reconvicted,5.6,All,26-30 years
S12000036,2013/2014,Mean,Average reconvictions per offender,0.75,All,26-30 years
S12000013,2016/2017,Ratio,Percent reconvicted,15.4,All,Under 21 years
S12000036,2013/2014,Mean,Average reconvictions per offender,0.62,All,All
S12000036,2014/2015,Mean,Average reconvictions per offender,0.57,All,All
S12000036,2017/2018,Mean,Average reconvictions per offender,0.54,All,26-30 years
S12000036,2012/2013,Mean,Average reconvictions per offender,0.69,All,26-30 years
S12000014,2015/2016,Ratio,Percent reconvicted,38.3,All,26-30 years
S12000014,2016/2017,Mean,Average reconvictions per offender,0.5,All,All
S12000036,2014/2015,Mean,Average reconvictions per offender,0.59,All,26-30 years
S12000036,2016/2017,Ratio,Percent reconvicted,29.4,All,26-30 years
S12000013,2017/2018,Mean,Average reconvictions per offender,0.26,All,31-40 years
S12000013,2013/2014,Ratio,Percent reconvicted,16.7,All,31-40 years
S12000013,2012/2013,Mean,Average reconvictions per offender,0.19,All,Over 40 years
S12000013,2015/2016,Ratio,Percent reconvicted,14,All,All
S12000013,2014/2015,Ratio,Percent reconvicted,20,All,All
S12000036,2015/2016,Mean,Average reconvictions per offender,0.47,All,26-30 years
S12000036,2017/2018,Mean,Average reconvictions per offender,0.59,All,31-40 years
S12000036,2013/2014,Ratio,Percent reconvicted,32.7,All,26-30 years
S12000013,2012/2013,Ratio,Percent reconvicted,9.1,All,31-40 years
S12000013,2013/2014,Ratio,Percent reconvicted,26.7,All,Under 21 years
S12000036,2015/2016,Ratio,Percent reconvicted,21.2,All,Over 40 years
S12000036,2017/2018,Ratio,Percent reconvicted,23.7,All,21-25 years
S12000014,2015/2016,Mean,Average reconvictions per offender,0.49,All,21-25 years
S12000036,2016/2017,Mean,Average reconvictions per offender,0.43,All,21-25 years
S12000036,2012/2013,Mean,Average reconvictions per offender,0.51,All,21-25 years
S12000014,2012/2013,Ratio,Percent reconvicted,33.4,All,21-25 years
S12000036,2015/2016,Mean,Average reconvictions per offender,0.49,All,All
S12000014,2014/2015,Ratio,Percent reconvicted,32.2,All,Under 21 years
S12000014,2017/2018,Ratio,Percent reconvicted,29.2,All,31-40 years
S12000036,2013/2014,Mean,Average reconvictions per offender,0.51,All,Over 40 years
S12000036,2016/2017,Ratio,Percent reconvicted,26.9,All,21-25 years
S12000014,2012/2013,Mean,Average reconvictions per offender,0.52,All,31-40 years
S12000014,2013/2014,Mean,Average reconvictions per offender,0.48,All,31-40 years
S12000036,2017/2018,Ratio,Percent reconvicted,29,All,26-30 years
S12000036,2015/2016,Ratio,Percent reconvicted,26.8,All,All
S12000014,2016/2017,Ratio,Percent reconvicted,28.3,All,31-40 years
S12000036,2016/2017,Ratio,Percent reconvicted,27.1,All,All
S12000036,2012/2013,Mean,Average reconvictions per offender,0.62,All,31-40 years
S12000036,2014/2015,Mean,Average reconvictions per offender,0.43,All,Over 40 years
S12000036,2013/2014,Mean,Average reconvictions per offender,0.49,All,21-25 years
S12000014,2014/2015,Ratio,Percent reconvicted,17.2,All,Over 40 years
S12000036,2015/2016,Mean,Average reconvictions per offender,0.36,All,Over 40 years
S12000041,2016/2017,Ratio,Percent reconvicted,30.9,All,31-40 years
S12000041,2014/2015,Ratio,Percent reconvicted,28.2,All,31-40 years
S12000011,2017/2018,Mean,Average reconvictions per offender,0.35,All,26-30 years
S12000041,2013/2014,Ratio,Percent reconvicted,27.6,All,31-40 years
S12000041,2015/2016,Ratio,Percent reconvicted,29.1,All,31-40 years
S12000011,2016/2017,Mean,Average reconvictions per offender,0.51,All,31-40 years
S12000011,2012/2013,Mean,Average reconvictions per offender,0.55,All,26-30 years
S12000011,2016/2017,Ratio,Percent reconvicted,29.9,All,26-30 years
S12000011,2013/2014,Mean,Average reconvictions per offender,0.47,All,26-30 years
S12000011,2016/2017,Mean,Average reconvictions per offender,0.69,All,Under 21 years
S12000011,2015/2016,Ratio,Percent reconvicted,26.7,All,All
S12000011,2017/2018,Ratio,Percent reconvicted,18.4,All,Over 40 years
S12000041,2012/2013,Mean,Average reconvictions per offender,0.6,All,26-30 years
S12000041,2016/2017,Mean,Average reconvictions per offender,0.5,All,31-40 years
S12000041,2012/2013,Mean,Average reconvictions per offender,0.58,All,31-40 years
S12000041,2017/2018,Mean,Average reconvictions per offender,0.43,All,All
S12000041,2012/2013,Ratio,Percent reconvicted,29.4,All,31-40 years
S12000011,2015/2016,Ratio,Percent reconvicted,39.1,All,Under 21 years
S12000011,2016/2017,Ratio,Percent reconvicted,16.8,All,Over 40 years
S12000041,2013/2014,Mean,Average reconvictions per offender,0.55,All,31-40 years
S12000041,2015/2016,Ratio,Percent reconvicted,26.8,All,All
S12000011,2016/2017,Mean,Average reconvictions per offender,0.5,All,21-25 years
S12000011,2014/2015,Mean,Average reconvictions per offender,0.5,All,All
S12000038,2015/2016,Mean,Average reconvictions per offender,0.45,All,31-40 years
S12000011,2012/2013,Mean,Average reconvictions per offender,0.48,All,All
S12000011,2013/2014,Mean,Average reconvictions per offender,0.44,All,All
S12000038,2017/2018,Mean,Average reconvictions per offender,0.49,All,31-40 years
S12000038,2013/2014,Ratio,Percent reconvicted,36.7,All,Under 21 years
S12000011,2017/2018,Mean,Average reconvictions per offender,0.43,All,All
S12000011,2017/2018,Ratio,Percent reconvicted,21.1,All,26-30 years
S12000011,2012/2013,Ratio,Percent reconvicted,29.3,All,All
S12000011,2015/2016,Mean,Average reconvictions per offender,0.42,All,All
S12000038,2012/2013,Ratio,Percent reconvicted,36.1,All,Under 21 years
S12000038,2016/2017,Ratio,Percent reconvicted,37.5,All,Under 21 years
S12000038,2017/2018,Ratio,Percent reconvicted,24.8,All,All
S12000011,2012/2013,Mean,Average reconvictions per offender,0.58,All,Under 21 years
S12000038,2017/2018,Mean,Average reconvictions per offender,0.43,All,21-25 years
S12000038,2012/2013,Ratio,Percent reconvicted,29.3,All,All
S12000038,2013/2014,Ratio,Percent reconvicted,27.4,All,All
S12000011,2013/2014,Ratio,Percent reconvicted,27.4,All,All
S12000038,2013/2014,Mean,Average reconvictions per offender,0.34,All,Over 40 years
S12000038,2016/2017,Mean,Average reconvictions per offender,0.51,All,26-30 years
S12000038,2017/2018,Ratio,Percent reconvicted,28,All,31-40 years
S12000011,2016/2017,Mean,Average reconvictions per offender,0.51,All,26-30 years
S12000010,2012/2013,Ratio,Percent reconvicted,28.8,All,All
S12000010,2015/2016,Mean,Average reconvictions per offender,0.31,All,All
S12000010,2012/2013,Ratio,Percent reconvicted,34,All,Under 21 years
S12000010,2013/2014,Ratio,Percent reconvicted,33.6,All,31-40 years
S12000010,2014/2015,Ratio,Percent reconvicted,23.5,All,All
S12000010,2012/2013,Mean,Average reconvictions per offender,0.58,All,Under 21 years
S12000011,2014/2015,Ratio,Percent reconvicted,20.6,All,Over 40 years
S12000010,2012/2013,Mean,Average reconvictions per offender,0.5,All,26-30 years
S12000041,2014/2015,Ratio,Percent reconvicted,34.6,All,Under 21 years
S12000041,2015/2016,Ratio,Percent reconvicted,26.7,All,21-25 years
S12000041,2012/2013,Ratio,Percent reconvicted,38.1,All,21-25 years
S12000010,2015/2016,Ratio,Percent reconvicted,57.1,All,Under 21 years
S12000041,2014/2015,Ratio,Percent reconvicted,33.8,All,26-30 years
S12000010,2014/2015,Ratio,Percent reconvicted,25.2,All,31-40 years
S12000041,2013/2014,Ratio,Percent reconvicted,28.5,All,26-30 years
S12000010,2015/2016,Mean,Average reconvictions per offender,0.29,All,26-30 years
S12000041,2012/2013,Mean,Average reconvictions per offender,0.55,All,Under 21 years
S12000010,2012/2013,Mean,Average reconvictions per offender,0.64,All,31-40 years
S12000041,2016/2017,Ratio,Percent reconvicted,21.3,All,Under 21 years
S12000010,2014/2015,Ratio,Percent reconvicted,9.4,All,Over 40 years
S12000041,2013/2014,Ratio,Percent reconvicted,29.7,All,21-25 years
S12000041,2014/2015,Ratio,Percent reconvicted,24.2,All,21-25 years
S12000011,2013/2014,Ratio,Percent reconvicted,36.7,All,Under 21 years
S12000041,2017/2018,Ratio,Percent reconvicted,32.4,All,21-25 years
S12000041,2015/2016,Mean,Average reconvictions per offender,0.49,All,21-25 years
S12000011,2012/2013,Ratio,Percent reconvicted,30.9,All,21-25 years
S12000041,2016/2017,Ratio,Percent reconvicted,27.1,All,21-25 years
S12000041,2014/2015,Mean,Average reconvictions per offender,0.36,All,21-25 years
S12000011,2012/2013,Ratio,Percent reconvicted,36.1,All,Under 21 years
S12000041,2017/2018,Mean,Average reconvictions per offender,0.55,All,Under 21 years
S12000011,2014/2015,Ratio,Percent reconvicted,37,All,Under 21 years
S12000011,2014/2015,Ratio,Percent reconvicted,28.8,All,All
S12000011,2013/2014,Ratio,Percent reconvicted,20.7,All,Over 40 years
S12000011,2015/2016,Ratio,Percent reconvicted,19.5,All,Over 40 years
S12000011,2015/2016,Mean,Average reconvictions per offender,0.38,All,21-25 years
S12000041,2012/2013,Mean,Average reconvictions per offender,0.78,All,21-25 years
S12000041,2015/2016,Ratio,Percent reconvicted,31,All,Under 21 years
S12000041,2015/2016,Mean,Average reconvictions per offender,0.49,All,All
S12000011,2017/2018,Mean,Average reconvictions per offender,0.3,All,Over 40 years
S12000041,2017/2018,Ratio,Percent reconvicted,29,All,Under 21 years
S12000011,2013/2014,Ratio,Percent reconvicted,31,All,21-25 years
S12000011,2012/2013,Ratio,Percent reconvicted,18.8,All,Over 40 years
S12000041,2016/2017,Mean,Average reconvictions per offender,0.41,All,21-25 years
S12000011,2012/2013,Mean,Average reconvictions per offender,0.5,All,21-25 years
S12000011,2014/2015,Ratio,Percent reconvicted,25.4,All,21-25 years
S12000038,2016/2017,Ratio,Percent reconvicted,27.1,All,All
S12000038,2013/2014,Mean,Average reconvictions per offender,0.6,All,Under 21 years
S12000038,2014/2015,Ratio,Percent reconvicted,30.1,All,26-30 years
S12000038,2015/2016,Ratio,Percent reconvicted,29.9,All,31-40 years
S12000011,2016/2017,Ratio,Percent reconvicted,29.9,All,21-25 years
S12000011,2016/2017,Mean,Average reconvictions per offender,0.46,All,All
S12000038,2012/2013,Mean,Average reconvictions per offender,0.3,All,Over 40 years
S12000011,2017/2018,Mean,Average reconvictions per offender,0.43,All,21-25 years
S12000011,2014/2015,Ratio,Percent reconvicted,34.7,All,31-40 years
S12000011,2017/2018,Mean,Average reconvictions per offender,0.7,All,Under 21 years
S12000011,2013/2014,Ratio,Percent reconvicted,27.7,All,26-30 years
S12000011,2014/2015,Mean,Average reconvictions per offender,0.65,All,26-30 years
S12000011,2012/2013,Ratio,Percent reconvicted,31.3,All,26-30 years
S12000011,2013/2014,Mean,Average reconvictions per offender,0.34,All,Over 40 years
S12000011,2013/2014,Mean,Average reconvictions per offender,0.46,All,31-40 years
S12000011,2016/2017,Mean,Average reconvictions per offender,0.27,All,Over 40 years
S12000011,2016/2017,Ratio,Percent reconvicted,30.1,All,31-40 years
S12000011,2012/2013,Mean,Average reconvictions per offender,0.55,All,31-40 years
S12000038,2015/2016,Ratio,Percent reconvicted,28.7,All,26-30 years
S12000038,2014/2015,Ratio,Percent reconvicted,28.8,All,All
S12000038,2014/2015,Mean,Average reconvictions per offender,0.75,All,Under 21 years
S12000013,2015/2016,Ratio,Percent reconvicted,8.3,All,26-30 years
S12000013,2015/2016,Ratio,Percent reconvicted,16.7,All,31-40 years
S12000013,2014/2015,Mean,Average reconvictions per offender,0.33,All,31-40 years
S12000038,2014/2015,Mean,Average reconvictions per offender,0.65,All,26-30 years
S12000013,2016/2017,Ratio,Percent reconvicted,25,All,31-40 years
S12000038,2016/2017,Ratio,Percent reconvicted,16.8,All,Over 40 years
S12000013,2014/2015,Ratio,Percent reconvicted,16.7,All,21-25 years
S12000013,2017/2018,Ratio,Percent reconvicted,21.7,All,31-40 years
S12000038,2017/2018,Ratio,Percent reconvicted,21.1,All,26-30 years
S12000013,2013/2014,Mean,Average reconvictions per offender,0.23,All,21-25 years
S12000038,2013/2014,Mean,Average reconvictions per offender,0.47,All,26-30 years
S12000011,2017/2018,Ratio,Percent reconvicted,28.3,All,21-25 years
S12000011,2017/2018,Mean,Average reconvictions per offender,0.49,All,31-40 years
S12000011,2013/2014,Ratio,Percent reconvicted,27.2,All,31-40 years
S12000011,2012/2013,Ratio,Percent reconvicted,33,All,31-40 years
S12000011,2015/2016,Ratio,Percent reconvicted,25.7,All,21-25 years
S12000038,2016/2017,Mean,Average reconvictions per offender,0.27,All,Over 40 years
S12000038,2017/2018,Mean,Average reconvictions per offender,0.3,All,Over 40 years
S12000013,2016/2017,Ratio,Percent reconvicted,8.6,All,Over 40 years
S12000013,2017/2018,Ratio,Percent reconvicted,50,All,Under 21 years
S12000013,2015/2016,Mean,Average reconvictions per offender,0.3,All,21-25 years
S12000013,2015/2016,Mean,Average reconvictions per offender,0.17,All,26-30 years
S12000038,2015/2016,Mean,Average reconvictions per offender,0.33,All,Over 40 years
S12000038,2015/2016,Mean,Average reconvictions per offender,0.42,All,All
S12000038,2014/2015,Mean,Average reconvictions per offender,0.39,All,21-25 years
S12000038,2015/2016,Ratio,Percent reconvicted,39.1,All,Under 21 years
S12000011,2015/2016,Mean,Average reconvictions per offender,0.69,All,Under 21 years
S12000011,2015/2016,Mean,Average reconvictions per offender,0.33,All,Over 40 years
S12000011,2016/2017,Ratio,Percent reconvicted,37.5,All,Under 21 years
S12000011,2013/2014,Mean,Average reconvictions per offender,0.43,All,21-25 years
S12000038,2015/2016,Ratio,Percent reconvicted,19.5,All,Over 40 years
S12000038,2014/2015,Ratio,Percent reconvicted,37,All,Under 21 years
S12000011,2014/2015,Mean,Average reconvictions per offender,0.39,All,21-25 years
S12000011,2014/2015,Ratio,Percent reconvicted,30.1,All,26-30 years
S12000038,2012/2013,Ratio,Percent reconvicted,18.8,All,Over 40 years
S12000038,2016/2017,Ratio,Percent reconvicted,29.9,All,21-25 years
S12000011,2017/2018,Ratio,Percent reconvicted,32.7,All,Under 21 years
S12000011,2014/2015,Mean,Average reconvictions per offender,0.32,All,Over 40 years
S12000038,2013/2014,Ratio,Percent reconvicted,31,All,21-25 years
S12000011,2014/2015,Mean,Average reconvictions per offender,0.56,All,31-40 years
S12000038,2014/2015,Ratio,Percent reconvicted,25.4,All,21-25 years
S12000038,2013/2014,Mean,Average reconvictions per offender,0.46,All,31-40 years
S12000038,2012/2013,Mean,Average reconvictions per offender,0.48,All,All
S12000038,2016/2017,Ratio,Percent reconvicted,30.1,All,31-40 years
S12000038,2012/2013,Mean,Average reconvictions per offender,0.5,All,21-25 years
S12000038,2013/2014,Ratio,Percent reconvicted,27.2,All,31-40 years
S12000038,2016/2017,Mean,Average reconvictions per offender,0.5,All,21-25 years
S12000011,2016/2017,Ratio,Percent reconvicted,27.1,All,All
S12000038,2014/2015,Mean,Average reconvictions per offender,0.56,All,31-40 years
S12000038,2012/2013,Mean,Average reconvictions per offender,0.55,All,31-40 years
S12000038,2015/2016,Ratio,Percent reconvicted,25.7,All,21-25 years
S12000011,2017/2018,Ratio,Percent reconvicted,28,All,31-40 years
S12000011,2014/2015,Mean,Average reconvictions per offender,0.75,All,Under 21 years
S12000011,2013/2014,Mean,Average reconvictions per offender,0.6,All,Under 21 years
S12000011,2015/2016,Mean,Average reconvictions per offender,0.45,All,31-40 years
S12000038,2017/2018,Ratio,Percent reconvicted,28.3,All,21-25 years
S12000011,2017/2018,Ratio,Percent reconvicted,24.8,All,All
S12000038,2014/2015,Mean,Average reconvictions per offender,0.32,All,Over 40 years
S12000011,2015/2016,Ratio,Percent reconvicted,29.9,All,31-40 years
S12000011,2012/2013,Mean,Average reconvictions per offender,0.3,All,Over 40 years
S12000011,2015/2016,Ratio,Percent reconvicted,28.7,All,26-30 years
S12000011,2015/2016,Mean,Average reconvictions per offender,0.42,All,26-30 years
S12000038,2017/2018,Ratio,Percent reconvicted,18.4,All,Over 40 years
S12000038,2013/2014,Mean,Average reconvictions per offender,0.43,All,21-25 years
S12000038,2015/2016,Mean,Average reconvictions per offender,0.38,All,21-25 years
S12000038,2012/2013,Ratio,Percent reconvicted,33,All,31-40 years
S12000018,2014/2015,Mean,Average reconvictions per offender,0.55,All,All
S12000018,2012/2013,Mean,Average reconvictions per offender,0.58,All,26-30 years
S12000018,2014/2015,Mean,Average reconvictions per offender,0.52,All,26-30 years
S12000018,2017/2018,Mean,Average reconvictions per offender,0.44,All,All
S12000034,2013/2014,Mean,Average reconvictions per offender,0.52,All,21-25 years
S12000034,2017/2018,Mean,Average reconvictions per offender,0.51,All,21-25 years
S12000018,2012/2013,Ratio,Percent reconvicted,22.2,All,Over 40 years
S12000034,2016/2017,Ratio,Percent reconvicted,23.9,All,Over 40 years
S12000034,2016/2017,Mean,Average reconvictions per offender,0.65,All,All
S12000034,2014/2015,Ratio,Percent reconvicted,32.9,All,Under 21 years
S12000034,2017/2018,Mean,Average reconvictions per offender,0.69,All,31-40 years
S12000018,2013/2014,Ratio,Percent reconvicted,18.3,All,Over 40 years
S12000018,2014/2015,Ratio,Percent reconvicted,31.7,All,Under 21 years
S12000034,2014/2015,Mean,Average reconvictions per offender,0.55,All,31-40 years
S12000018,2017/2018,Mean,Average reconvictions per offender,0.36,All,Over 40 years
S12000034,2014/2015,Ratio,Percent reconvicted,27.4,All,All
S12000018,2015/2016,Mean,Average reconvictions per offender,0.37,All,Over 40 years
S12000034,2017/2018,Mean,Average reconvictions per offender,0.64,All,26-30 years
S12000018,2015/2016,Ratio,Percent reconvicted,31.6,All,31-40 years
S12000034,2015/2016,Mean,Average reconvictions per offender,0.62,All,Under 21 years
S12000034,2015/2016,Mean,Average reconvictions per offender,0.69,All,31-40 years
S12000034,2016/2017,Mean,Average reconvictions per offender,0.71,All,Under 21 years
