FeatureCode,DateCode,Measurement,Units,Value,Indicator (travel to work)
S12000041,2003,Ratio,Percent Of Journeys,56.8,% Child Journeys To School By Walking/Cycling
S12000041,2005,Ratio,Percent Of Journeys,1.6,% Train Journeys To Work
S12000041,2018,Ratio,Percent Of Journeys,4,% Train Journeys To Work
S12000041,1999,Ratio,Percent Of Journeys,5.3,% Cycling Journeys To Work
S12000041,1999,Ratio,Percent Of Journeys,1.9,% Education Journeys
S12000041,2007,Ratio,Percent Of Journeys,1.4,% Education Journeys
S12000041,2005,Ratio,Percent Of Journeys,6.3,% Bus Journeys To Work
S12000041,2007,Ratio,Percent Of Journeys,23.5,% Commuting Journeys
S12000041,2009,Ratio,Percent Of Journeys,22.9,% Commuting Journeys
S12000041,2013,Ratio,Percent Of Journeys,2.3,% Education Journeys
S12000041,2016,Ratio,Percent Of Journeys,7.9,% Education Journeys
S12000041,2014,Ratio,Percent Of Journeys,5.3,% Education Journeys
S12000041,2005,Ratio,Percent Of Journeys,6,% Education Journeys
S12000041,2001,Ratio,Percent Of Journeys,1.1,% Education Journeys
S12000041,2009,Ratio,Percent Of Journeys,2.9,% Education Journeys
S12000041,2018,Ratio,Percent Of Journeys,1,% Bus Journeys To Work
S12000041,2013,Ratio,Percent Of Journeys,0.9,% Train Journeys To Work
S12000041,2018,Ratio,Percent Of Journeys,8,% Education Journeys
S12000041,2012,Ratio,Percent Of Journeys,3.3,% Bus Journeys To Work
S12000041,2005,Ratio,Percent Of Journeys,67.7,% Child Journeys To School By Walking/Cycling
S12000041,2007,Ratio,Percent Of Journeys,5.3,% Bus Journeys To Work
S12000041,2017,Ratio,Percent Of Journeys,2.5,% Education Journeys
S12000041,2018,Ratio,Percent Of Journeys,13,% Walking Journeys To Work
S12000041,2016,Ratio,Percent Of Journeys,22.4,% Commuting Journeys
S12000041,2009,Ratio,Percent Of Journeys,53.1,% Child Journeys To School By Walking/Cycling
S12000041,2007,Ratio,Percent Of Journeys,55.9,% Child Journeys To School By Walking/Cycling
S12000041,2014,Ratio,Percent Of Journeys,1.3,% Train Journeys To Work
S12000041,2016,Ratio,Percent Of Journeys,2.4,% Train Journeys To Work
S12000041,2013,Ratio,Percent Of Journeys,21.6,% Shopping Journeys
S12000041,2016,Ratio,Percent Of Journeys,20.6,% Shopping Journeys
S12000041,2019,Ratio,Percent Of Journeys,1,% Train Journeys To Work
S12000041,2012,Ratio,Percent Of Journeys,65.8,% Child Journeys To School By Walking/Cycling
S12000041,2012,Ratio,Percent Of Journeys,20.6,% Shopping Journeys
S12000041,2019,Ratio,Percent Of Journeys,16,% Commuting Journeys
S12000041,2016,Ratio,Percent Of Journeys,6.3,% Bus Journeys To Work
S12000041,2009,Ratio,Percent Of Journeys,19.4,% Shopping Journeys
S12000041,2013,Ratio,Percent Of Journeys,4.3,% Bus Journeys To Work
S12000041,2003,Ratio,Percent Of Journeys,21.1,% Shopping Journeys
S12000041,2014,Ratio,Percent Of Journeys,25.2,% Shopping Journeys
S12000041,2015,Ratio,Percent Of Journeys,0.4,% Train Journeys To Work
S12000041,1999,Ratio,Percent Of Journeys,5.7,% Bus Journeys To Work
S12000042,2001,Ratio,Percent Of Journeys,25.9,% Shopping Journeys
S12000042,2013,Ratio,Percent Of Journeys,2.8,% Cycling Journeys To Work
S12000042,2007,Ratio,Percent Of Journeys,0.7,% Train Journeys To Work
S12000042,2012,Ratio,Percent Of Journeys,3.2,% Cycling Journeys To Work
S12000042,2001,Ratio,Percent Of Journeys,52.1,% Child Journeys To School By Walking/Cycling
S12000042,2018,Ratio,Percent Of Journeys,21,% Walking Journeys To Work
S12000042,2019,Ratio,Percent Of Journeys,4,% Business Journeys
S12000042,2016,Ratio,Percent Of Journeys,1.3,% Cycling Journeys To Work
S12000042,2005,Ratio,Percent Of Journeys,0.2,% Train Journeys To Work
S12000042,2009,Ratio,Percent Of Journeys,24.5,% Shopping Journeys
S12000042,2013,Ratio,Percent Of Journeys,22.1,% Shopping Journeys
S12000042,2019,Ratio,Percent Of Journeys,1,% Train Journeys To Work
S12000042,2014,Ratio,Percent Of Journeys,21.1,% Shopping Journeys
S12000042,2018,Ratio,Percent Of Journeys,8,% Education Journeys
S12000042,2014,Ratio,Percent Of Journeys,2.1,% Cycling Journeys To Work
S12000042,2013,Ratio,Percent Of Journeys,3.8,% Business Journeys
S12000042,2015,Ratio,Percent Of Journeys,2.2,% Business Journeys
S12000042,2016,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000042,1999,Ratio,Percent Of Journeys,26.3,% Shopping Journeys
S12000042,1999,Ratio,Percent Of Journeys,24.4,% Commuting Journeys
S12000042,2015,Ratio,Percent Of Journeys,20.8,% Shopping Journeys
S12000042,2016,Ratio,Percent Of Journeys,23.8,% Shopping Journeys
S12000042,2014,Ratio,Percent Of Journeys,62.5,% Child Journeys To School By Walking/Cycling
S12000042,2013,Ratio,Percent Of Journeys,18.8,% Commuting Journeys
S12000042,2001,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000042,2003,Ratio,Percent Of Journeys,0.8,% Train Journeys To Work
S12000042,2018,Ratio,Percent Of Journeys,26,% Shopping Journeys
S12000042,2019,Ratio,Percent Of Journeys,28,% Shopping Journeys
S12000042,2017,Ratio,Percent Of Journeys,14.4,% Walking Journeys To Work
S12000042,2017,Ratio,Percent Of Journeys,6.8,% Cycling Journeys To Work
S12000042,2001,Ratio,Percent Of Journeys,25,% Commuting Journeys
S12000042,2013,Ratio,Percent Of Journeys,40,% Child Journeys To School By Walking/Cycling
S12000042,2005,Ratio,Percent Of Journeys,29,% Commuting Journeys
S12000042,2015,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000042,2009,Ratio,Percent Of Journeys,50.6,% Child Journeys To School By Walking/Cycling
S12000042,2012,Ratio,Percent Of Journeys,56,% Child Journeys To School By Walking/Cycling
S12000042,2013,Ratio,Percent Of Journeys,2.3,% Health Journeys
S12000042,2015,Ratio,Percent Of Journeys,2.5,% Health Journeys
S12000042,1999,Ratio,Percent Of Journeys,2.1,% Health Journeys
S12000042,2015,Ratio,Percent Of Journeys,0.7,% Cycling Journeys To Work
S12000042,2019,Ratio,Percent Of Journeys,2,% Health Journeys
S12000042,2012,Ratio,Percent Of Journeys,2.1,% Health Journeys
S12000042,1999,Ratio,Percent Of Journeys,1.2,% Train Journeys To Work
S12000042,2003,Ratio,Percent Of Journeys,2,% Health Journeys
S12000042,2018,Ratio,Percent Of Journeys,2,% Train Journeys To Work
S12000042,2018,Ratio,Percent Of Journeys,17,% Commuting Journeys
S12000042,2017,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000042,2003,Ratio,Percent Of Journeys,21.3,% Shopping Journeys
S12000042,2014,Ratio,Percent Of Journeys,1.8,% Health Journeys
S12000042,2016,Ratio,Percent Of Journeys,1.7,% Health Journeys
S12000042,2005,Ratio,Percent Of Journeys,22,% Shopping Journeys
S12000042,2007,Ratio,Percent Of Journeys,21,% Shopping Journeys
S12000042,2017,Ratio,Percent Of Journeys,20.4,% Commuting Journeys
S12000042,2001,Ratio,Percent Of Journeys,3.7,% Health Journeys
S12000042,2005,Ratio,Percent Of Journeys,62.7,% Child Journeys To School By Walking/Cycling
S12000042,2009,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000042,2013,Ratio,Percent Of Journeys,1.2,% Train Journeys To Work
S12000042,2018,Ratio,Percent Of Journeys,2,% Health Journeys
S12000042,2012,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000042,2014,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000042,2017,Ratio,Percent Of Journeys,1,% Health Journeys
S12000042,2019,Ratio,Percent Of Journeys,3,% Cycling Journeys To Work
S12000042,1999,Ratio,Percent Of Journeys,66.8,% Child Journeys To School By Walking/Cycling
S12000042,2009,Ratio,Percent Of Journeys,4.4,% Health Journeys
S12000042,2007,Ratio,Percent Of Journeys,60.3,% Child Journeys To School By Walking/Cycling
S12000042,2015,Ratio,Percent Of Journeys,52.9,% Child Journeys To School By Walking/Cycling
S12000042,2005,Ratio,Percent Of Journeys,4,% Health Journeys
S12000042,2016,Ratio,Percent Of Journeys,39.6,% Child Journeys To School By Walking/Cycling
S12000042,2003,Ratio,Percent Of Journeys,66.6,% Child Journeys To School By Walking/Cycling
S12000042,2017,Ratio,Percent Of Journeys,1,% Business Journeys
S12000042,2007,Ratio,Percent Of Journeys,2.7,% Health Journeys
S12000042,2007,Ratio,Percent Of Journeys,20.6,% Commuting Journeys
S12000042,2009,Ratio,Percent Of Journeys,18.6,% Walking Journeys To Work
S12000042,2012,Ratio,Percent Of Journeys,20.3,% Walking Journeys To Work
S12000042,2012,Ratio,Percent Of Journeys,18.3,% Bus Journeys To Work
S12000042,2014,Ratio,Percent Of Journeys,9.4,% Bus Journeys To Work
S12000042,1999,Ratio,Percent Of Journeys,3.7,% Education Journeys
S12000042,1999,Ratio,Percent Of Journeys,1.1,% Cycling Journeys To Work
S12000042,2001,Ratio,Percent Of Journeys,4.2,% Education Journeys
S12000042,2013,Ratio,Percent Of Journeys,6.9,% Education Journeys
S12000042,2015,Ratio,Percent Of Journeys,18.9,% Commuting Journeys
S12000042,2009,Ratio,Percent Of Journeys,24,% Commuting Journeys
S12000042,2017,Ratio,Percent Of Journeys,7.8,% Education Journeys
S12000042,2009,Ratio,Percent Of Journeys,0.3,% Business Journeys
S12000042,2012,Ratio,Percent Of Journeys,24.2,% Shopping Journeys
S12000042,2009,Ratio,Percent Of Journeys,1.1,% Cycling Journeys To Work
S12000042,2012,Ratio,Percent Of Journeys,19.3,% Commuting Journeys
S12000042,2003,Ratio,Percent Of Journeys,29.6,% Commuting Journeys
S12000042,2019,Ratio,Percent Of Journeys,18,% Commuting Journeys
S12000042,2003,Ratio,Percent Of Journeys,6.8,% Education Journeys
S12000042,2014,Ratio,Percent Of Journeys,8.3,% Education Journeys
S12000042,2013,Ratio,Percent Of Journeys,14.2,% Bus Journeys To Work
S12000042,2005,Ratio,Percent Of Journeys,7,% Education Journeys
S12000042,2017,Ratio,Percent Of Journeys,24.2,% Shopping Journeys
S12000042,2015,Ratio,Percent Of Journeys,8.3,% Education Journeys
S12000042,2018,Ratio,Percent Of Journeys,12,% Bus Journeys To Work
S12000042,2019,Ratio,Percent Of Journeys,16,% Walking Journeys To Work
S12000042,2019,Ratio,Percent Of Journeys,10,% Education Journeys
S12000042,2016,Ratio,Percent Of Journeys,6.7,% Education Journeys
S12000042,2018,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000042,2009,Ratio,Percent Of Journeys,3.4,% Education Journeys
S12000042,2016,Ratio,Percent Of Journeys,14.4,% Bus Journeys To Work
S12000042,2007,Ratio,Percent Of Journeys,4.2,% Education Journeys
S12000042,2001,Ratio,Percent Of Journeys,2,% Business Journeys
S12000042,2018,Ratio,Percent Of Journeys,3,% Business Journeys
S12000042,2003,Ratio,Percent Of Journeys,19.5,% Bus Journeys To Work
S12000042,1999,Ratio,Percent Of Journeys,3.2,% Business Journeys
S12000042,2007,Ratio,Percent Of Journeys,18.6,% Walking Journeys To Work
S12000042,2003,Ratio,Percent Of Journeys,17.4,% Walking Journeys To Work
S12000042,2005,Ratio,Percent Of Journeys,19.8,% Walking Journeys To Work
S12000042,2005,Ratio,Percent Of Journeys,10.2,% Bus Journeys To Work
S12000042,2016,Ratio,Percent Of Journeys,13.2,% Walking Journeys To Work
S12000042,2013,Ratio,Percent Of Journeys,13.1,% Walking Journeys To Work
S12000042,2003,Ratio,Percent Of Journeys,2.9,% Business Journeys
S12000042,2001,Ratio,Percent Of Journeys,16.3,% Walking Journeys To Work
S12000042,2005,Ratio,Percent Of Journeys,2,% Business Journeys
S12000042,2007,Ratio,Percent Of Journeys,1.7,% Cycling Journeys To Work
S12000042,2014,Ratio,Percent Of Journeys,19.5,% Walking Journeys To Work
S12000042,2015,Ratio,Percent Of Journeys,13.4,% Walking Journeys To Work
S12000042,2014,Ratio,Percent Of Journeys,19.4,% Commuting Journeys
S12000042,2009,Ratio,Percent Of Journeys,12.9,% Bus Journeys To Work
S12000042,2001,Ratio,Percent Of Journeys,14.1,% Bus Journeys To Work
S12000042,2015,Ratio,Percent Of Journeys,20.4,% Bus Journeys To Work
S12000042,2005,Ratio,Percent Of Journeys,2,% Cycling Journeys To Work
S12000042,2007,Ratio,Percent Of Journeys,1,% Business Journeys
S12000042,2016,Ratio,Percent Of Journeys,20.3,% Commuting Journeys
S12000042,2012,Ratio,Percent Of Journeys,2.5,% Business Journeys
S12000042,2014,Ratio,Percent Of Journeys,0.7,% Business Journeys
S12000042,2003,Ratio,Percent Of Journeys,1.8,% Cycling Journeys To Work
S12000042,2007,Ratio,Percent Of Journeys,18.7,% Bus Journeys To Work
S12000042,1999,Ratio,Percent Of Journeys,15.6,% Walking Journeys To Work
S12000042,1999,Ratio,Percent Of Journeys,18.3,% Bus Journeys To Work
S12000042,2016,Ratio,Percent Of Journeys,0.4,% Business Journeys
S12000042,2001,Ratio,Percent Of Journeys,2,% Cycling Journeys To Work
S12000042,2012,Ratio,Percent Of Journeys,10.1,% Education Journeys
S12000042,2019,Ratio,Percent Of Journeys,12,% Bus Journeys To Work
S12000042,2017,Ratio,Percent Of Journeys,16.4,% Bus Journeys To Work
S12000045,2019,Ratio,Percent Of Journeys,80,% Child Journeys To School By Walking/Cycling
S12000045,2007,Ratio,Percent Of Journeys,8,% Train Journeys To Work
S12000045,2015,Ratio,Percent Of Journeys,7.3,% Walking Journeys To Work
S12000045,2007,Ratio,Percent Of Journeys,22.7,% Shopping Journeys
S12000045,2012,Ratio,Percent Of Journeys,4.8,% Train Journeys To Work
S12000045,2012,Ratio,Percent Of Journeys,1.5,% Business Journeys
S12000045,2018,Ratio,Percent Of Journeys,23,% Commuting Journeys
S12000045,2014,Ratio,Percent Of Journeys,6.2,% Walking Journeys To Work
S12000045,2005,Ratio,Percent Of Journeys,5.2,% Walking Journeys To Work
S12000045,2001,Ratio,Percent Of Journeys,5.5,% Train Journeys To Work
S12000045,2001,Ratio,Percent Of Journeys,4.8,% Education Journeys
S12000045,2005,Ratio,Percent Of Journeys,8.6,% Train Journeys To Work
S12000045,2018,Ratio,Percent Of Journeys,13,% Train Journeys To Work
S12000045,2009,Ratio,Percent Of Journeys,24.3,% Shopping Journeys
S12000045,2017,Ratio,Percent Of Journeys,7.3,% Education Journeys
S12000045,2009,Ratio,Percent Of Journeys,14.7,% Train Journeys To Work
S12000045,1999,Ratio,Percent Of Journeys,11.1,% Train Journeys To Work
S12000045,2003,Ratio,Percent Of Journeys,3,% Education Journeys
S12000045,2016,Ratio,Percent Of Journeys,2.5,% Health Journeys
S12000045,2007,Ratio,Percent Of Journeys,2.8,% Health Journeys
S12000045,2017,Ratio,Percent Of Journeys,1.2,% Bus Journeys To Work
S12000045,2005,Ratio,Percent Of Journeys,1,% Health Journeys
S12000045,2017,Ratio,Percent Of Journeys,10,% Train Journeys To Work
S12000045,2012,Ratio,Percent Of Journeys,4.3,% Education Journeys
S12000045,2013,Ratio,Percent Of Journeys,4.4,% Education Journeys
S12000045,2014,Ratio,Percent Of Journeys,20.6,% Shopping Journeys
S12000045,1999,Ratio,Percent Of Journeys,22.5,% Shopping Journeys
S12000045,2009,Ratio,Percent Of Journeys,3.2,% Walking Journeys To Work
S12000045,2013,Ratio,Percent Of Journeys,8.2,% Walking Journeys To Work
S12000045,1999,Ratio,Percent Of Journeys,1.7,% Health Journeys
S12000045,2016,Ratio,Percent Of Journeys,7.7,% Walking Journeys To Work
S12000045,2017,Ratio,Percent Of Journeys,20.4,% Commuting Journeys
S12000045,2009,Ratio,Percent Of Journeys,1.5,% Health Journeys
S12000045,2012,Ratio,Percent Of Journeys,2.2,% Health Journeys
S12000045,2001,Ratio,Percent Of Journeys,2.3,% Health Journeys
S12000045,2003,Ratio,Percent Of Journeys,1.9,% Health Journeys
S12000045,2001,Ratio,Percent Of Journeys,2,% Cycling Journeys To Work
S12000045,2019,Ratio,Percent Of Journeys,4,% Health Journeys
S12000045,2019,Ratio,Percent Of Journeys,23,% Commuting Journeys
S12000045,2019,Ratio,Percent Of Journeys,25,% Shopping Journeys
S12000045,2001,Ratio,Percent Of Journeys,54.3,% Child Journeys To School By Walking/Cycling
S12000045,2017,Ratio,Percent Of Journeys,9.2,% Walking Journeys To Work
S12000045,2013,Ratio,Percent Of Journeys,11.9,% Train Journeys To Work
S12000045,2018,Ratio,Percent Of Journeys,2,% Health Journeys
S12000045,2015,Ratio,Percent Of Journeys,11.6,% Train Journeys To Work
S12000045,2007,Ratio,Percent Of Journeys,0.8,% Business Journeys
S12000045,2015,Ratio,Percent Of Journeys,1,% Cycling Journeys To Work
S12000045,2001,Ratio,Percent Of Journeys,8,% Bus Journeys To Work
S12000045,2007,Ratio,Percent Of Journeys,54.2,% Child Journeys To School By Walking/Cycling
S12000045,2003,Ratio,Percent Of Journeys,11.1,% Bus Journeys To Work
S12000045,2014,Ratio,Percent Of Journeys,2,% Cycling Journeys To Work
S12000045,1999,Ratio,Percent Of Journeys,0.6,% Cycling Journeys To Work
S12000045,2005,Ratio,Percent Of Journeys,7.5,% Bus Journeys To Work
S12000045,2013,Ratio,Percent Of Journeys,2.6,% Cycling Journeys To Work
S12000045,2003,Ratio,Percent Of Journeys,8.1,% Train Journeys To Work
S12000045,2019,Ratio,Percent Of Journeys,1,% Cycling Journeys To Work
S12000045,2012,Ratio,Percent Of Journeys,18,% Shopping Journeys
S12000045,2019,Ratio,Percent Of Journeys,2,% Walking Journeys To Work
S12000045,2019,Ratio,Percent Of Journeys,16,% Train Journeys To Work
S12000045,2009,Ratio,Percent Of Journeys,0.1,% Business Journeys
S12000045,2005,Ratio,Percent Of Journeys,2,% Education Journeys
S12000045,2015,Ratio,Percent Of Journeys,56.4,% Child Journeys To School By Walking/Cycling
S12000045,1999,Ratio,Percent Of Journeys,3.7,% Education Journeys
S12000045,2014,Ratio,Percent Of Journeys,56.6,% Child Journeys To School By Walking/Cycling
S12000045,2018,Ratio,Percent Of Journeys,3,% Business Journeys
S12000045,2017,Ratio,Percent Of Journeys,1.8,% Business Journeys
S12000045,2003,Ratio,Percent Of Journeys,53.4,% Child Journeys To School By Walking/Cycling
S12000045,2018,Ratio,Percent Of Journeys,25,% Shopping Journeys
S12000045,2009,Ratio,Percent Of Journeys,3.3,% Education Journeys
S12000045,2007,Ratio,Percent Of Journeys,3.2,% Education Journeys
S12000045,2012,Ratio,Percent Of Journeys,55.8,% Child Journeys To School By Walking/Cycling
S12000045,2016,Ratio,Percent Of Journeys,54.2,% Child Journeys To School By Walking/Cycling
S12000045,2009,Ratio,Percent Of Journeys,7.6,% Bus Journeys To Work
S12000045,1999,Ratio,Percent Of Journeys,5.4,% Business Journeys
S12000045,2001,Ratio,Percent Of Journeys,3.9,% Business Journeys
S12000045,2016,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000045,2003,Ratio,Percent Of Journeys,2.4,% Business Journeys
S12000045,2007,Ratio,Percent Of Journeys,22.6,% Commuting Journeys
S12000045,2018,Ratio,Percent Of Journeys,46,% Child Journeys To School By Walking/Cycling
S12000045,2001,Ratio,Percent Of Journeys,24.1,% Commuting Journeys
S12000045,2001,Ratio,Percent Of Journeys,8.2,% Walking Journeys To Work
S12000045,2012,Ratio,Percent Of Journeys,1.1,% Cycling Journeys To Work
S12000045,2005,Ratio,Percent Of Journeys,2.3,% Cycling Journeys To Work
S12000045,2018,Ratio,Percent Of Journeys,3,% Cycling Journeys To Work
S12000045,2007,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000045,2016,Ratio,Percent Of Journeys,9.2,% Train Journeys To Work
S12000045,2019,Ratio,Percent Of Journeys,5,% Education Journeys
S12000045,2003,Ratio,Percent Of Journeys,0.9,% Cycling Journeys To Work
S12000045,2007,Ratio,Percent Of Journeys,7.9,% Bus Journeys To Work
S12000045,2017,Ratio,Percent Of Journeys,41.3,% Child Journeys To School By Walking/Cycling
S12000045,2013,Ratio,Percent Of Journeys,3.4,% Business Journeys
S12000045,2014,Ratio,Percent Of Journeys,0.7,% Business Journeys
S12000045,2017,Ratio,Percent Of Journeys,22.7,% Shopping Journeys
S12000045,2005,Ratio,Percent Of Journeys,62.7,% Child Journeys To School By Walking/Cycling
S12000045,2012,Ratio,Percent Of Journeys,25.8,% Commuting Journeys
S12000045,2009,Ratio,Percent Of Journeys,0.8,% Cycling Journeys To Work
S12000045,2018,Ratio,Percent Of Journeys,9,% Walking Journeys To Work
S12000045,2016,Ratio,Percent Of Journeys,24,% Shopping Journeys
S12000045,2012,Ratio,Percent Of Journeys,1.9,% Walking Journeys To Work
S12000045,2019,Ratio,Percent Of Journeys,2,% Business Journeys
S12000045,2019,Ratio,Percent Of Journeys,6,% Bus Journeys To Work
S12000045,1999,Ratio,Percent Of Journeys,57.9,% Child Journeys To School By Walking/Cycling
S12000045,2003,Ratio,Percent Of Journeys,2,% Walking Journeys To Work
S12000045,2009,Ratio,Percent Of Journeys,21.6,% Commuting Journeys
S12000045,2017,Ratio,Percent Of Journeys,2.3,% Health Journeys
S12000045,2016,Ratio,Percent Of Journeys,11.1,% Education Journeys
S12000045,2017,Ratio,Percent Of Journeys,3.9,% Cycling Journeys To Work
S12000045,1999,Ratio,Percent Of Journeys,5.4,% Walking Journeys To Work
S12000045,2005,Ratio,Percent Of Journeys,23,% Commuting Journeys
S12000045,2015,Ratio,Percent Of Journeys,26.9,% Shopping Journeys
S12000045,2003,Ratio,Percent Of Journeys,21.2,% Commuting Journeys
S12000045,1999,Ratio,Percent Of Journeys,22.3,% Commuting Journeys
S12000045,2013,Ratio,Percent Of Journeys,27.5,% Shopping Journeys
S12000045,2015,Ratio,Percent Of Journeys,1.1,% Health Journeys
S12000045,2018,Ratio,Percent Of Journeys,4,% Education Journeys
S12000045,2009,Ratio,Percent Of Journeys,56.1,% Child Journeys To School By Walking/Cycling
S12000045,2014,Ratio,Percent Of Journeys,10.2,% Train Journeys To Work
S12000045,2016,Ratio,Percent Of Journeys,28.8,% Commuting Journeys
S12000045,2013,Ratio,Percent Of Journeys,58.3,% Child Journeys To School By Walking/Cycling
S12000045,2014,Ratio,Percent Of Journeys,20,% Commuting Journeys
S12000045,2013,Ratio,Percent Of Journeys,23.8,% Commuting Journeys
S12000045,2016,Ratio,Percent Of Journeys,11.8,% Bus Journeys To Work
S12000045,2014,Ratio,Percent Of Journeys,7.9,% Bus Journeys To Work
S12000045,1999,Ratio,Percent Of Journeys,8.1,% Bus Journeys To Work
S12000045,2014,Ratio,Percent Of Journeys,1.1,% Health Journeys
S12000045,2014,Ratio,Percent Of Journeys,7.5,% Education Journeys
S12000045,2016,Ratio,Percent Of Journeys,1.9,% Business Journeys
S12000045,2015,Ratio,Percent Of Journeys,9.7,% Education Journeys
S12000045,2013,Ratio,Percent Of Journeys,6.1,% Bus Journeys To Work
S12000045,2015,Ratio,Percent Of Journeys,2.1,% Business Journeys
S12000045,2015,Ratio,Percent Of Journeys,17.4,% Commuting Journeys
S12000045,2005,Ratio,Percent Of Journeys,3,% Business Journeys
S12000045,2013,Ratio,Percent Of Journeys,2,% Health Journeys
S12000045,2018,Ratio,Percent Of Journeys,6,% Bus Journeys To Work
S12000045,2003,Ratio,Percent Of Journeys,24.9,% Shopping Journeys
S12000045,2001,Ratio,Percent Of Journeys,24.2,% Shopping Journeys
S12000045,2007,Ratio,Percent Of Journeys,8.2,% Walking Journeys To Work
S12000045,2012,Ratio,Percent Of Journeys,15,% Bus Journeys To Work
S12000045,2005,Ratio,Percent Of Journeys,23,% Shopping Journeys
S12000045,2015,Ratio,Percent Of Journeys,4.9,% Bus Journeys To Work
S12000047,2018,Ratio,Percent Of Journeys,6,% Bus Journeys To Work
S12000047,2018,Ratio,Percent Of Journeys,27,% Commuting Journeys
S12000047,2013,Ratio,Percent Of Journeys,26.4,% Shopping Journeys
S12000047,2009,Ratio,Percent Of Journeys,25.2,% Commuting Journeys
S12000047,2015,Ratio,Percent Of Journeys,24.2,% Shopping Journeys
S12000047,2005,Ratio,Percent Of Journeys,28,% Commuting Journeys
S12000047,2007,Ratio,Percent Of Journeys,24.6,% Commuting Journeys
S12000047,2001,Ratio,Percent Of Journeys,24.2,% Commuting Journeys
S12000047,2015,Ratio,Percent Of Journeys,23.9,% Commuting Journeys
S12000047,2016,Ratio,Percent Of Journeys,21.1,% Commuting Journeys
S12000047,1999,Ratio,Percent Of Journeys,22.3,% Commuting Journeys
S12000047,2013,Ratio,Percent Of Journeys,23.2,% Commuting Journeys
S12000047,2003,Ratio,Percent Of Journeys,27.4,% Commuting Journeys
S12000047,2019,Ratio,Percent Of Journeys,18,% Commuting Journeys
S12000047,2016,Ratio,Percent Of Journeys,22.6,% Shopping Journeys
S12000047,2017,Ratio,Percent Of Journeys,20.8,% Commuting Journeys
S12000047,2017,Ratio,Percent Of Journeys,20.7,% Shopping Journeys
S12000047,2017,Ratio,Percent Of Journeys,8.6,% Bus Journeys To Work
S12000047,2009,Ratio,Percent Of Journeys,28,% Shopping Journeys
S12000047,2012,Ratio,Percent Of Journeys,25.5,% Commuting Journeys
S12000047,2017,Ratio,Percent Of Journeys,1,% Business Journeys
S12000047,2014,Ratio,Percent Of Journeys,17,% Commuting Journeys
S12000047,2012,Ratio,Percent Of Journeys,22.5,% Shopping Journeys
S12000047,2017,Ratio,Percent Of Journeys,8.5,% Walking Journeys To Work
S12000047,2017,Ratio,Percent Of Journeys,3.8,% Education Journeys
S12000047,2016,Ratio,Percent Of Journeys,12.5,% Walking Journeys To Work
S12000047,2018,Ratio,Percent Of Journeys,2,% Business Journeys
S12000047,2015,Ratio,Percent Of Journeys,10.2,% Bus Journeys To Work
S12000047,2014,Ratio,Percent Of Journeys,3.9,% Bus Journeys To Work
S12000047,2012,Ratio,Percent Of Journeys,48.6,% Child Journeys To School By Walking/Cycling
S12000047,2003,Ratio,Percent Of Journeys,50.4,% Child Journeys To School By Walking/Cycling
S12000047,2001,Ratio,Percent Of Journeys,13,% Walking Journeys To Work
S12000047,1999,Ratio,Percent Of Journeys,11.4,% Walking Journeys To Work
S12000047,2015,Ratio,Percent Of Journeys,6.8,% Education Journeys
S12000047,2007,Ratio,Percent Of Journeys,8.9,% Walking Journeys To Work
S12000047,2003,Ratio,Percent Of Journeys,9.6,% Walking Journeys To Work
S12000047,2005,Ratio,Percent Of Journeys,11.8,% Walking Journeys To Work
S12000047,2012,Ratio,Percent Of Journeys,8.5,% Walking Journeys To Work
S12000047,2009,Ratio,Percent Of Journeys,9.1,% Walking Journeys To Work
S12000047,2015,Ratio,Percent Of Journeys,2.1,% Business Journeys
S12000047,2016,Ratio,Percent Of Journeys,61.2,% Child Journeys To School By Walking/Cycling
S12000047,2007,Ratio,Percent Of Journeys,3.9,% Education Journeys
S12000047,2013,Ratio,Percent Of Journeys,1.2,% Business Journeys
S12000047,2007,Ratio,Percent Of Journeys,2.3,% Health Journeys
S12000047,2001,Ratio,Percent Of Journeys,2.8,% Health Journeys
S12000047,2019,Ratio,Percent Of Journeys,10,% Bus Journeys To Work
S12000047,2019,Ratio,Percent Of Journeys,25,% Shopping Journeys
S12000047,2019,Ratio,Percent Of Journeys,9,% Walking Journeys To Work
S12000047,2007,Ratio,Percent Of Journeys,49.8,% Child Journeys To School By Walking/Cycling
S12000047,2013,Ratio,Percent Of Journeys,7.2,% Bus Journeys To Work
S12000047,2016,Ratio,Percent Of Journeys,2.9,% Bus Journeys To Work
S12000047,2005,Ratio,Percent Of Journeys,53.3,% Child Journeys To School By Walking/Cycling
S12000047,1999,Ratio,Percent Of Journeys,3.3,% Education Journeys
S12000047,2009,Ratio,Percent Of Journeys,49.8,% Child Journeys To School By Walking/Cycling
