area_code,reference_name,area_type,year,age,gender,outcome,measure_type,value,units
S12000045,East Dunbartonshire,Local Authority,2006,20-39 years,All,Killed Or Seriously Injured,Count,8,People
S12000049,Glasgow City,Local Authority,2006,40-59 years,All,Killed Or Seriously Injured,Count,58,People
S12000045,East Dunbartonshire,Local Authority,2006,40-59 years,All,Killed Or Seriously Injured,Count,5,People
S12000050,North Lanarkshire,Local Authority,2006,20-39 years,All,Killed Or Seriously Injured,Count,34,People
S12000049,Glasgow City,Local Authority,2006,20-39 years,All,Killed Or Seriously Injured,Count,112,People
S12000047,Fife,Local Authority,2006,20-39 years,All,Killed Or Seriously Injured,Count,84,People
S12000047,Fife,Local Authority,2006,40-59 years,All,Killed Or Seriously Injured,Count,44,People
S12000042,Dundee City,Local Authority,2006,40-59 years,All,Killed Or Seriously Injured,Count,13,People
S12000045,East Dunbartonshire,Local Authority,2006,0-19 years,All,Killed Or Seriously Injured,Count,13,People
S12000039,West Dunbartonshire,Local Authority,2006,0-19 years,All,Killed Or Seriously Injured,Count,13,People
S12000048,Perth and Kinross,Local Authority,2006,40-59 years,All,Killed Or Seriously Injured,Count,51,People
S12000039,West Dunbartonshire,Local Authority,2006,20-39 years,All,Killed Or Seriously Injured,Count,16,People
S12000039,West Dunbartonshire,Local Authority,2006,40-59 years,All,Killed Or Seriously Injured,Count,10,People
S12000048,Perth and Kinross,Local Authority,2006,20-39 years,All,Killed Or Seriously Injured,Count,49,People
S12000050,North Lanarkshire,Local Authority,2006,0-19 years,All,Killed Or Seriously Injured,Count,35,People
S12000049,Glasgow City,Local Authority,2006,0-19 years,All,Killed Or Seriously Injured,Count,92,People
S12000048,Perth and Kinross,Local Authority,2006,0-19 years,All,Killed Or Seriously Injured,Count,30,People
S12000038,Renfrewshire,Local Authority,2003,20-39 years,All,Killed Or Seriously Injured,Count,39,People
S12000038,Renfrewshire,Local Authority,2003,40-59 years,All,Killed Or Seriously Injured,Count,25,People
S08000031,Greater Glasgow and Clyde,Health Board,2005,20-39 years,All,Killed Or Seriously Injured,Count,178,People
S08000029,Fife,Health Board,2005,40-59 years,All,Killed Or Seriously Injured,Count,37,People
S12000038,Renfrewshire,Local Authority,2003,0-19 years,All,Killed Or Seriously Injured,Count,30,People
S12000036,City of Edinburgh,Local Authority,2003,0-19 years,All,Killed Or Seriously Injured,Count,36,People
S08000031,Greater Glasgow and Clyde,Health Board,2005,0-19 years,All,Killed Or Seriously Injured,Count,140,People
S08000031,Greater Glasgow and Clyde,Health Board,2005,40-59 years,All,Killed Or Seriously Injured,Count,114,People
S08000030,Tayside,Health Board,2005,40-59 years,All,Killed Or Seriously Injured,Count,78,People
S12000048,Perth and Kinross,Local Authority,2003,0-19 years,All,Killed Or Seriously Injured,Count,38,People
S12000048,Perth and Kinross,Local Authority,2003,20-39 years,All,Killed Or Seriously Injured,Count,50,People
S12000045,East Dunbartonshire,Local Authority,2003,40-59 years,All,Killed Or Seriously Injured,Count,6,People
S12000041,Angus,Local Authority,2003,40-59 years,All,Killed Or Seriously Injured,Count,15,People
S12000047,Fife,Local Authority,2003,40-59 years,All,Killed Or Seriously Injured,Count,40,People
S12000047,Fife,Local Authority,2003,20-39 years,All,Killed Or Seriously Injured,Count,76,People
S12000047,Fife,Local Authority,2003,0-19 years,All,Killed Or Seriously Injured,Count,53,People
S12000045,East Dunbartonshire,Local Authority,2003,20-39 years,All,Killed Or Seriously Injured,Count,15,People
S08000029,Fife,Health Board,2005,20-39 years,All,Killed Or Seriously Injured,Count,72,People
S12000040,West Lothian,Local Authority,2003,0-19 years,All,Killed Or Seriously Injured,Count,16,People
S12000039,West Dunbartonshire,Local Authority,2003,0-19 years,All,Killed Or Seriously Injured,Count,14,People
S08000028,Western Isles,Health Board,2005,40-59 years,All,Killed Or Seriously Injured,Count,5,People
S08000026,Shetland,Health Board,2005,0-19 years,All,Killed Or Seriously Injured,Count,6,People
S08000026,Shetland,Health Board,2005,20-39 years,All,Killed Or Seriously Injured,Count,2,People
S08000028,Western Isles,Health Board,2005,20-39 years,All,Killed Or Seriously Injured,Count,5,People
S12000041,Angus,Local Authority,2007,40-59 years,All,Killed Or Seriously Injured,Count,16,People
S12000039,West Dunbartonshire,Local Authority,2003,40-59 years,All,Killed Or Seriously Injured,Count,11,People
S08000029,Fife,Health Board,2005,0-19 years,All,Killed Or Seriously Injured,Count,53,People
S12000036,City of Edinburgh,Local Authority,2003,20-39 years,All,Killed Or Seriously Injured,Count,65,People
S12000040,West Lothian,Local Authority,2003,20-39 years,All,Killed Or Seriously Injured,Count,29,People
S08000026,Shetland,Health Board,2005,40-59 years,All,Killed Or Seriously Injured,Count,4,People
S12000036,City of Edinburgh,Local Authority,2003,40-59 years,All,Killed Or Seriously Injured,Count,43,People
S12000040,West Lothian,Local Authority,2003,40-59 years,All,Killed Or Seriously Injured,Count,13,People
S12000039,West Dunbartonshire,Local Authority,2003,20-39 years,All,Killed Or Seriously Injured,Count,19,People
S08000028,Western Isles,Health Board,2005,0-19 years,All,Killed Or Seriously Injured,Count,3,People
S12000041,Angus,Local Authority,2003,0-19 years,All,Killed Or Seriously Injured,Count,18,People
S08000032,Lanarkshire,Health Board,2005,20-39 years,All,Killed Or Seriously Injured,Count,70,People
S08000032,Lanarkshire,Health Board,2005,0-19 years,All,Killed Or Seriously Injured,Count,56,People
S12000042,Dundee City,Local Authority,2003,20-39 years,All,Killed Or Seriously Injured,Count,19,People
S12000030,Stirling,Local Authority,2008,0-19 years,All,Killed Or Seriously Injured,Count,14,People
S08000032,Lanarkshire,Health Board,2005,40-59 years,All,Killed Or Seriously Injured,Count,40,People
S08000024,Lothian,Health Board,2005,20-39 years,All,Killed Or Seriously Injured,Count,134,People
S08000022,Highland,Health Board,2005,20-39 years,All,Killed Or Seriously Injured,Count,94,People
S12000045,East Dunbartonshire,Local Authority,2003,0-19 years,All,Killed Or Seriously Injured,Count,14,People
S08000024,Lothian,Health Board,2005,0-19 years,All,Killed Or Seriously Injured,Count,100,People
S12000030,Stirling,Local Authority,2008,40-59 years,All,Killed Or Seriously Injured,Count,24,People
S12000033,Aberdeen City,Local Authority,2008,0-19 years,All,Killed Or Seriously Injured,Count,38,People
S12000033,Aberdeen City,Local Authority,2008,40-59 years,All,Killed Or Seriously Injured,Count,33,People
S12000027,Shetland Islands,Local Authority,2008,40-59 years,All,Killed Or Seriously Injured,Count,0,People
S12000027,Shetland Islands,Local Authority,2008,20-39 years,All,Killed Or Seriously Injured,Count,2,People
S12000029,South Lanarkshire,Local Authority,2008,20-39 years,All,Killed Or Seriously Injured,Count,44,People
S12000030,Stirling,Local Authority,2008,20-39 years,All,Killed Or Seriously Injured,Count,22,People
S12000033,Aberdeen City,Local Authority,2008,20-39 years,All,Killed Or Seriously Injured,Count,46,People
S12000029,South Lanarkshire,Local Authority,2008,40-59 years,All,Killed Or Seriously Injured,Count,31,People
S12000042,Dundee City,Local Authority,2003,40-59 years,All,Killed Or Seriously Injured,Count,17,People
S08000022,Highland,Health Board,2005,0-19 years,All,Killed Or Seriously Injured,Count,53,People
S12000041,Angus,Local Authority,2003,20-39 years,All,Killed Or Seriously Injured,Count,27,People
S08000019,Forth Valley,Health Board,2005,20-39 years,All,Killed Or Seriously Injured,Count,71,People
S08000020,Grampian,Health Board,2005,40-59 years,All,Killed Or Seriously Injured,Count,69,People
S08000030,Tayside,Health Board,2005,20-39 years,All,Killed Or Seriously Injured,Count,95,People
S12000042,Dundee City,Local Authority,2003,0-19 years,All,Killed Or Seriously Injured,Count,19,People
S08000020,Grampian,Health Board,2005,20-39 years,All,Killed Or Seriously Injured,Count,116,People
S08000030,Tayside,Health Board,2005,0-19 years,All,Killed Or Seriously Injured,Count,79,People
S08000025,Orkney,Health Board,2005,40-59 years,All,Killed Or Seriously Injured,Count,1,People
S08000024,Lothian,Health Board,2005,40-59 years,All,Killed Or Seriously Injured,Count,108,People
S08000022,Highland,Health Board,2005,40-59 years,All,Killed Or Seriously Injured,Count,97,People
S08000025,Orkney,Health Board,2005,20-39 years,All,Killed Or Seriously Injured,Count,1,People
S08000020,Grampian,Health Board,2005,0-19 years,All,Killed Or Seriously Injured,Count,72,People
S08000019,Forth Valley,Health Board,2005,0-19 years,All,Killed Or Seriously Injured,Count,60,People
S08000025,Orkney,Health Board,2005,0-19 years,All,Killed Or Seriously Injured,Count,5,People
S08000019,Forth Valley,Health Board,2005,40-59 years,All,Killed Or Seriously Injured,Count,47,People
S08000015,Ayrshire and Arran,Health Board,2016,20-39 years,All,Killed Or Seriously Injured,Count,41,People
S08000015,Ayrshire and Arran,Health Board,2016,40-59 years,All,Killed Or Seriously Injured,Count,37,People
S08000016,Borders,Health Board,2016,20-39 years,All,Killed Or Seriously Injured,Count,22,People
S08000032,Lanarkshire,Health Board,2016,20-39 years,All,Killed Or Seriously Injured,Count,58,People
S08000032,Lanarkshire,Health Board,2016,40-59 years,All,Killed Or Seriously Injured,Count,42,People
S08000031,Greater Glasgow and Clyde,Health Board,2016,20-39 years,All,Killed Or Seriously Injured,Count,106,People
S08000016,Borders,Health Board,2016,0-19 years,All,Killed Or Seriously Injured,Count,13,People
S08000015,Ayrshire and Arran,Health Board,2016,0-19 years,All,Killed Or Seriously Injured,Count,24,People
S08000024,Lothian,Health Board,2016,0-19 years,All,Killed Or Seriously Injured,Count,40,People
S08000024,Lothian,Health Board,2016,20-39 years,All,Killed Or Seriously Injured,Count,93,People
S08000020,Grampian,Health Board,2016,20-39 years,All,Killed Or Seriously Injured,Count,86,People
S08000022,Highland,Health Board,2016,40-59 years,All,Killed Or Seriously Injured,Count,63,People
S08000022,Highland,Health Board,2016,20-39 years,All,Killed Or Seriously Injured,Count,35,People
S08000020,Grampian,Health Board,2016,40-59 years,All,Killed Or Seriously Injured,Count,86,People
S08000020,Grampian,Health Board,2016,0-19 years,All,Killed Or Seriously Injured,Count,63,People
S08000022,Highland,Health Board,2016,0-19 years,All,Killed Or Seriously Injured,Count,17,People
S08000029,Fife,Health Board,2016,40-59 years,All,Killed Or Seriously Injured,Count,20,People
S08000030,Tayside,Health Board,2016,0-19 years,All,Killed Or Seriously Injured,Count,24,People
S08000030,Tayside,Health Board,2016,40-59 years,All,Killed Or Seriously Injured,Count,41,People
S08000025,Orkney,Health Board,2016,40-59 years,All,Killed Or Seriously Injured,Count,2,People
S08000025,Orkney,Health Board,2016,20-39 years,All,Killed Or Seriously Injured,Count,2,People
S08000029,Fife,Health Board,2016,20-39 years,All,Killed Or Seriously Injured,Count,40,People
S08000028,Western Isles,Health Board,2016,20-39 years,All,Killed Or Seriously Injured,Count,1,People
S08000029,Fife,Health Board,2016,0-19 years,All,Killed Or Seriously Injured,Count,19,People
S08000030,Tayside,Health Board,2016,20-39 years,All,Killed Or Seriously Injured,Count,39,People
S08000028,Western Isles,Health Board,2016,40-59 years,All,Killed Or Seriously Injured,Count,3,People
S08000026,Shetland,Health Board,2016,20-39 years,All,Killed Or Seriously Injured,Count,1,People
S08000031,Greater Glasgow and Clyde,Health Board,2016,40-59 years,All,Killed Or Seriously Injured,Count,79,People
S08000026,Shetland,Health Board,2016,0-19 years,All,Killed Or Seriously Injured,Count,1,People
S08000031,Greater Glasgow and Clyde,Health Board,2016,0-19 years,All,Killed Or Seriously Injured,Count,68,People
S08000032,Lanarkshire,Health Board,2016,0-19 years,All,Killed Or Seriously Injured,Count,30,People
S08000025,Orkney,Health Board,2016,0-19 years,All,Killed Or Seriously Injured,Count,1,People
S08000024,Lothian,Health Board,2016,40-59 years,All,Killed Or Seriously Injured,Count,91,People
S08000028,Western Isles,Health Board,2016,0-19 years,All,Killed Or Seriously Injured,Count,0,People
S08000026,Shetland,Health Board,2016,40-59 years,All,Killed Or Seriously Injured,Count,1,People
S12000050,North Lanarkshire,Local Authority,2010,0-19 years,All,Killed Or Seriously Injured,Count,26,People
S12000049,Glasgow City,Local Authority,2010,0-19 years,All,Killed Or Seriously Injured,Count,58,People
S12000049,Glasgow City,Local Authority,2010,40-59 years,All,Killed Or Seriously Injured,Count,44,People
S12000050,North Lanarkshire,Local Authority,2010,20-39 years,All,Killed Or Seriously Injured,Count,23,People
S12000049,Glasgow City,Local Authority,2010,20-39 years,All,Killed Or Seriously Injured,Count,82,People
S12000042,Dundee City,Local Authority,2010,40-59 years,All,Killed Or Seriously Injured,Count,10,People
S12000045,East Dunbartonshire,Local Authority,2010,0-19 years,All,Killed Or Seriously Injured,Count,7,People
S12000041,Angus,Local Authority,2010,0-19 years,All,Killed Or Seriously Injured,Count,12,People
S12000042,Dundee City,Local Authority,2010,20-39 years,All,Killed Or Seriously Injured,Count,12,People
S12000042,Dundee City,Local Authority,2010,0-19 years,All,Killed Or Seriously Injured,Count,13,People
S12000033,Aberdeen City,Local Authority,2010,40-59 years,All,Killed Or Seriously Injured,Count,22,People
S12000034,Aberdeenshire,Local Authority,2010,0-19 years,All,Killed Or Seriously Injured,Count,41,People
S12000030,Stirling,Local Authority,2010,0-19 years,All,Killed Or Seriously Injured,Count,13,People
S12000033,Aberdeen City,Local Authority,2010,20-39 years,All,Killed Or Seriously Injured,Count,32,People
S12000033,Aberdeen City,Local Authority,2010,0-19 years,All,Killed Or Seriously Injured,Count,18,People
S12000030,Stirling,Local Authority,2010,20-39 years,All,Killed Or Seriously Injured,Count,18,People
S12000050,North Lanarkshire,Local Authority,2010,40-59 years,All,Killed Or Seriously Injured,Count,16,People
S12000029,South Lanarkshire,Local Authority,2010,40-59 years,All,Killed Or Seriously Injured,Count,21,People
S12000030,Stirling,Local Authority,2010,40-59 years,All,Killed Or Seriously Injured,Count,19,People
S08000019,Forth Valley,Health Board,2016,40-59 years,All,Killed Or Seriously Injured,Count,36,People
S08000019,Forth Valley,Health Board,2016,0-19 years,All,Killed Or Seriously Injured,Count,15,People
S08000019,Forth Valley,Health Board,2016,20-39 years,All,Killed Or Seriously Injured,Count,33,People
S12000047,Fife,Local Authority,2010,20-39 years,All,Killed Or Seriously Injured,Count,51,People
S12000047,Fife,Local Authority,2010,0-19 years,All,Killed Or Seriously Injured,Count,25,People
S08000017,Dumfries and Galloway,Health Board,2016,40-59 years,All,Killed Or Seriously Injured,Count,19,People
S08000017,Dumfries and Galloway,Health Board,2016,20-39 years,All,Killed Or Seriously Injured,Count,24,People
S08000017,Dumfries and Galloway,Health Board,2016,0-19 years,All,Killed Or Seriously Injured,Count,11,People
S08000016,Borders,Health Board,2016,40-59 years,All,Killed Or Seriously Injured,Count,25,People
S12000048,Perth and Kinross,Local Authority,2010,0-19 years,All,Killed Or Seriously Injured,Count,10,People
S12000041,Angus,Local Authority,2010,20-39 years,All,Killed Or Seriously Injured,Count,17,People
S12000047,Fife,Local Authority,2010,40-59 years,All,Killed Or Seriously Injured,Count,34,People
S12000040,West Lothian,Local Authority,2010,40-59 years,All,Killed Or Seriously Injured,Count,16,People
S12000041,Angus,Local Authority,2010,40-59 years,All,Killed Or Seriously Injured,Count,21,People
S12000045,East Dunbartonshire,Local Authority,2010,40-59 years,All,Killed Or Seriously Injured,Count,3,People
S12000045,East Dunbartonshire,Local Authority,2010,20-39 years,All,Killed Or Seriously Injured,Count,8,People
S12000048,Perth and Kinross,Local Authority,2010,40-59 years,All,Killed Or Seriously Injured,Count,34,People
S12000048,Perth and Kinross,Local Authority,2010,20-39 years,All,Killed Or Seriously Injured,Count,34,People
S12000029,South Lanarkshire,Local Authority,2016,20-39 years,All,Killed Or Seriously Injured,Count,34,People
S12000029,South Lanarkshire,Local Authority,2016,40-59 years,All,Killed Or Seriously Injured,Count,34,People
S12000030,Stirling,Local Authority,2016,20-39 years,All,Killed Or Seriously Injured,Count,11,People
S12000033,Aberdeen City,Local Authority,2016,20-39 years,All,Killed Or Seriously Injured,Count,17,People
S12000033,Aberdeen City,Local Authority,2016,0-19 years,All,Killed Or Seriously Injured,Count,17,People
S12000036,City of Edinburgh,Local Authority,2016,0-19 years,All,Killed Or Seriously Injured,Count,17,People
S12000035,Argyll and Bute,Local Authority,2016,0-19 years,All,Killed Or Seriously Injured,Count,7,People
S12000035,Argyll and Bute,Local Authority,2016,40-59 years,All,Killed Or Seriously Injured,Count,29,People
S12000030,Stirling,Local Authority,2016,0-19 years,All,Killed Or Seriously Injured,Count,2,People
S12000035,Argyll and Bute,Local Authority,2016,20-39 years,All,Killed Or Seriously Injured,Count,9,People
S08000020,Grampian,Health Board,2015,40-59 years,All,Killed Or Seriously Injured,Count,89,People
S08000022,Highland,Health Board,2015,0-19 years,All,Killed Or Seriously Injured,Count,14,People
S08000019,Forth Valley,Health Board,2015,0-19 years,All,Killed Or Seriously Injured,Count,19,People
S08000020,Grampian,Health Board,2015,20-39 years,All,Killed Or Seriously Injured,Count,99,People
S08000020,Grampian,Health Board,2015,0-19 years,All,Killed Or Seriously Injured,Count,44,People
S08000019,Forth Valley,Health Board,2015,20-39 years,All,Killed Or Seriously Injured,Count,38,People
S12000030,Stirling,Local Authority,2016,40-59 years,All,Killed Or Seriously Injured,Count,15,People
S08000017,Dumfries and Galloway,Health Board,2015,40-59 years,All,Killed Or Seriously Injured,Count,22,People
S08000019,Forth Valley,Health Board,2015,40-59 years,All,Killed Or Seriously Injured,Count,48,People
S12000028,South Ayrshire,Local Authority,2016,20-39 years,All,Killed Or Seriously Injured,Count,16,People
S12000021,North Ayrshire,Local Authority,2016,40-59 years,All,Killed Or Seriously Injured,Count,12,People
S12000028,South Ayrshire,Local Authority,2016,0-19 years,All,Killed Or Seriously Injured,Count,9,People
S12000021,North Ayrshire,Local Authority,2016,0-19 years,All,Killed Or Seriously Injured,Count,9,People
S12000023,Orkney Islands,Local Authority,2016,0-19 years,All,Killed Or Seriously Injured,Count,1,People
S12000026,Scottish Borders,Local Authority,2016,40-59 years,All,Killed Or Seriously Injured,Count,25,People
S12000027,Shetland Islands,Local Authority,2016,0-19 years,All,Killed Or Seriously Injured,Count,1,People
S12000027,Shetland Islands,Local Authority,2016,40-59 years,All,Killed Or Seriously Injured,Count,1,People
S12000029,South Lanarkshire,Local Authority,2016,0-19 years,All,Killed Or Seriously Injured,Count,15,People
S12000028,South Ayrshire,Local Authority,2016,40-59 years,All,Killed Or Seriously Injured,Count,12,People
S12000034,Aberdeenshire,Local Authority,2016,20-39 years,All,Killed Or Seriously Injured,Count,52,People
S12000034,Aberdeenshire,Local Authority,2016,40-59 years,All,Killed Or Seriously Injured,Count,52,People
S12000023,Orkney Islands,Local Authority,2016,40-59 years,All,Killed Or Seriously Injured,Count,2,People
S12000034,Aberdeenshire,Local Authority,2016,0-19 years,All,Killed Or Seriously Injured,Count,33,People
S12000033,Aberdeen City,Local Authority,2016,40-59 years,All,Killed Or Seriously Injured,Count,20,People
S12000026,Scottish Borders,Local Authority,2016,0-19 years,All,Killed Or Seriously Injured,Count,13,People
S12000021,North Ayrshire,Local Authority,2016,20-39 years,All,Killed Or Seriously Injured,Count,12,People
S12000023,Orkney Islands,Local Authority,2016,20-39 years,All,Killed Or Seriously Injured,Count,2,People
S12000026,Scottish Borders,Local Authority,2016,20-39 years,All,Killed Or Seriously Injured,Count,23,People
S08000025,Orkney,Health Board,2015,0-19 years,All,Killed Or Seriously Injured,Count,0,People
S08000032,Lanarkshire,Health Board,2015,20-39 years,All,Killed Or Seriously Injured,Count,33,People
S08000022,Highland,Health Board,2015,40-59 years,All,Killed Or Seriously Injured,Count,43,People
S08000025,Orkney,Health Board,2015,20-39 years,All,Killed Or Seriously Injured,Count,1,People
S08000022,Highland,Health Board,2015,20-39 years,All,Killed Or Seriously Injured,Count,36,People
S08000024,Lothian,Health Board,2015,40-59 years,All,Killed Or Seriously Injured,Count,97,People
S08000025,Orkney,Health Board,2015,40-59 years,All,Killed Or Seriously Injured,Count,0,People
S08000031,Greater Glasgow and Clyde,Health Board,2015,40-59 years,All,Killed Or Seriously Injured,Count,91,People
S08000032,Lanarkshire,Health Board,2015,0-19 years,All,Killed Or Seriously Injured,Count,29,People
S08000030,Tayside,Health Board,2015,0-19 years,All,Killed Or Seriously Injured,Count,28,People
S08000031,Greater Glasgow and Clyde,Health Board,2015,20-39 years,All,Killed Or Seriously Injured,Count,94,People
S08000031,Greater Glasgow and Clyde,Health Board,2015,0-19 years,All,Killed Or Seriously Injured,Count,50,People
S08000030,Tayside,Health Board,2015,20-39 years,All,Killed Or Seriously Injured,Count,38,People
S08000032,Lanarkshire,Health Board,2015,40-59 years,All,Killed Or Seriously Injured,Count,42,People
S08000029,Fife,Health Board,2015,40-59 years,All,Killed Or Seriously Injured,Count,31,People
S08000030,Tayside,Health Board,2015,40-59 years,All,Killed Or Seriously Injured,Count,36,People
S08000017,Dumfries and Galloway,Health Board,2015,20-39 years,All,Killed Or Seriously Injured,Count,20,People
S08000016,Borders,Health Board,2015,20-39 years,All,Killed Or Seriously Injured,Count,20,People
S08000017,Dumfries and Galloway,Health Board,2015,0-19 years,All,Killed Or Seriously Injured,Count,15,People
S08000026,Shetland,Health Board,2015,40-59 years,All,Killed Or Seriously Injured,Count,1,People
S08000016,Borders,Health Board,2015,40-59 years,All,Killed Or Seriously Injured,Count,14,People
S08000016,Borders,Health Board,2015,0-19 years,All,Killed Or Seriously Injured,Count,13,People
S08000015,Ayrshire and Arran,Health Board,2015,40-59 years,All,Killed Or Seriously Injured,Count,38,People
S08000015,Ayrshire and Arran,Health Board,2015,20-39 years,All,Killed Or Seriously Injured,Count,51,People
S08000015,Ayrshire and Arran,Health Board,2015,0-19 years,All,Killed Or Seriously Injured,Count,18,People
S08000028,Western Isles,Health Board,2015,20-39 years,All,Killed Or Seriously Injured,Count,3,People
S08000028,Western Isles,Health Board,2015,40-59 years,All,Killed Or Seriously Injured,Count,1,People
S08000029,Fife,Health Board,2015,20-39 years,All,Killed Or Seriously Injured,Count,18,People
S08000024,Lothian,Health Board,2015,20-39 years,All,Killed Or Seriously Injured,Count,85,People
S08000024,Lothian,Health Board,2015,0-19 years,All,Killed Or Seriously Injured,Count,34,People
S08000026,Shetland,Health Board,2015,0-19 years,All,Killed Or Seriously Injured,Count,1,People
S08000028,Western Isles,Health Board,2015,0-19 years,All,Killed Or Seriously Injured,Count,0,People
S08000029,Fife,Health Board,2015,0-19 years,All,Killed Or Seriously Injured,Count,18,People
S08000026,Shetland,Health Board,2015,20-39 years,All,Killed Or Seriously Injured,Count,2,People
S08000028,Western Isles,Health Board,2010,20-39 years,All,Killed Or Seriously Injured,Count,4,People
S08000022,Highland,Health Board,2010,40-59 years,All,Killed Or Seriously Injured,Count,64,People
S08000028,Western Isles,Health Board,2010,0-19 years,All,Killed Or Seriously Injured,Count,3,People
S08000022,Highland,Health Board,2010,0-19 years,All,Killed Or Seriously Injured,Count,31,People
S08000024,Lothian,Health Board,2010,0-19 years,All,Killed Or Seriously Injured,Count,62,People
S08000025,Orkney,Health Board,2010,40-59 years,All,Killed Or Seriously Injured,Count,0,People
S08000026,Shetland,Health Board,2010,0-19 years,All,Killed Or Seriously Injured,Count,1,People
S08000026,Shetland,Health Board,2010,40-59 years,All,Killed Or Seriously Injured,Count,1,People
S08000029,Fife,Health Board,2010,0-19 years,All,Killed Or Seriously Injured,Count,25,People
S08000028,Western Isles,Health Board,2010,40-59 years,All,Killed Or Seriously Injured,Count,0,People
S08000024,Lothian,Health Board,2010,40-59 years,All,Killed Or Seriously Injured,Count,61,People
S12000005,Clackmannanshire,Local Authority,2009,0-19 years,All,Killed Or Seriously Injured,Count,5,People
S08000025,Orkney,Health Board,2010,0-19 years,All,Killed Or Seriously Injured,Count,3,People
S08000022,Highland,Health Board,2010,20-39 years,All,Killed Or Seriously Injured,Count,72,People
S08000024,Lothian,Health Board,2010,20-39 years,All,Killed Or Seriously Injured,Count,98,People
S08000025,Orkney,Health Board,2010,20-39 years,All,Killed Or Seriously Injured,Count,1,People
S08000017,Dumfries and Galloway,Health Board,2010,40-59 years,All,Killed Or Seriously Injured,Count,20,People
S08000020,Grampian,Health Board,2010,20-39 years,All,Killed Or Seriously Injured,Count,137,People
S08000017,Dumfries and Galloway,Health Board,2010,20-39 years,All,Killed Or Seriously Injured,Count,20,People
S08000019,Forth Valley,Health Board,2010,40-59 years,All,Killed Or Seriously Injured,Count,34,People
S08000020,Grampian,Health Board,2010,40-59 years,All,Killed Or Seriously Injured,Count,99,People
S08000030,Tayside,Health Board,2010,40-59 years,All,Killed Or Seriously Injured,Count,65,People
S08000031,Greater Glasgow and Clyde,Health Board,2010,0-19 years,All,Killed Or Seriously Injured,Count,108,People
S08000031,Greater Glasgow and Clyde,Health Board,2010,40-59 years,All,Killed Or Seriously Injured,Count,91,People
S08000019,Forth Valley,Health Board,2010,20-39 years,All,Killed Or Seriously Injured,Count,42,People
S08000019,Forth Valley,Health Board,2010,0-19 years,All,Killed Or Seriously Injured,Count,28,People
S08000017,Dumfries and Galloway,Health Board,2010,0-19 years,All,Killed Or Seriously Injured,Count,11,People
S08000016,Borders,Health Board,2010,0-19 years,All,Killed Or Seriously Injured,Count,11,People
S08000016,Borders,Health Board,2010,40-59 years,All,Killed Or Seriously Injured,Count,32,People
S08000026,Shetland,Health Board,2010,20-39 years,All,Killed Or Seriously Injured,Count,0,People
S08000016,Borders,Health Board,2010,20-39 years,All,Killed Or Seriously Injured,Count,34,People
S08000015,Ayrshire and Arran,Health Board,2010,20-39 years,All,Killed Or Seriously Injured,Count,41,People
S08000020,Grampian,Health Board,2010,0-19 years,All,Killed Or Seriously Injured,Count,68,People
S08000015,Ayrshire and Arran,Health Board,2010,0-19 years,All,Killed Or Seriously Injured,Count,32,People
S08000015,Ayrshire and Arran,Health Board,2010,40-59 years,All,Killed Or Seriously Injured,Count,43,People
S12000035,Argyll and Bute,Local Authority,2009,40-59 years,All,Killed Or Seriously Injured,Count,26,People
S12000038,Renfrewshire,Local Authority,2009,20-39 years,All,Killed Or Seriously Injured,Count,22,People
S12000035,Argyll and Bute,Local Authority,2009,20-39 years,All,Killed Or Seriously Injured,Count,19,People
S12000036,City of Edinburgh,Local Authority,2009,40-59 years,All,Killed Or Seriously Injured,Count,32,People
S12000038,Renfrewshire,Local Authority,2009,40-59 years,All,Killed Or Seriously Injured,Count,18,People
S12000010,East Lothian,Local Authority,2009,20-39 years,All,Killed Or Seriously Injured,Count,13,People
S12000010,East Lothian,Local Authority,2009,40-59 years,All,Killed Or Seriously Injured,Count,6,People
S12000011,East Renfrewshire,Local Authority,2009,20-39 years,All,Killed Or Seriously Injured,Count,9,People
S12000036,City of Edinburgh,Local Authority,2009,20-39 years,All,Killed Or Seriously Injured,Count,56,People
S12000036,City of Edinburgh,Local Authority,2009,0-19 years,All,Killed Or Seriously Injured,Count,31,People
S12000034,Aberdeenshire,Local Authority,2009,40-59 years,All,Killed Or Seriously Injured,Count,57,People
S12000035,Argyll and Bute,Local Authority,2009,0-19 years,All,Killed Or Seriously Injured,Count,13,People
S12000033,Aberdeen City,Local Authority,2009,0-19 years,All,Killed Or Seriously Injured,Count,13,People
S12000034,Aberdeenshire,Local Authority,2009,20-39 years,All,Killed Or Seriously Injured,Count,90,People
S12000034,Aberdeenshire,Local Authority,2009,0-19 years,All,Killed Or Seriously Injured,Count,62,People
S12000033,Aberdeen City,Local Authority,2009,20-39 years,All,Killed Or Seriously Injured,Count,42,People
S12000038,Renfrewshire,Local Authority,2009,0-19 years,All,Killed Or Seriously Injured,Count,21,People
S12000030,Stirling,Local Authority,2009,40-59 years,All,Killed Or Seriously Injured,Count,21,People
S12000033,Aberdeen City,Local Authority,2009,40-59 years,All,Killed Or Seriously Injured,Count,16,People
S12000013,Na h-Eileanan Siar,Local Authority,2009,20-39 years,All,Killed Or Seriously Injured,Count,3,People
S12000013,Na h-Eileanan Siar,Local Authority,2009,40-59 years,All,Killed Or Seriously Injured,Count,1,People
